,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,300820.SZ,英杰电气,电气设备,9.9362,65.5,
1,000020.SZ,深华发A,元器件,9.9712,11.47,
2,600552.SH,凯盛科技,玻璃,9.9831,6.5,
3,601888.SH,中国中免,旅游服务,9.9979,154.03,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国工商银行-上证50交易型开放式指数证券投资基金"
4,002317.SZ,众生药业,中成药,10.0,17.16,"全国社保基金六零四组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)"
5,002640.SZ,跨境通,互联网,10.0,6.49,"珠海横琴安赐文化互联叁号股权投资基金企业(有限合伙)
广州开发区新兴产业投资基金管理有限公司
上海中平国瑀资产管理有限公司-上海中平国璟并购股权投资基金合伙企业(有限合伙)"
6,300209.SZ,天泽信息,软件服务,10.0,17.16,中国工商银行股份有限公司-南方大数据100指数证券投资基金
7,603087.SH,甘李药业,生物制药,10.0022,100.3,
8,603976.SH,正川股份,医疗保健,10.0057,38.48,
9,603665.SH,康隆达,纺织,10.0117,18.79,华宝信托有限责任公司-辉煌1047号单一资金信托
10,300061.SZ,旗天科技,多元金融,10.0365,6.03,"博时资本-宁波银行-博时资本康耐特2号专项资产管理计划
博时资本-宁波银行-博时资本康耐特1号专项资产管理计划"
11,600956.SH,新天绿能,新型电力,10.0437,5.04,
12,002613.SZ,北玻股份,专用机械,10.0737,4.48,
