,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002893.SZ,002893,华通热力,供气供热,61.258741258741246,10.0191,14.41,,0.0
1,003039.SZ,003039,顺控发展,水务,61.094224924012174,10.0042,16.43,,0.0
2,000966.SZ,000966,长源电力,火力发电,60.72796934865903,9.9607,92.99,,0.0
3,600526.SH,600526,菲达环保,环境保护,55.34804753820035,9.976,50.09,,0.0
4,600956.SH,600956,新天绿能,供气供热,46.41255605381167,10.0253,17.6,,0.0
5,600916.SH,600916,中国黄金,黄金,41.00334448160534,10.0209,37.94,,0.0
6,002900.SZ,002900,哈三联,化学制药,40.51020408163264,9.984,23.52,,0.0
7,605303.SH,605303,园林股份,建筑工程,39.132791327913296,9.9829,10.35,,0.0
8,300205.SZ,300205,天喻信息,元器件,36.339165545087496,-5.2385,43.15,,0.0
9,300899.SZ,300899,上海凯鑫,环境保护,34.5995423340961,19.9918,9.38,,0.0
10,300929.SZ,300929,华骐环保,环境保护,34.58136792452828,-9.9783,8.19,,0.0
11,000027.SZ,000027,深圳能源,火力发电,33.29341317365271,9.9802,529.5,,0.0
12,002554.SZ,002554,惠博普,石油开采,33.21799307958477,10.0,32.57,,0.0
13,603919.SH,603919,金徽酒,白酒,33.117624666920435,10.0031,171.81,,0.0
14,003035.SZ,003035,南网能源,环境保护,32.69035532994924,-9.362,99.02,,0.0
15,002996.SZ,002996,顺博合金,铝,31.710914454277273,-10.0101,14.2,,0.0
16,601016.SH,601016,节能风电,新型电力,30.7888040712468,10.0642,230.29,"中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
全国社会保障基金理事会
华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华宝信托有限责任公司
中信银行股份有限公司-建信中证500指数增强型证券投资基金
香港中央结算有限公司(陆股通)",7.0
17,600892.SH,600892,*ST大晟,影视音像,30.183727034120732,9.9778,26.8,深圳市大晟资产管理有限公司,1.0
18,603718.SH,603718,海利生物,生物制药,29.20289855072462,9.9938,114.83,,0.0
19,002315.SZ,002315,焦点科技,互联网,29.124004550625713,9.9806,40.92,,0.0
20,603778.SH,603778,乾景园林,建筑工程,28.605769230769205,10.0823,26.75,"北京燕赵汇金国际投资有限责任公司-汇金壹号私募证券投资基金
富诚海富资管-海通证券-证券行业支持民企发展系列之富诚海富通海富五号集合资产管理计划",2.0
21,600734.SH,600734,*ST实达,IT设备,28.32369942196533,5.2133,11.88,,0.0
22,000606.SZ,000606,顺利办,互联网,28.08988764044944,9.9678,24.19,,0.0
23,002642.SZ,002642,荣联科技,软件服务,27.962085308056885,4.0462,30.01,,0.0
24,002280.SZ,002280,*ST联络,软件服务,27.835051546391743,5.0847,65.52,,0.0
25,000980.SZ,000980,*ST众泰,汽车配件,27.61904761904761,4.9608,50.09,,0.0
26,603996.SH,603996,*ST中新,家用电器,27.500000000000014,5.0,10.72,,0.0
27,003036.SZ,003036,泰坦股份,纺织机械,27.486437613019877,9.9844,7.61,,0.0
28,300948.SZ,300948,冠中生态,环境保护,26.805034223890488,1.736,12.71,,0.0
29,300537.SZ,300537,广信材料,染料涂料,26.385442514474768,4.7293,19.16,,0.0
30,601456.SH,601456,国联证券,证券,26.311844077961034,3.0581,80.16,,0.0
31,000883.SZ,000883,湖北能源,火力发电,25.984251968503933,10.0917,312.21,,0.0
32,000928.SZ,000928,中钢国际,建筑工程,25.423728813559322,8.5044,92.99,,0.0
33,603603.SH,603603,博天环境,环境保护,25.270758122743686,9.9842,17.78,,0.0
34,002174.SZ,002174,游族网络,互联网,23.67149758454108,9.9656,88.75,,0.0
35,605368.SH,605368,蓝天燃气,供气供热,23.342175066312997,-0.8529,12.18,,0.0
36,601991.SH,601991,大唐发电,火力发电,23.22834645669292,-0.6349,388.0,,0.0
37,002199.SZ,002199,东晶电子,元器件,22.580645161290324,10.061,17.58,,0.0
38,002614.SZ,002614,奥佳华,医疗保健,22.426470588235283,2.3985,65.59,,0.0
39,300922.SZ,300922,天秦装备,机械基件,22.351828499369496,-1.8214,10.31,,0.0
