,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003035.SZ,003035,南网能源,环境保护,8.14,2.0,18.0,118.0,61.67,,0.0
1,688665.SH,688665,N四方,电器仪表,65.5,1.0,12.0,112.0,9.42,,0.0
2,003037.SZ,003037,三和管桩,水泥,12.23,3.0,7.0,107.0,8.32,,0.0
3,601015.SH,601015,陕西黑猫,焦炭加工,9.85,2.0,6.0,106.0,160.53,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
4,600916.SH,600916,中国黄金,黄金,8.7,3.0,6.0,106.0,15.66,,0.0
5,600055.SH,600055,万东医疗,医疗保健,15.31,2.0,5.0,105.0,82.8,,0.0
6,605337.SH,605337,李子园,乳制品,31.75,2.0,5.0,105.0,12.29,,0.0
7,002532.SZ,002532,天山铝业,铝,10.21,3.0,4.0,104.0,43.6,"中国建设银行股份有限公司-万家精选混合型证券投资基金
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金",2.0
8,605077.SH,605077,N华康,食品,74.35,1.0,4.0,104.0,21.67,,0.0
9,605081.SH,605081,N太和水,环境保护,58.12,1.0,3.0,103.0,11.35,,0.0
10,000711.SZ,000711,京蓝科技,软件服务,2.26,3.0,3.0,103.0,18.57,华润深国投信托有限公司-华润信托·开元3号集合资金信托计划,1.0
11,000892.SZ,000892,欢瑞世纪,影视音像,2.89,3.0,3.0,103.0,15.55,全国社保基金一一八组合,1.0
12,003022.SZ,003022,联泓新科,化工原料,34.73,2.0,2.0,102.0,51.18,,0.0
13,002534.SZ,002534,杭锅股份,专用机械,9.87,2.0,2.0,102.0,72.72,中央汇金资产管理有限责任公司,1.0
14,603023.SH,603023,威帝股份,汽车配件,4.25,2.0,2.0,102.0,23.89,,0.0
15,600722.SH,600722,金牛化工,化工原料,4.69,2.0,2.0,102.0,31.91,,0.0
16,603776.SH,603776,永安行,公共交通,17.05,2.0,2.0,102.0,31.88,福弘(常州)股权投资基金合伙企业(有限合伙),1.0
17,603931.SH,603931,格林达,化工原料,40.33,2.0,2.0,102.0,10.27,,0.0
18,605018.SH,605018,长华股份,汽车配件,18.68,2.0,2.0,102.0,7.79,,0.0
19,688536.SH,688536,思瑞浦,半导体,587.61,2.0,2.0,102.0,106.25,"招商银行股份有限公司-万家经济新动能混合型证券投资基金
中国银行股份有限公司-上投摩根科技前沿灵活配置混合型证券投资基金
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金
招商银行股份有限公司-银河创新成长混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)",6.0
20,000933.SZ,000933,神火股份,铝,8.01,2.0,2.0,102.0,152.23,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
南方中证申万有色金属交易型开放式指数证券投资基金
国泰国证有色金属行业指数分级证券投资基金",4.0
