,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,601127.SH,601127,小康股份,汽车配件,6.0
1,600121.SH,600121,郑州煤电,煤炭开采,6.0
2,002553.SZ,002553,南方轴承,汽车配件,5.0
3,002379.SZ,002379,宏创控股,铝,4.0
4,605068.SH,605068,明新旭腾,汽车配件,4.0
5,002682.SZ,002682,龙洲股份,公路,4.0
6,600707.SH,600707,彩虹股份,元器件,4.0
7,003019.SZ,003019,宸展光电,元器件,4.0
8,002227.SZ,002227,奥特迅,电气设备,3.0
9,600616.SH,600616,金枫酒业,红黄酒,3.0
10,600428.SH,600428,中远海特,水运,3.0
11,300727.SZ,300727,润禾材料,化工原料,3.0
12,003004.SZ,003004,声迅股份,软件服务,3.0
13,002805.SZ,002805,丰元股份,化工原料,3.0
14,002670.SZ,002670,国盛金控,证券,3.0
15,002646.SZ,002646,青青稞酒,白酒,3.0
16,002510.SZ,002510,天汽模,汽车配件,3.0
17,002245.SZ,002245,澳洋顺昌,仓储物流,3.0
18,600178.SH,600178,东安动力,汽车配件,3.0
19,605177.SH,605177,东亚药业,化学制药,3.0
20,000545.SZ,000545,金浦钛业,化工原料,3.0
21,601579.SH,601579,会稽山,红黄酒,3.0
22,605007.SH,605007,五洲特纸,造纸,3.0
23,600798.SH,600798,宁波海运,水运,2.0
24,002863.SZ,002863,今飞凯达,汽车配件,2.0
25,300064.SZ,300064,ST金刚,矿物制品,2.0
26,300008.SZ,300008,天海防务,船舶,2.0
27,603336.SH,603336,宏辉果蔬,农业综合,2.0
28,603615.SH,603615,茶花股份,家居用品,2.0
29,603619.SH,603619,中曼石油,石油开采,2.0
30,603948.SH,603948,建业股份,化工原料,2.0
31,002819.SZ,002819,东方中科,电器仪表,2.0
32,603758.SH,603758,秦安股份,汽车配件,2.0
33,300424.SZ,300424,航新科技,航空,2.0
34,002786.SZ,002786,银宝山新,专用机械,2.0
35,605333.SH,605333,沪光股份,汽车配件,2.0
36,688536.SH,688536,思瑞浦,半导体,2.0
37,300094.SZ,300094,国联水产,渔业,2.0
38,300549.SZ,300549,优德精密,专用机械,2.0
39,600733.SH,600733,北汽蓝谷,汽车整车,2.0
40,300581.SZ,300581,晨曦航空,航空,2.0
41,600979.SH,600979,广安爱众,水力发电,2.0
42,600679.SH,600679,上海凤凰,文教休闲,2.0
43,601187.SH,601187,厦门银行,银行,2.0
44,600559.SH,600559,老白干酒,白酒,2.0
45,600418.SH,600418,江淮汽车,汽车整车,2.0
46,600199.SH,600199,金种子酒,白酒,2.0
47,601919.SH,601919,中远海控,水运,2.0
48,600158.SH,600158,中体产业,文教休闲,2.0
49,603011.SH,603011,合锻智能,机床制造,2.0
50,600059.SH,600059,古越龙山,红黄酒,2.0
51,300907.SZ,300907,康平科技,电气设备,2.0
52,300869.SZ,300869,康泰医学,医疗保健,2.0
53,300807.SZ,300807,天迈科技,软件服务,2.0
54,300713.SZ,300713,英可瑞,电气设备,2.0
55,300589.SZ,300589,江龙船艇,船舶,2.0
56,002466.SZ,002466,天齐锂业,小金属,2.0
57,688777.SH,688777,中控技术,软件服务,2.0
58,000625.SZ,000625,长安汽车,汽车整车,2.0
