,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300371.SZ,汇中股份,电器仪表,16.53,"物联网, 智能仪表, 京津冀, ",17.8亿
1,300210.SZ,森远股份,专用机械,6.44,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, 壳公司, 垃圾分类, ",25.77亿
2,603738.SH,泰晶科技,元器件,23.51,"被动元件, 华为产业链, ",13.82亿
3,603106.SH,恒银金融,电脑设备,14.47,"雄安-金融, 雄安新区, 互联网金融, 区块链, 国产操作系统, 无人银行, ",24.52亿
4,002848.SZ,高斯贝尔,通信设备,17.31,"5G, 被动元件, 家电, 黑色家电, ",15.16亿
5,300414.SZ,中光防雷,元器件,15.13,"5G, 军工, 军民融合, 高送转-填权, 资产重组, ",45.28亿
6,002237.SZ,恒邦股份,黄金,17.46,"股权转让, 黄金, ",148.7亿
7,300267.SZ,尔康制药,化学制药,6.03,"高质押率, 医药, 化学药, 工业大麻, ",81.84亿
8,300018.SZ,中元股份,电气设备,8.25,"特高压, 北斗导航, 智能制造, 医疗器械, 药品信息化追溯, 互联网医疗, 区块链, 股权转让, 医疗信息化, 国资入股, 机器人, 壳公司, ",30.46亿
9,300105.SZ,龙源技术,电器仪表,5.85,"电改, 央企改革, 大气治理, 环保, ",30.02亿
10,300023.SZ,宝德股份,专用机械,9.41,"油服, 页岩气, 工业自动化, 智能制造, 壳公司, 强势人气股, ",13.59亿
11,002684.SZ,*ST猛狮,电气设备,3.16,"新能源整车, 风电, 储能, 特色小镇, 高质押率, 锂电池, 燃料电池, 新能源汽车, 低价股, 人工智能, ST股, ",12.75亿
12,603068.SH,博通集成,半导体,64.13,"次新股, 半导体, 国产芯片, ",22.24亿
13,300636.SZ,同和药业,化学制药,24.44,"高送转-预期, 医药, 化学药, ",11.52亿
14,300515.SZ,三德科技,电器仪表,11.64,"物联网, 智能仪表, ",19.92亿
15,300090.SZ,盛运环保,环境保护,2.48,"固废处理, 环保, 低价股, 股权转让, 壳公司, 垃圾分类, ",28.32亿
16,600186.SH,*ST莲花,食品,1.69,"调味品, 食品, 低价股, ST股, 壳公司, ",17.95亿
17,002447.SZ,晨鑫科技,互联网,3.77,"网络安全, 区块链, 股权转让, 电竞, 游戏, 手游, ",50.92亿
18,002450.SZ,*ST康得,化工原料,3.08,"碳纤维, OLED, 蔚来汽车概念股, 破净股, 低价股, 石墨烯, VR&AR, 国资入股, 资产重组, ST股, ",99.6亿
19,000607.SZ,华媒控股,广告包装,5.67,"阿里巴巴概念股, 教育, 浙江国企改革, 房地产, 区块链, 知识产权, ",50.17亿
20,603825.SH,华扬联众,互联网,14.95,"人工智能, 资产重组, 独角兽, ",13.81亿
21,600687.SH,*ST刚泰,黄金,2.14,"新零售, 破净股, 高质押率, 低价股, 腾讯概念股, ST股, 影视, 黄金, ",31.86亿
22,600613.SH,神奇制药,中成药,8.67,"医药, 中药, 强势人气股, ",41.56亿
23,002416.SZ,爱施德,电器连锁,6.36,"华为产业链, 小米概念股, 彩票, 苹果产业链, 国资入股, ",74.61亿
24,002659.SZ,凯文教育,文教休闲,8.9,"教育, ",27.68亿
