,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600162.SH,600162,香江控股,全国地产,2.29,2.0,1.0,77.76,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
深圳市香江股权投资管理有限公司-香江汇通一期证券投资基金
香港中央结算有限公司(陆股通)
前海开源基金-浦发银行-中融国际信托-中融-融珲62号单一资金信托",4.0
1,000683.SZ,000683,远兴能源,化工原料,2.38,0.0,1.0,84.61,"中国信达资产管理股份有限公司
中信建投基金-广州农商银行-华鑫国际信托-华鑫信托·153号证券投资集合资金信托计划
北京中稷弘立资产管理有限公司
香港中央结算有限公司(陆股通)
上海塔彧毅股权投资基金(上海)中心(有限合伙)",5.0
2,601388.SH,601388,怡球资源,铝,2.4,0.0,1.0,48.61,,0.0
3,600339.SH,600339,中油工程,石油加工,2.8,1.0,1.0,156.33,"九泰基金-广发银行-中兵投资管理有限责任公司
北信瑞丰基金-工商银行-北京恒宇天泽投资管理有限公司-恒宇天泽盈-赢二号私募投资基金
北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划
中国光大银行股份有限公司-招商瑞阳股债配置混合型证券投资基金",4.0
4,002172.SZ,002172,澳洋健康,化纤,2.87,3.0,1.0,22.17,,0.0
5,002505.SZ,002505,大康农业,农业综合,2.9,1.0,1.0,159.08,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金",3.0
6,600331.SH,600331,宏达股份,铅锌,2.93,0.0,1.0,59.54,,0.0
7,600187.SH,600187,国中水务,水务,3.08,1.0,3.0,50.94,"上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金
中央汇金资产管理有限责任公司",2.0
8,300370.SZ,300370,安控科技,电器仪表,3.1,0.0,1.0,22.4,,0.0
9,601016.SH,601016,节能风电,新型电力,3.13,2.0,1.0,130.07,"全国社会保障基金理事会转持二户
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
香港中央结算有限公司(陆股通)
全国社会保障基金理事会
华宝信托有限责任公司",6.0
10,000506.SZ,000506,中润资源,黄金,3.22,0.0,1.0,29.9,共青城蕴沣资产管理有限公司-蕴沣创世3号证券投资私募基金,1.0
11,000573.SZ,000573,粤宏远A,区域地产,3.34,2.0,2.0,21.14,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金,1.0
12,601619.SH,601619,嘉泽新能,新型电力,3.54,3.0,1.0,68.43,"中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
香港中央结算有限公司(陆股通)",3.0
13,600537.SH,600537,亿晶光电,半导体,3.67,1.0,1.0,43.17,中央汇金资产管理有限责任公司,1.0
14,002506.SZ,002506,协鑫集成,电气设备,3.77,0.0,2.0,191.29,"天津融境股权投资基金中心(有限合伙)
香港中央结算有限公司(陆股通)
长城(德阳)超日项目基金合伙企业(有限合伙)",3.0
15,300157.SZ,300157,恒泰艾普,石油开采,3.79,1.0,1.0,26.8,,0.0
16,600981.SH,600981,汇鸿集团,商贸代理,3.89,0.0,1.0,28.43,"上海国药圣礼股权投资基金合伙企业(有限合伙)
全国社保基金五零一组合
兴证证券资管-工商银行-兴证资管鑫成71号双红利轮动集合资产管理计划
兴证证券资管-工商银行-兴证资管鑫成63号集合资产管理计划
兴证证券资管-工商银行-兴证资管鑫成61号集合资产管理计划
上海赛领博达股权投资基金合伙企业(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)",7.0
17,600386.SH,600386,北巴传媒,汽车服务,4.08,2.0,1.0,32.9,,0.0
18,002689.SZ,002689,远大智能,运输设备,4.13,0.0,1.0,42.99,,0.0
19,300337.SZ,300337,银邦股份,铝,4.16,1.0,1.0,29.47,,0.0
20,002377.SZ,002377,国创高新,房产服务,4.34,2.0,1.0,21.08,,0.0
21,600297.SH,600297,广汇汽车,汽车服务,4.35,0.0,1.0,352.8,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
深圳市银天使资产管理有限公司-银天使2号私募证券投资基金
泰达宏利基金-招商银行-大业信托-大业信托·增利1号集合资金信托计划",4.0
22,300094.SZ,300094,国联水产,渔业,4.38,4.0,1.0,38.33,"中国华融资产管理股份有限公司
广东省农业供给侧结构性改革基金管理有限公司-广东省农业供给侧结构性改革基金合伙企业(有限合伙)
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划",3.0
23,600279.SH,600279,重庆港九,港口,4.41,0.0,1.0,30.56,,0.0
24,600139.SH,600139,西部资源,综合类,4.42,0.0,3.0,29.26,,0.0
25,300278.SZ,300278,华昌达,专用机械,4.43,0.0,1.0,13.37,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托",2.0
26,600156.SH,600156,华升股份,纺织,4.58,3.0,1.0,18.42,上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金,1.0
27,000637.SZ,000637,茂化实华,石油加工,4.6,4.0,1.0,16.86,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司",2.0
28,600257.SH,600257,大湖股份,渔业,4.69,3.0,2.0,22.57,,0.0
29,601919.SH,601919,中远海控,水运,4.81,0.0,1.0,416.42,中国国有企业结构调整基金股份有限公司,1.0
30,600683.SH,600683,京投发展,区域地产,4.87,0.0,1.0,36.08,泰康资产管理有限责任公司-泰康资产-积极配置投资产品,1.0
31,002285.SZ,002285,世联行,房产服务,4.87,0.0,3.0,98.11,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
32,600130.SH,600130,波导股份,通信设备,4.91,0.0,1.0,37.71,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
重庆国际信托股份有限公司-鸿睿一号集合资金信托计划",2.0
33,002314.SZ,002314,南山控股,区域地产,4.92,2.0,2.0,55.96,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
34,600490.SH,600490,鹏欣资源,铜,4.92,0.0,2.0,82.59,,0.0
35,000591.SZ,000591,太阳能,新型电力,5.1,2.0,2.0,103.89,"申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划
长安基金-民生银行-长安悦享定增25号分级资产管理计划",2.0
36,000757.SZ,000757,浩物股份,汽车配件,5.23,2.0,3.0,23.62,"北方国际信托股份有限公司-汇富证券投资单一资金信托计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
宁夏宁金基金管理有限公司-宁金华盈6号私募证券投资基金
宁夏宁金基金管理有限公司-宁金丰和日利私募证券投资基金
北方国际信托股份有限公司-旭富证券投资单一资金信托计划
宁夏宁金基金管理有限公司-宁金丰和月满私募证券投资基金
北方国际信托股份有限公司-易富证券投资单一资金信托计划",7.0
37,600477.SH,600477,杭萧钢构,钢加工,5.25,0.0,1.0,113.06,,0.0
38,000560.SZ,000560,我爱我家,房产服务,5.3,0.0,2.0,101.62,,0.0
39,300027.SZ,300027,华谊兄弟,影视音像,5.31,1.0,1.0,117.43,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
西藏信托有限公司-西藏信托-盛景28号单一资金信托
陕西省国际信托股份有限公司-陕国投·金元宝55号证券投资集合资金信托计划",3.0
40,600601.SH,600601,方正科技,IT设备,5.34,1.0,1.0,117.21,"广东伍文资产管理有限公司-伍文稳盈3号私募证券投资基金
华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",4.0
41,002613.SZ,002613,北玻股份,专用机械,5.43,2.0,1.0,29.94,,0.0
42,600617.SH,600617,国新能源,供气供热,5.52,1.0,1.0,53.82,中央汇金资产管理有限责任公司,1.0
43,600096.SH,600096,云天化,农药化肥,5.53,3.0,1.0,73.07,"银华基金-建设银行-中国人寿-中国人寿委托银华基金公司股票型组合
中国长城资产管理股份有限公司",2.0
44,600207.SH,600207,安彩高科,供气供热,5.53,3.0,1.0,47.72,,0.0
45,002453.SZ,002453,华软科技,软件服务,5.57,2.0,1.0,31.82,,0.0
46,002550.SZ,002550,千红制药,生物制药,5.59,0.0,1.0,50.92,香港中央结算有限公司(陆股通),1.0
47,002483.SZ,002483,润邦股份,工程机械,5.61,2.0,1.0,37.65,,0.0
48,300159.SZ,300159,新研股份,航空,5.67,2.0,1.0,79.22,华澳国际信托有限公司-华澳·臻智28号证券投资集合资金信托计划,1.0
49,600705.SH,600705,中航资本,多元金融,5.71,0.0,1.0,510.67,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
50,300221.SZ,300221,银禧科技,塑料,5.76,2.0,2.0,24.33,,0.0
51,002478.SZ,002478,常宝股份,钢加工,5.87,0.0,1.0,35.14,"中央汇金资产管理有限责任公司
基本养老保险基金一零零三组合",2.0
52,002361.SZ,002361,神剑股份,化工原料,5.88,8.0,1.0,36.73,,0.0
53,600217.SH,600217,中再资环,环境保护,5.91,0.0,1.0,82.07,"全国社保基金一零三组合
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金",2.0
54,002164.SZ,002164,宁波东力,电气设备,5.92,0.0,2.0,25.82,富国基金-中国人寿保险股份有限公司-分红险-富国基金国寿股份成长股票型组合单一资产管理计划,1.0
55,000518.SZ,000518,四环生物,生物制药,5.95,2.0,1.0,61.26,,0.0
56,300198.SZ,300198,纳川股份,塑料,5.98,2.0,1.0,50.94,"北京三峡鑫泰投资基金管理有限公司-北京睿汇海纳科技产业基金(有限合伙)
北京天象道通资产管理有限公司-天象13号私募证券投资基金",2.0
57,000790.SZ,000790,华神科技,中成药,6.03,3.0,2.0,37.14,,0.0
58,000758.SZ,000758,中色股份,铅锌,6.08,0.0,1.0,119.73,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金一一四组合
中国工商银行股份有限公司-诺安新经济股票型证券投资基金
中央汇金资产管理有限责任公司",4.0
59,600381.SH,600381,青海春天,医疗保健,6.09,0.0,1.0,35.75,,0.0
60,002341.SZ,002341,新纶科技,化工原料,6.1,1.0,1.0,56.98,,0.0
61,300165.SZ,300165,天瑞仪器,电器仪表,6.14,2.0,1.0,19.61,,0.0
62,002309.SZ,002309,中利集团,电气设备,6.19,2.0,1.0,43.08,"渤海国际信托股份有限公司-渤海信托-恒利丰228号集合资金信托计划
中意资管-招商银行-中意资产-招商银行-兴铁资本定增精选67号资产管理产品
华安未来资产-浙商银行-长安信托-长安信托-中利定增投资单一资金信托
长安国际信托股份有限公司-长安信托·晨星(中利集团)定增单一资金信托",4.0
63,600526.SH,600526,菲达环保,环境保护,6.24,0.0,2.0,34.16,,0.0
64,600873.SH,600873,梅花生物,食品,6.3,1.0,1.0,194.48,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金",2.0
65,000159.SZ,000159,国际实业,石油贸易,6.34,1.0,1.0,30.48,中央汇金资产管理有限责任公司,1.0
66,600496.SH,600496,精工钢构,钢加工,6.38,0.0,2.0,96.37,"中国建设银行-上投摩根阿尔法股票型证券投资基金
全国社保基金六零三组合
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
交通银行-中海优质成长证券投资基金
中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
中央汇金资产管理有限责任公司",6.0
67,600770.SH,600770,综艺股份,综合类,6.45,0.0,1.0,83.85,"嘉实基金-农业银行-嘉实中证金融资产管理计划
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
68,601969.SH,601969,海南矿业,普钢,6.47,0.0,1.0,126.47,"易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
中信银行股份有限公司-建信中证500指数增强型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海并购股权投资基金合伙企业(有限合伙)",4.0
69,000012.SZ,000012,南玻A,玻璃,6.67,0.0,1.0,130.54,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
70,002167.SZ,002167,东方锆业,小金属,6.81,3.0,2.0,38.67,,0.0
