,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_CRIMSON_RATE
0,603200.SH,上海洗霸,环境保护,30.9,7.59052924791086,15.573312559998897,0.6
1,600127.SH,金健米业,农业综合,4.88,7.252747252747249,2.7472527472527375,0.47
2,002838.SZ,道恩股份,塑料,22.73,7.216981132075473,1.2936571657969909,0.6
3,300677.SZ,英科医疗,医疗保健,30.16,6.197183098591563,10.359108292137442,0.6
4,000903.SZ,云内动力,机械基件,3.05,5.902777777777768,48.6426767676769,0.53
5,300526.SZ,中潜股份,专用机械,74.73,5.8648533786655355,-48.44460372540613,0.6
6,002581.SZ,未名医药,生物制药,9.07,5.220417633410679,67.85650544351263,0.67
7,000652.SZ,泰达股份,批发业,6.65,5.0552922590837435,-5.055292259083355,0.53
8,002603.SZ,以岭药业,中成药,15.32,4.93150684931507,36.2449637389201,0.73
9,600855.SH,航天长峰,专用机械,13.42,4.680187207488307,-4.680187207488029,0.73
10,300658.SZ,延江股份,纺织,19.88,4.576538663861118,40.42346133613868,0.53
11,300702.SZ,天宇股份,化学制药,60.35,4.574597123548774,21.741192350135098,0.67
12,603005.SH,晶方科技,半导体,72.04,4.345307068366155,-22.378093953612378,0.47
13,300489.SZ,中飞股份,铝,24.67,4.180743243243246,-1.055743243243057,0.4
14,300738.SZ,奥飞数据,电信运营,44.38,4.178403755868554,6.380602455311757,0.67
15,002239.SZ,奥特佳,汽车配件,3.0,4.166666666666674,4.924242424242875,0.53
16,300636.SZ,同和药业,化学制药,31.27,4.129204129204123,26.39711166026877,0.6
17,002768.SZ,国恩股份,塑料,29.57,4.083069341781065,6.393121134409507,0.6
18,300683.SZ,海特生物,生物制药,39.61,4.01785714285714,15.513392857142705,0.6
19,002291.SZ,星期六,服饰,20.87,3.934262948207179,2.8224938085502416,0.67
20,002837.SZ,英维克,专用机械,29.51,3.9084507042253636,5.99253939478499,0.47
21,002846.SZ,英联股份,广告包装,20.98,3.8099950519544734,-19.19461043657009,0.4
22,300206.SZ,理邦仪器,医疗保健,9.54,3.80848748639826,36.191512513601886,0.47
23,600538.SH,国发股份,医药商业,5.47,3.7950664136622514,29.538266919671518,0.6
24,300598.SZ,诚迈科技,软件服务,204.04,3.773776828399944,-16.376839254784446,0.47
25,002629.SZ,*ST仁智,石油开采,2.76,3.7593984962405846,-12.850307587150223,0.33
26,002214.SZ,大立科技,电器仪表,15.83,3.735255570117957,8.029450312235342,0.67
27,300048.SZ,合康新能,电气设备,2.79,3.7174721189591198,-32.28890069038749,0.47
28,002075.SZ,沙钢股份,特种钢,7.55,3.7087912087911956,65.04120879120781,0.47
29,002503.SZ,搜于特,服饰,2.85,3.6363636363636376,21.363636363636118,0.47
30,600988.SH,赤峰黄金,黄金,6.56,3.633491311216419,5.890318212592471,0.6
31,600550.SH,保变电气,电气设备,4.08,3.5532994923857864,-3.553299492386097,0.6
32,300696.SZ,爱乐达,航空,31.92,3.5019455252918386,48.610730531046876,0.53
33,300280.SZ,紫天科技,专用机械,21.02,3.495814869522418,41.40214431415219,0.33
34,300363.SZ,博腾股份,化学制药,19.54,3.495762711864403,-11.829096045197529,0.73
35,300236.SZ,上海新阳,半导体,41.83,3.48837209302324,-3.488372093023717,0.4
36,300390.SZ,天华超净,元器件,8.39,3.4525277435265345,36.547472256475075,0.6
37,300669.SZ,沪宁股份,机械基件,30.33,3.444747612551158,19.72598409476567,0.6
38,000955.SZ,欣龙控股,纺织,7.89,3.407601572739183,-3.4076015727394826,0.53
39,002223.SZ,鱼跃医疗,医疗保健,26.6,3.3812670034978565,-5.628458014733817,0.47
40,002551.SZ,尚荣医疗,医疗保健,6.78,3.35365853658538,-15.35365853658498,0.67
41,603229.SH,奥翔药业,化学制药,23.31,3.32446808510638,30.60410334346524,0.6
42,000700.SZ,模塑科技,汽车配件,8.4,3.3210332103321027,4.6789667896674825,0.47
43,603301.SH,振德医疗,医疗保健,31.69,3.292046936114734,-9.773528417596077,0.6
44,002791.SZ,坚朗五金,其他建材,42.03,3.2678132678132688,3.990251248315957,0.6
45,000021.SZ,深科技,IT设备,15.3,3.238866396761142,-10.93117408906863,0.73
46,000818.SZ,航锦科技,化工原料,21.77,3.2242769084874334,-1.7317395950540493,0.6
47,600289.SH,*ST信通,软件服务,3.85,3.217158176943702,30.116175156390177,0.4
48,300453.SZ,三鑫医疗,医疗保健,9.34,3.204419889502752,34.89081820573412,0.67
49,601179.SH,中国西电,电气设备,3.9,3.1746031746031855,30.158730158730496,0.67
50,300273.SZ,和佳医疗,医疗保健,5.54,3.165735567970196,18.26283586060096,0.53
51,002135.SZ,东南网架,建筑工程,6.52,3.164556962025311,2.0986009327113697,0.6
52,000889.SZ,中嘉博创,通信设备,9.46,3.1624863685932425,inf,0.47
53,300576.SZ,容大感光,染料涂料,28.38,3.1624863685932203,-15.283698489806063,0.73
54,300265.SZ,通光线缆,电气设备,9.17,3.149606299212593,-25.371828521435358,0.6
55,000505.SZ,京粮控股,食品,5.92,3.1358885017421567,16.864111498257415,0.6
56,300002.SZ,神州泰岳,软件服务,3.62,3.1339031339031376,996.866096866085,0.27
57,300391.SZ,康跃科技,机械基件,7.94,3.116883116883118,11.168831168831627,0.67
58,002432.SZ,九安医疗,医疗保健,6.65,3.100775193798455,-3.1007751937983663,0.6
59,600191.SH,华资实业,食品,5.35,3.082851637764916,11.202862647948674,0.6
60,002216.SZ,三全食品,食品,15.73,3.079947575360431,23.947079451667808,0.6
61,300792.SZ,壹网壹创,互联网,203.44,3.0754420631301516,122.57511555768836,0.6
62,002584.SZ,西陇科学,化工原料,6.05,3.066439522998299,35.39509893854071,0.6
63,002398.SZ,垒知集团,其他建材,6.81,3.0257186081694254,30.307614725162992,0.53
64,600598.SH,北大荒,种植业,11.6,3.0195381882770933,10.313795145056947,0.53
65,000016.SZ,深康佳A,家用电器,6.84,3.0120481927710774,-7.773952954675945,0.4
66,603238.SH,诺邦股份,纺织,21.61,3.0028598665395645,54.4971401334589,0.6
67,000908.SZ,景峰医药,化学制药,3.71,2.7700831024930705,897.2299168975089,0.53
68,603991.SH,至正股份,塑料,18.08,2.66893810335036,258.8695234351151,0.47
69,600527.SH,江南高纤,化纤,2.49,2.4691358024691468,197.53086419753325,0.47
70,600540.SH,新赛股份,种植业,3.96,2.3255813953488413,122.67441860465044,0.4
71,600026.SH,中远海能,水运,6.34,2.2580645161290214,131.0752688172031,0.73
72,603538.SH,美诺华,化学制药,26.37,2.209302325581386,233.08481532146828,0.53
73,000023.SZ,深天地A,其他建材,13.16,2.094647013188511,105.5976606791157,0.67
74,002157.SZ,正邦科技,饲料,16.24,2.074167190446241,151.77198665570253,0.53
75,002400.SZ,省广集团,广告包装,3.05,2.006688963210679,inf,0.33
76,600079.SH,人福医药,化学制药,14.24,2.005730659025784,152.53972388642464,0.47
77,300399.SZ,京天利,互联网,13.55,1.956358164033123,1198.043641835945,0.4
78,000428.SZ,华天酒店,酒店餐饮,2.72,1.8726591760299671,398.1273408239823,0.47
79,002571.SZ,德力股份,玻璃,4.9,1.8711018711018879,198.12889812890398,0.47
80,002697.SZ,红旗连锁,超市连锁,8.33,1.7094017094017255,131.62393162393693,0.6
81,002467.SZ,二六三,电信运营,6.63,1.6871165644171793,118.31288343558448,0.47
82,002688.SZ,金河生物,化学制药,6.9,1.6200294550809957,118.37997054492213,0.73
83,601567.SH,三星医疗,电器仪表,7.7,1.58311345646438,198.41688654353024,0.47
84,300432.SZ,富临精工,汽车配件,10.18,1.495513459621134,112.79020082609685,0.47
85,000425.SZ,徐工机械,工程机械,5.17,1.3725490196078383,248.62745098039153,0.53
86,300693.SZ,盛弘股份,电气设备,15.88,1.3401403956605051,108.65985960434355,0.47
87,603676.SH,卫信康,化学制药,10.64,1.333333333333342,248.666666666672,0.47
88,002907.SZ,华森制药,化学制药,17.68,1.318051575931234,128.6819484240739,0.67
89,600652.SH,*ST游久,互联网,2.31,1.3157894736842257,198.68421052633195,0.47
90,600609.SH,金杯汽车,汽车配件,3.91,1.2953367875647714,inf,0.6
91,600336.SH,澳柯玛,家用电器,4.78,1.271186440677985,498.728813559331,0.53
92,603067.SH,振华股份,化工原料,5.67,1.2499999999999956,inf,0.53
93,600829.SH,人民同泰,医药商业,7.32,1.2448132780082943,798.755186721925,0.73
94,600110.SH,诺德股份,电气设备,4.89,1.2422360248447228,198.75776397514784,0.53
95,600168.SH,武汉控股,水务,7.34,1.2413793103448256,123.7586206896549,0.6
96,600501.SH,航天晨光,汽车配件,8.21,1.233045622688067,398.7669543773485,0.33
97,002377.SZ,国创高新,房产服务,4.15,1.2195121951219745,148.78048780488368,0.53
98,600801.SH,华新水泥,水泥,23.27,1.2179208351457138,114.16669454946788,0.53
99,300071.SZ,华谊嘉信,广告包装,2.58,1.1764705882353121,inf,0.33
100,000851.SZ,高鸿股份,软件服务,6.09,1.1627906976744207,598.8372093023274,0.47
101,300171.SZ,东富龙,医疗保健,7.87,1.1568123393316254,198.8431876606674,0.67
102,300287.SZ,飞利信,软件服务,4.39,1.1520737327188835,398.8479262673075,0.47
103,600963.SH,岳阳林纸,造纸,4.42,1.1441647597253857,148.85583524026686,0.47
104,300199.SZ,翰宇药业,化学制药,6.19,1.1437908496731986,132.18954248365438,0.53
105,300045.SZ,华力创通,IT设备,10.74,1.1299435028248705,298.8700564971879,0.47
106,300562.SZ,乐心医疗,医疗保健,17.01,1.1296076099881258,278.87039239001024,0.53
107,600645.SH,中源协和,生物制药,17.91,1.1293054771315703,398.8706945228665,0.53
108,000987.SZ,越秀金控,多元金融,9.0,1.1235955056179803,898.8764044944144,0.6
109,600094.SH,大名城,区域地产,6.4,1.1058451816745807,248.89415481831568,0.53
110,600830.SH,香溢融通,多元金融,5.5,1.1029411764705843,inf,0.6
111,002897.SZ,意华股份,元器件,28.49,1.100070972320788,243.34437347212426,0.27
112,002793.SZ,罗欣药业,专用机械,13.97,1.085383502170778,113.20033078354803,0.53
113,300200.SZ,高盟新材,化工原料,12.2,1.0770505385252704,158.92294946147524,0.47
114,600861.SH,北京城乡,百货,9.45,1.0695187165775444,148.93048128343267,0.53
115,000586.SZ,汇源通信,通信设备,10.51,1.057692307692304,inf,0.53
116,603799.SH,华友钴业,小金属,37.58,1.0486689970422125,115.61799766962454,0.47
117,300334.SZ,津膜科技,专用机械,6.81,1.0385756676557722,132.2947576656731,0.53
118,002959.SZ,小熊电器,家用电器,68.64,1.0303208713570822,104.85203206982199,0.47
119,300723.SZ,一品红,化学制药,39.35,1.0269576379974277,109.4993581514665,0.67
120,002237.SZ,恒邦股份,黄金,13.79,1.025641025641022,178.97435897435895,0.73
121,688066.SH,航天宏图,软件服务,43.6,1.019462465245602,213.26625182047803,0.53
122,300158.SZ,振东制药,化学制药,4.96,1.0183299389002087,398.98167006109634,0.67
123,002263.SZ,*ST东南,塑料,2.0,1.0101010101010166,inf,0.6
124,300059.SZ,东方财富,证券,16.02,1.0088272383354413,165.65783942833144,0.6
125,600405.SH,动力源,电气设备,5.05,1.0000000000000009,149.0000000000109,0.4
