,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
0,600859.SH,王府井,百货,12.97,0.1544401544401719,inf,"北京京国瑞国企改革发展基金(有限合伙)
中央汇金资产管理有限责任公司
挪威中央银行-自有资金
北京京国瑞国企改革发展基金(有限合伙)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一零三组合"
1,000616.SZ,海航投资,全国地产,2.42,0.8333333333333304,inf,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
2,002434.SZ,万里扬,汽车配件,9.16,0.5488474204171423,inf,"中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
3,603566.SH,普莱柯,生物制药,18.35,1.5495296070835662,831.7838037262277,
4,300740.SZ,御家汇,日用化工,8.51,0.82938388625593,599.1706161138167,"前海股权投资基金(有限合伙)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金
前海股权投资基金(有限合伙)
国泰基金管理有限公司-社保基金四二一组合
中国国际金融香港资产管理有限公司-客户资金
国泰基金-浦发银行-国泰-禾盈1号资产管理计划"
5,300755.SZ,华致酒行,其他商业,22.03,1.2873563218390949,458.7126436781831,"深圳格律资产管理有限公司-格律连赢1号私募证券投资基金
中国农业银行-益民创新优势混合型证券投资基金
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金公司混合型组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方阿尔法优选混合型发起式证券投资基金
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金公司混合型组合"
6,603988.SH,中电电机,电气设备,9.52,1.3844515441959526,331.9488817891088,
7,002183.SZ,怡亚通,仓储物流,4.12,0.9803921568627416,299.0196078431596,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-金鹰穗通26号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-金鹰穗通26号资产管理计划"
8,600359.SH,新农开发,农业综合,6.18,2.657807308970095,297.3421926910426,浙江耀康资产管理有限公司-耀康必升1号私募证券投资基金
9,600073.SH,上海梅林,食品,8.13,1.1194029850746468,198.88059701492998,"全国社保基金一零三组合
全国社保基金一一三组合
信达国萃股权投资基金(上海)合伙企业(有限合伙)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金一零三组合
全国社保基金一一三组合
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
信达国萃股权投资基金(上海)合伙企业(有限合伙)
中央汇金资产管理有限责任公司
全国社保基金四零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
10,600375.SH,华菱星马,汽车整车,4.62,1.3157894736842257,198.68421052633195,深圳抱朴容易资产管理有限公司-抱朴容易1号私募证券投资基金
11,600658.SH,电子城,园区开发,4.71,1.9480519480519431,198.05194805194836,"全国社保基金五零三组合
德邦基金-浦发银行-中融信托-中融-融昱28号集合资金信托计划
德邦基金-浦发银行-中融信托-中融-融昱28号集合资金信托计划
全国社保基金五零三组合"
12,300276.SZ,三丰智能,专用机械,8.1,1.3767209011263937,173.6232790988708,"长江财富资管-湖北省鄂旅投创业投资有限责任公司-长江财富-财富成长5号单一资产管理计划
中意资管-招商银行-中意资产-招商银行-定增精选74号资产管理产品
中央汇金资产管理有限责任公司
中意资管-招商银行-中意资产-招商银行-定增精选72号资产管理产品
中意资管-招商银行-中意资产-招商银行-定增精选72号资产管理产品
中意资管-招商银行-中意资产-招商银行-定增精选74号资产管理产品
中央汇金资产管理有限责任公司"
13,601038.SH,一拖股份,农用机械,6.63,1.6871165644171793,173.31288343559166,"香港中央结算有限公司(陆股通)
北京天乙合资本管理有限公司-天乙3期证券投资基金
香港中央结算有限公司(陆股通)"
14,002469.SZ,三维工程,建筑工程,4.3,1.8957345971563955,164.77093206951673,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
15,603755.SH,日辰股份,食品,47.72,1.5319148936170146,155.61094224923679,"基本养老保险基金一六零一一组合
博时基金管理有限公司-社保基金四一九组合
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
上海彤源投资发展有限公司-彤源同祥私募证券投资基金
中国农业银行股份有限公司-博时创业成长混合型证券投资基金
兴业国际信托有限公司-兴业信托·兴享进取彤源1号证券投资集合资金信托计划
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
中国建设银行股份有限公司-大成科创主题3年封闭运作灵活配置混合型证券投资基金
上海彤源投资发展有限公司-彤源同祥私募证券投资基金
磐厚蔚然(上海)资产管理有限公司-磐厚蔚然-禾天下2号结构化私募基金
磐厚蔚然(上海)资产管理有限公司-磐厚蔚然-钰悦3号私募投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
兴业国际信托有限公司-兴业信托·兴享进取彤源1号证券投资集合资金信托计划"
16,600315.SH,上海家化,日用化工,28.59,0.989049805722364,153.55640473973114,"上海太富祥尔股权投资基金合伙企业(有限合伙)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
上海重阳战略投资有限公司-重阳战略聚智基金
香港中央结算有限公司(陆股通)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
上海重阳战略投资有限公司-重阳战略同智基金
上海重阳战略投资有限公司-重阳战略聚智基金
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
香港中央结算有限公司(陆股通)
国泰君安证券资管-建设银行-国泰君安君得鑫股票集合资产管理计划
上海重阳战略投资有限公司-重阳战略同智基金
上海太富祥尔股权投资基金合伙企业(有限合伙)
上海重阳战略投资有限公司-重阳战略才智基金"
17,000153.SZ,丰原药业,化学制药,7.01,1.3005780346820872,123.6994219653186,
18,002726.SZ,龙大肉食,食品,6.92,1.317715959004384,123.68228404099501,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划"
19,603336.SH,宏辉果蔬,农业综合,15.28,1.3262599469495928,120.89596227527272,"珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦宏星私募证券投资基金
珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦宏星私募证券投资基金"
20,002375.SZ,亚厦股份,装修装饰,6.41,3.721682847896446,49.61165048543714,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行-易方达稳健收益债券型证券投资基金
中国银行-易方达稳健收益债券型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
21,603393.SH,新天然气,供气供热,35.47,3.1704479348458214,33.07955206515298,香港中央结算有限公司(陆股通)
22,300576.SZ,容大感光,染料涂料,34.39,6.6026038437693835,26.52239615623082,"浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)"
23,600079.SH,人福医药,化学制药,15.85,3.3246414602346785,24.175358539764737,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
全国社保基金一一三组合
基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)"
24,002705.SZ,新宝股份,家用电器,20.69,3.39830084957522,22.527625076350066,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
全国社保基金四零四组合
全国社保基金一零三组合
中央汇金资产管理有限责任公司
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷价值中国精选私募证券投资基金
全国社保基金一零七组合
香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
全国社保基金四零四组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中央汇金资产管理有限责任公司
全国社保基金一零七组合
基本养老保险基金一二零三组合
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)"
