,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
0,000030.SZ,富奥股份,汽车配件,5.13,0.7858546168958647,inf,"中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
1,000837.SZ,*ST秦机,机床制造,3.99,0.5037783375314797,inf,"中国华融资产管理股份有限公司
中国长城资产管理股份有限公司
中国华融资产管理股份有限公司
中国长城资产管理股份有限公司"
2,002572.SZ,索菲亚,家居用品,19.7,1.0774756285274467,inf,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
挪威中央银行-自有资金
中国银行股份有限公司-上投摩根核心成长股票型证券投资基金
施罗德投资管理(香港)有限公司-施罗德环球基金系列新兴亚洲(交易所)
香港中央结算有限公司(陆股通)
华鑫国际信托有限公司-华鑫信托·国鑫38号集合资金信托计划
四川信托有限公司-四川信托-索菲亚员工持股计划集合资金信托计划
香港中央结算有限公司(陆股通)
华鑫国际信托有限公司-华鑫信托·国鑫38号集合资金信托计划
四川信托有限公司-四川信托-索菲亚员工持股计划集合资金信托计划
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金"
3,300492.SZ,华图山鼎,建筑工程,46.99,0.8802060970373615,inf,
4,600419.SH,天润乳业,乳制品,12.39,0.8957654723127151,inf,"招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
全国社保基金四零四组合
十二师国资公司-中信建投-20国资EB担保及信托财产专户
全国社保基金六零四组合
广东潮金投资基金管理有限公司-潮金产融1号
十二师国资公司-中信建投-20国资EB担保及信托财产专户
全国社保基金六零四组合
广东潮金投资基金管理有限公司-潮金产融1号
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
全国社保基金四零四组合
全国社保基金六零四组合
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
广东潮金投资基金管理有限公司-潮金产融1号
全国社保基金四零四组合
交通银行股份有限公司-光大保德信中小盘混合型证券投资基金"
5,002258.SZ,利尔化学,农药化肥,14.38,0.8415147265077305,inf,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
博时基金管理有限公司-社保基金四一九组合
全国社保基金一零一组合
中国工商银行-博时第三产业成长混合型证券投资基金
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
博时基金管理有限公司-社保基金四一九组合
全国社保基金一零一组合
中国工商银行-博时第三产业成长混合型证券投资基金
中央汇金资产管理有限责任公司"
6,000796.SZ,凯撒旅业,旅游服务,8.26,1.3496932515337345,inf,"上海金辇投资管理有限公司-金辇精选2号私募证券投资基金
上海金辇投资管理有限公司-金辇精选2号私募证券投资基金
上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙)"
7,000612.SZ,焦作万方,铝,3.89,1.3020833333333481,inf,"中央汇金资产管理有限责任公司
焦作通财创业投资有限责任公司-焦作通财创新创业投资基金(有限合伙)
中央汇金资产管理有限责任公司"
8,688089.SH,嘉必优,食品,37.21,0.8127878623679363,inf,
9,688005.SH,容百科技,电气设备,34.64,0.5807200929152323,899.4192799074875,"中国银行股份有限公司-华宝创新优选混合型证券投资基金
中国建设银行股份有限公司-华宝兴业服务优选混合型证券投资基金
深圳前海利信资产管理有限公司-利信保利进取私募证券投资基金
中国银行股份有限公司-国投瑞银锐意改革灵活配置混合型证券投资基金
中国银行股份有限公司-国投瑞银美丽中国灵活配置混合型证券投资基金
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划"
10,603108.SH,润达医疗,医药商业,10.55,0.9569377990430672,899.0430622010696,"香港中央结算有限公司(陆股通)
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金"
11,600185.SH,格力地产,区域地产,4.78,3.9130434782608914,796.0869565217647,"广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划"
12,601908.SH,京运通,新型电力,3.18,1.5974440894568787,398.4025559105479,"上海甄投资产管理有限公司-甄投创鑫28号私募证券投资基金
安徽省铁路发展基金股份有限公司
安徽中安资本投资基金有限公司
中央汇金资产管理有限责任公司
安徽省铁路发展基金股份有限公司
安徽中安资本投资基金有限公司
中央汇金资产管理有限责任公司
上海甄投资产管理有限公司-甄投创鑫28号私募证券投资基金"
13,601116.SH,三江购物,超市连锁,13.05,0.694444444444442,349.3055555555312,中央汇金资产管理有限责任公司
14,300729.SZ,乐歌股份,家居用品,22.23,0.8163265306122325,349.1836734693922,南京雷奥投资管理有限公司-雷奥2期证券投资基金
