,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300612.SZ,宣亚国际,广告包装,10.011,30.11,87.72,
1,600859.SH,王府井,百货,9.9976,45.55,71.08,"北京京国瑞国企改革发展基金(有限合伙)
中央汇金资产管理有限责任公司
挪威中央银行-自有资金"
2,600532.SH,宏达矿业,普钢,10.0186,11.86,69.34,
3,600211.SH,西藏药业,中成药,9.9948,63.72,66.91,
4,600318.SH,新力金融,多元金融,10.0173,12.74,65.02,"华泰证券资管-招商银行-华泰家园3号集合资产管理计划
浙江九章资产管理有限公司-幻方星月石私募基金
青岛祝融富田投资管理有限公司-青岛祝融富田投资管理有限公司帛汇3号私募证券投资基金"
5,300791.SZ,仙乐健康,医疗保健,10.0041,79.94,62.52,"中国银行-易方达策略成长证券投资基金
中国银行-易方达策略成长二号混合型证券投资基金"
6,603787.SH,新日股份,摩托车,10.0,19.47,55.46,
7,603976.SH,正川股份,医疗保健,10.0057,38.48,53.17,
8,300293.SZ,蓝英装备,专用机械,10.03,18.32,50.05,"滨海天地(天津)投资管理有限公司-滨海叶盛1号契约型私募投资基金
财通基金-湖南轻盐创业投资管理有限公司-财通基金安吉83号单一资产管理计划
滨海天地(天津)投资管理有限公司-滨海道冲1号私募证券投资基金
滨海天地(天津)投资管理有限公司-滨海天玑-双威2号契约型私募投资基金"
9,300277.SZ,海联讯,软件服务,9.3726,14.47,49.94,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
10,600723.SH,首商股份,百货,9.9738,8.38,45.25,"基本养老保险基金八零五组合
中国工商银行股份有限公司-广发睿阳三年定期开放混合型证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
11,600609.SH,金杯汽车,汽车配件,10.0629,7.0,44.68,北京桑海汇通资产管理中心(有限合伙)
12,300160.SZ,秀强股份,玻璃,9.9596,8.17,44.4,浙江九章资产管理有限公司-九章幻方青溪3号私募基金
13,300518.SZ,盛讯达,软件服务,10.0168,32.73,43.84,"中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
鹏华资产-浦发银行-鹏华资产金润24号资产管理计划
鹏华资产-浦发银行-鹏华资产金润28号资产管理计划
鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划
鹏华资产管理-浦发银行-鹏华资产金润18号资产管理计划"
14,601788.SH,光大证券,证券,10.0,16.06,39.29,"平安大华基金-平安银行-平安银行股份有限公司
香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
15,603906.SH,龙蟠科技,化工原料,10.0141,15.6,38.33,
16,300209.SZ,天泽信息,软件服务,10.0,17.16,37.74,中国工商银行股份有限公司-南方大数据100指数证券投资基金
17,002613.SZ,北玻股份,专用机械,10.0737,4.48,37.22,
18,603258.SH,电魂网络,互联网,9.998,55.56,36.77,
19,002317.SZ,众生药业,中成药,10.0,17.16,36.59,"全国社保基金六零四组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)"
20,601888.SH,中国中免,旅游服务,9.9979,154.03,35.42,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国工商银行-上证50交易型开放式指数证券投资基金"
21,002956.SZ,西麦食品,食品,9.0873,109.0,34.5,"西藏源乘投资管理有限公司-源乘十三号私募证券投资基金
上海塔基资产管理有限公司-上海塔基新范式私募投资基金
上海塔基资产管理有限公司-塔基综合策略私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金"
22,002824.SZ,和胜股份,铝,10.0156,28.12,32.52,
23,600586.SH,金晶科技,玻璃,10.0592,3.72,30.19,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金
香港中央结算有限公司(陆股通)"
24,002740.SZ,爱迪尔,服饰,10.0,6.49,30.14,
25,300334.SZ,津膜科技,专用机械,10.069,7.98,30.09,中央汇金资产管理有限责任公司
26,300464.SZ,星徽精密,机械基件,10.0251,13.17,30.05,"深圳市前海九派明家移动互联网产业基金合伙企业(有限合伙)
深圳狄道投资基金管理有限公司-狄道三号私募证券投资基金
深圳宝丰股权投资基金管理有限公司-深圳宝丰一号股权投资基金合伙企业(有限合伙)"
27,002239.SZ,奥特佳,汽车配件,9.973,4.08,29.76,
28,600711.SH,盛屯矿业,小金属,10.0642,5.14,28.87,香港中央结算有限公司(陆股通)
29,300663.SZ,科蓝软件,软件服务,10.004,27.71,28.74,
30,300253.SZ,卫宁健康,软件服务,10.024,22.94,25.38,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划"
31,002640.SZ,跨境通,互联网,10.0,6.49,25.1,"珠海横琴安赐文化互联叁号股权投资基金企业(有限合伙)
广州开发区新兴产业投资基金管理有限公司
上海中平国瑀资产管理有限公司-上海中平国璟并购股权投资基金合伙企业(有限合伙)"
32,600559.SH,老白干酒,白酒,10.0255,12.95,24.68,"北京航天产业投资基金(有限合伙)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划"
33,000501.SZ,鄂武商A,百货,10.0351,15.68,24.05,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中央汇金资产管理有限责任公司"
34,002985.SZ,北摩高科,航空,10.0044,124.47,23.46,
35,002950.SZ,奥美医疗,医疗保健,10.0,28.38,23.44,"长江经济带(湖北)产业并购基金合伙企业(有限合伙)
宁波星邻星投资管理有限公司-常州五星钛信绿色股权投资基金合伙企业(有限合伙)"
36,300243.SZ,瑞丰高材,化工原料,10.0363,9.1,21.73,中央汇金资产管理有限责任公司
37,002241.SZ,歌尔股份,元器件,9.9625,29.36,21.15,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
挪威中央银行-自有资金
中国对外经济贸易信托有限公司-淡水泉精选1期
中央汇金资产管理有限责任公司"
38,300061.SZ,旗天科技,多元金融,10.0365,6.03,20.08,"博时资本-宁波银行-博时资本康耐特2号专项资产管理计划
博时资本-宁波银行-博时资本康耐特1号专项资产管理计划"
39,600552.SH,凯盛科技,玻璃,9.9831,6.5,20.04,
40,603665.SH,康隆达,纺织,10.0117,18.79,19.99,华宝信托有限责任公司-辉煌1047号单一资金信托
41,000020.SZ,深华发A,元器件,9.9712,11.47,19.99,
42,000564.SZ,供销大集,百货,10.049,4.49,19.99,"上海并购股权投资基金合伙企业(有限合伙)
西部利得基金-交通银行-哈尔滨嘉悦投资有限公司
方正富邦基金-光大银行-陕西省国际信托-陕国投·盛唐70号定向投资集合资金信托计划
香港中央结算有限公司(陆股通)"
43,300820.SZ,英杰电气,电气设备,9.9362,65.5,19.95,
44,603729.SH,龙韵股份,广告包装,10.0,20.57,19.6,
45,300358.SZ,楚天科技,医疗保健,9.2228,10.54,19.26,"湖南省资产管理有限公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
中央汇金资产管理有限责任公司
西藏德传投资管理有限公司-德传附子证券投资基金
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划"
46,600079.SH,人福医药,化学制药,9.1419,27.22,19.13,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合"
47,002829.SZ,星网宇达,通信设备,9.9905,34.79,17.76,"中国农业银行-华夏平稳增长混合型证券投资基金
中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金"
48,002920.SZ,德赛西威,汽车配件,10.009,61.33,17.02,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
广发基金管理有限公司-社保基金四二零组合
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一二零七组合
大家资产-民生银行-大家资产-盛世精选2号集合资产管理产品(第二期)
宁波梅山保税港区智石资产管理有限公司-智石私募证券投资基金"
49,002847.SZ,盐津铺子,食品,9.7005,95.22,16.36,"中信证券-建行-中信证券股债双赢集合资产管理计划
中国工商银行-汇添富优势精选混合型证券投资基金
中国银行股份有限公司-国泰价值精选灵活配置混合型证券投资基金
全国社保基金一零五组合
招商银行股份有限公司-东方阿尔法精选灵活配置混合型发起式证券投资基金"
50,300059.SZ,东方财富,证券,9.1892,20.2,16.27,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
杭州阿特夏木投资管理有限公司-阿特夏木精选一期私募投资基金"
51,300010.SZ,立思辰,软件服务,10.0056,19.57,15.88,"香港中央结算有限公司(陆股通)
中国工商银行-广发聚丰混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
中国工商银行-汇添富美丽30混合型证券投资基金"
52,002585.SZ,双星新材,塑料,9.965,6.29,15.66,"皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金
中央汇金资产管理有限责任公司
鹏华基金-招商银行-中山证券有限责任公司"
53,600515.SH,海航基础,全国地产,9.9366,5.2,15.38,"泰达宏利基金-浦发银行-兴业国际信托-兴业信托·锦馨八号集合资金信托计划
长信基金-浦发银行-兴业国际信托-兴业信托·兴津浦鑫6号集合资金信托计划
重庆信三威投资咨询中心(有限合伙)-润泽京渝1号私募基金
大业信托有限责任公司-大业信托·海航基础定增项目投资集合资金信托计划
长江财富资产-浦发银行-兴业信托-兴津浦鑫7号集合资金信托计划
广东粤财信托有限公司-粤财信托·海航基础定增集合资金信托计划"
54,000796.SZ,凯撒旅业,旅游服务,10.0105,10.44,15.27,上海金辇投资管理有限公司-金辇精选2号私募证券投资基金
55,603223.SH,恒通股份,供气供热,10.0083,13.19,15.14,山东一圈一带产业投资基金有限公司-山高-圈带私募基金
