,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,600478.SH,600478,科力远,元器件,7.63,10.066,6.67
1,601633.SH,601633,长城汽车,汽车整车,-3.54,10.0524,10.51
2,600006.SH,600006,东风汽车,汽车整车,4.05,10.043,7.67
3,000957.SZ,000957,中通客车,汽车整车,4.01,10.0414,10.63
4,600875.SH,600875,东方电气,电气设备,4.37,10.0281,15.69
5,300409.SZ,300409,道氏技术,陶瓷,8.59,10.0233,18.88
6,000723.SZ,000723,美锦能源,焦炭加工,8.84,10.0232,18.99
7,600459.SH,600459,贵研铂业,小金属,6.89,10.0199,22.07
8,300694.SZ,300694,蠡湖股份,汽车配件,4.5,10.0181,30.31
9,002733.SZ,002733,雄韬股份,电气设备,6.81,10.0094,34.95
10,600218.SH,600218,全柴动力,农用机械,11.41,10.0,20.46
11,002783.SZ,002783,凯龙股份,化工原料,12.23,10.0,19.03
12,601678.SH,601678,滨化股份,化工原料,6.3,9.9747,8.71
13,001696.SZ,001696,宗申动力,摩托车,4.76,9.964,9.16
14,600166.SH,600166,福田汽车,汽车整车,1.75,9.5057,2.88
15,603113.SH,603113,金能科技,化工原料,7.59,8.5343,17.55
16,002274.SZ,002274,华昌化工,农药化肥,-4.86,8.1104,12.93
17,002662.SZ,002662,京威股份,汽车配件,-4.64,7.9051,5.46
18,300586.SZ,300586,美联新材,化工原料,-4.25,7.8172,17.93
19,000678.SZ,000678,襄阳轴承,机械基件,-2.27,7.6098,11.03
20,600686.SH,600686,金龙汽车,汽车整车,6.63,7.3585,11.38
21,002249.SZ,002249,大洋电机,电气设备,2.37,7.225,6.53
22,002002.SZ,002002,鸿达兴业,化工原料,2.65,7.0783,7.11
23,600841.SH,600841,上柴股份,机械基件,5.04,6.7511,10.12
24,300680.SZ,300680,隆盛科技,汽车配件,-2.9,6.1244,21.66
25,600104.SH,600104,上汽集团,汽车整车,-1.72,5.9607,30.22
26,002221.SZ,002221,东华能源,石油贸易,4.68,5.8219,12.36
27,601311.SH,601311,骆驼股份,电气设备,1.99,5.5436,14.66
28,002684.SZ,002684,猛狮科技,电气设备,5.69,5.472,7.71
29,300325.SZ,300325,德威新材,塑料,2.45,5.2823,5.78
30,002639.SZ,002639,雪人股份,专用机械,3.23,5.0691,15.96
31,600860.SH,600860,京城股份,专用机械,6.08,5.0167,9.42
32,300228.SZ,300228,富瑞特装,化工机械,6.54,4.7382,8.4
33,300376.SZ,300376,易事特,电气设备,2.16,4.6794,6.04
34,000338.SZ,000338,潍柴动力,汽车配件,5.43,4.5693,13.96
35,300471.SZ,300471,厚普股份,专用机械,3.15,4.5236,15.25
36,000669.SZ,000669,金鸿控股,供气供热,4.17,4.4568,7.5
37,000637.SZ,000637,茂化实华,石油加工,6.64,4.2357,5.66
38,600066.SH,600066,宇通客车,汽车整车,-1.7,4.1389,15.6
39,603026.SH,603026,石大胜华,化工原料,1.63,4.089,40.22
40,002418.SZ,002418,康盛股份,机械基件,3.37,4.0219,5.69
41,300340.SZ,300340,科恒股份,元器件,1.69,3.7544,20.45
42,002611.SZ,002611,东方精工,轻工机械,5.81,3.5639,4.94
43,600114.SH,600114,东睦股份,机械基件,-1.13,3.4689,8.65
44,000413.SZ,000413,东旭光电,元器件,4.0,3.2626,6.33
45,600969.SH,600969,郴电国际,水力发电,1.44,3.125,9.24
46,300091.SZ,300091,金通灵,机械基件,4.21,3.0899,7.34
47,002158.SZ,002158,汉钟精机,工程机械,3.08,3.0853,11.36
48,600378.SH,600378,天科股份,化工原料,5.45,2.8975,13.85
49,300580.SZ,300580,贝斯特,汽车配件,3.31,2.7873,21.02
50,000687.SZ,000687,华讯方舟,通信设备,5.52,2.4636,9.15
51,300099.SZ,300099,精准信息,电器仪表,-3.46,2.1782,10.32
52,600482.SH,600482,中国动力,电气设备,2.38,2.1707,27.3
53,600192.SH,600192,长城电工,电气设备,1.81,2.1552,9.48
54,000807.SZ,000807,云铝股份,铝,2.85,2.0202,6.06
55,300069.SZ,300069,金利华电,电气设备,3.75,1.7519,14.52
56,000581.SZ,000581,威孚高科,汽车配件,-1.23,1.5194,25.39
57,000969.SZ,000969,安泰科技,钢加工,3.28,1.4607,9.03
58,002559.SZ,002559,亚威股份,机床制造,3.29,1.4303,8.51
59,002080.SZ,002080,中材科技,化纤,-1.5,1.3413,13.6
60,603722.SH,603722,阿科力,化工原料,2.3,1.1103,29.14
61,300408.SZ,300408,三环集团,元器件,3.05,0.8057,21.27
62,300648.SZ,300648,星云股份,电器仪表,2.47,0.6034,23.34
63,002334.SZ,002334,英威腾,电气设备,2.16,0.4298,7.01
64,002808.SZ,002808,恒久科技,元器件,2.69,0.0527,19.0
65,002592.SZ,002592,八菱科技,汽车配件,2.78,-0.5483,29.02
66,300435.SZ,300435,中泰股份,机械基件,-5.16,-2.3486,18.71
67,000531.SZ,000531,穗恒运A,火力发电,4.03,-5.3202,9.61
68,300068.SZ,300068,南都电源,电气设备,5.21,-5.914,17.5
