,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300029.SZ,300029,天龙光电,专用机械,4.0,7.43,"光伏, ",14.86亿
1,600734.SH,600734,实达集团,电脑设备,3.0,9.85,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",34.94亿
2,000795.SZ,000795,英洛华,矿物制品,3.0,6.53,"业绩预增, 稀土磁材, 智能制造, 机器人, ",57.88亿
3,603267.SH,603267,鸿远电子,元器件,3.0,38.81,,16.04亿
4,300167.SZ,300167,迪威迅,通信设备,3.0,7.43,"智慧城市, 国资入股, 智慧安防, ",22.31亿
5,300354.SZ,300354,东华测试,电器仪表,3.0,12.91,"大飞机, 智能仪表, ",9.74亿
6,002436.SZ,002436,兴森科技,元器件,2.0,5.8,"PCB板, 互联网金融, 半导体, 国资入股, ",73.19亿
7,300184.SZ,300184,力源信息,元器件,2.0,7.48,"回购, 物联网, 北斗导航, 高送转, 半导体, 共享经济, 智慧安防, 独角兽, ",41.27亿
8,300777.SZ,300777,N中简,化纤,2.0,10.56,,4.23亿
9,300066.SZ,300066,三川智慧,电器仪表,2.0,5.34,"固废处理, 华为产业链, 物联网, 智能仪表, 环保, 大数据, ",53.19亿
10,002855.SZ,002855,捷荣技术,塑料,2.0,11.89,"华为产业链, ",9.92亿
11,300726.SZ,300726,宏达电子,元器件,2.0,24.22,"5G, 被动元件, 军工, 军民融合, 半导体, ",26.27亿
12,300223.SZ,300223,北京君正,半导体,2.0,29.52,"物联网, 半导体, 国产芯片, 资产重组, 手势识别, ",35.71亿
13,300256.SZ,300256,星星科技,元器件,2.0,4.18,"OLED, 华为产业链, 指纹识别, 3D玻璃, 股权转让, ",32.41亿
14,002388.SZ,002388,新亚制程,元器件,2.0,6.81,"华为产业链, 回购, 供应链金融, 高质押率, ",27.21亿
15,002185.SZ,002185,华天科技,半导体,2.0,5.6,"指纹识别, 半导体, 3D感应, LED, ",119.31亿
16,002119.SZ,002119,康强电子,半导体,2.0,15.72,"移动支付, 举牌股, 半导体, 股权争夺, ",44.44亿
17,300598.SZ,300598,诚迈科技,软件服务,2.0,31.85,"阿里巴巴概念股, 高送转-预期, 华为产业链, 蔚来汽车概念股, 无人驾驶, 国产软件, 国产操作系统, 强势人气股, ",15.4亿
18,603738.SH,603738,泰晶科技,元器件,2.0,16.17,"被动元件, ",9.5亿
19,300663.SZ,300663,科蓝软件,软件服务,1.0,38.81,"互联网金融, 移动支付, 举牌股, 高送转, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",47.79亿
20,300748.SZ,300748,金力永磁,元器件,1.0,25.96,"稀土磁材, ",10.8亿
21,300647.SZ,300647,超频三,元器件,1.0,14.96,"锂电池, 新能源汽车, 资产重组, LED, ",11.72亿
22,300613.SZ,300613,富瀚微,半导体,1.0,93.34,"高送转-预期, 半导体, 国产芯片, 智慧安防, ",12.08亿
23,000021.SZ,000021,深科技,电脑设备,1.0,8.76,"央企改革, 华为产业链, 军工研究所, 军工, 物联网, 工业自动化, 智能制造, 区块链, 半导体, 3D感应, LED, ",128.72亿
24,600360.SH,600360,华微电子,半导体,1.0,6.36,"半导体, ",60.74亿
25,300776.SZ,300776,帝尔激光,专用机械,1.0,91.41,,15.12亿
26,300536.SZ,300536,农尚环境,建筑施工,1.0,18.15,"园林, PPP, 高送转, ",11.09亿
27,600366.SH,600366,宁波韵升,电器仪表,1.0,8.53,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, ",84.37亿
28,600584.SH,600584,长电科技,半导体,1.0,12.61,"MSCI, 定增破发, 移动支付, 半导体, 苹果产业链, ",124.15亿
29,600776.SH,600776,东方通信,通信设备,1.0,22.52,"5G, 央企改革, 网络安全, 滴滴出行概念股, 独角兽, 强势人气股, ",215.29亿
30,600980.SH,600980,北矿科技,元器件,1.0,14.36,"央企改革, 稀土磁材, ",21.86亿
31,601208.SH,601208,东材科技,化工原料,1.0,5.02,"OLED, 回购, 石油化工, 光伏, ",31.46亿
32,603078.SH,603078,江化微,化工原料,1.0,23.77,"半导体, ",14.79亿
33,300566.SZ,300566,激智科技,元器件,1.0,17.12,"OLED, 华为产业链, 小米概念股, LED, ",16.19亿
34,300330.SZ,300330,华虹计通,软件服务,1.0,9.08,"物联网, 移动支付, 无人商店, 智慧城市, 高铁轨交, ",15.23亿
35,300475.SZ,300475,聚隆科技,专用机械,1.0,11.17,"智能制造, 股权转让, 机器人, ",14.41亿
36,300460.SZ,300460,惠伦晶体,元器件,1.0,9.43,"被动元件, 股权转让, 智慧安防, ",15.87亿
37,000066.SZ,000066,中国长城,电脑设备,1.0,9.94,"MSCI, 海工装备, 央企改革, 军工研究所, 航母, 军工, 军民融合, 百度概念股, 网络安全, 数字中国, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 国产操作系统, ",247.58亿
38,000810.SZ,000810,创维数字,家用电器,1.0,10.9,"5G, OLED, 华为产业链, 业绩预增, 百度概念股, 高质押率, 家电, 半导体, 智能音箱, 黑色家电, 手游, 广电, 科创板概念股, ",105.81亿
39,000970.SZ,000970,中科三环,元器件,1.0,10.87,"特斯拉, 超级高铁, 中科院系, 稀土磁材, ",115.79亿
40,002017.SZ,002017,东信和平,通信设备,1.0,13.51,"5G, 央企改革, 物联网, 移动支付, 强势人气股, ",60.32亿
41,002049.SZ,002049,紫光国微,元器件,1.0,45.11,"MSCI, 物联网, 移动支付, 半导体, 高校系, 国产芯片, ",
42,002121.SZ,002121,科陆电子,电器仪表,1.0,5.65,"储能, 智能仪表, 互联网金融, 新能源汽车, 股权转让, 国资入股, 充电桩, ",45.64亿
43,002593.SZ,002593,日上集团,汽车配件,1.0,4.16,"回购, 汽车零部件, 物联网, 装配式建筑, ",19.41亿
44,002725.SZ,002725,跃岭股份,汽车配件,1.0,10.48,"5G, 汽车零部件, 独角兽, ",18.5亿
45,002812.SZ,002812,恩捷股份,广告包装,1.0,55.07,"MSCI, 特斯拉, 业绩预增, 锂电池, 新能源汽车, 高送转, 包装印刷, 资产重组, ",70.01亿
46,002870.SZ,002870,香山股份,电器仪表,1.0,18.82,"OLED, 物联网, 强势人气股, ",7.55亿
47,300127.SZ,300127,银河磁体,元器件,1.0,14.49,"特斯拉, 稀土磁材, ",32.91亿
48,300224.SZ,300224,正海磁材,元器件,1.0,7.0,"超级高铁, 百度概念股, 稀土磁材, ",51.52亿
49,300279.SZ,300279,和晶科技,元器件,1.0,5.83,"阿里巴巴概念股, 教育, 物联网, 智慧城市, 腾讯概念股, 独角兽, 强势人气股, ",19.74亿
50,000062.SZ,000062,深圳华强,批发业,1.0,15.68,"业绩预增, 粤港澳大湾区, 雄安-公共服务, 雄安新区, 半导体, 迈瑞医疗概念股, 创投, ",163.8亿
51,300366.SZ,300366,创意信息,软件服务,1.0,9.12,"5G, 华为产业链, 大数据, 云计算, 智慧城市, 国产软件, ",29.37亿
52,300397.SZ,300397,天和防务,通信设备,1.0,19.89,"5G, 军工, 军民融合, 太赫兹, 智慧安防, ",30.71亿
53,300399.SZ,300399,京天利,互联网,1.0,12.14,"互联网金融, 国产软件, ",16.27亿
