,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,000564.SZ,供销大集,百货,9.9644,3.09,49.92,
16,603536.SH,惠发食品,食品,9.9709,15.11,25.87,
17,603718.SH,海利生物,生物制药,10.0,19.25,25.76,
18,002662.SZ,京威股份,汽车配件,10.0,3.41,25.55,
22,000731.SZ,四川美丰,农药化肥,10.1031,5.34,20.21,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
华润深国投信托有限公司-华润信托·恒盈3号集合资金信托计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金"
32,603577.SH,汇金通,钢加工,10.0,15.95,20.02,"吉林省现代农业和新兴产业投资基金有限公司
深圳唯瀚成长股权投资基金合伙企业(有限合伙)"
38,000048.SZ,京基智农,饲料,10.0,28.93,20.0,
39,002498.SZ,汉缆股份,电气设备,10.0,4.84,20.0,
46,002370.SZ,亚太药业,化学制药,9.9831,6.5,19.91,上海华富利得资产-民生银行-富鼎6号专项资产管理计划
48,002183.SZ,怡亚通,仓储物流,10.0737,4.48,19.1,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-金鹰穗通26号资产管理计划"
50,603970.SH,中农立华,其他商业,9.9932,16.18,17.41,"中国农业银行股份有限公司-金元顺安丰利债券型证券投资基金
中国民生银行股份有限公司-金元顺安沣楹债券型证券投资基金"
59,000068.SZ,华控赛格,环境保护,9.9071,3.55,16.12,
67,002650.SZ,加加食品,食品,9.949,4.31,15.25,广发证券资管-工商银行-广发原驰·加加食品1号集合资产管理计划
71,600350.SH,山东高速,路桥,9.1904,4.99,14.73,"山东高速集团-中金公司-17山高EB担保及信托财产专户
香港中央结算有限公司(陆股通)
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-广发优企精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发行业领先混合型证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
山东高速集团-中金公司-17山高EB担保及信托财产专户
香港中央结算有限公司(陆股通)
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金"
85,688016.SH,心脉医疗,医疗保健,10.7841,192.0,10.78,"招商银行股份有限公司-惠升惠泽灵活配置混合型发起式证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
中国工商银行股份有限公司-汇添富医药保健混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国建设银行股份有限公司-上投摩根医疗健康股票型证券投资基金"
87,600255.SH,梦舟股份,铜,10.5882,0.94,10.59,
92,300362.SZ,天翔环境,环境保护,10.219,1.51,10.22,
96,601106.SH,中国一重,工程机械,10.1449,3.04,10.14,
100,002392.SZ,北京利尔,其他建材,10.1124,3.92,10.11,
101,002504.SZ,弘高创意,装修装饰,10.1083,3.05,10.11,
102,002469.SZ,三维工程,建筑工程,10.0917,4.8,10.09,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
112,300403.SZ,汉宇集团,家用电器,10.0427,5.15,10.04,"中央汇金资产管理有限责任公司
中国工商银行-富国中证红利指数增强型证券投资基金
中国银行股份有限公司-易方达中证红利交易型开放式指数证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金"
114,600712.SH,南宁百货,百货,10.0386,5.7,10.04,
120,002786.SZ,银宝山新,专用机械,10.0418,7.89,10.04,
129,002187.SZ,广百股份,百货,10.0271,8.12,10.03,"中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
131,300042.SZ,朗科科技,IT设备,10.0313,17.55,10.03,"北京万安汇利投资有限责任公司-天元三期私募证券投资基金
北京万安汇利投资有限责任公司-天元二期私募证券投资基金"
136,002416.SZ,爱施德,电器连锁,10.0282,7.79,10.03,"香港中央结算有限公司(陆股通)
长安国际信托股份有限公司"
137,603337.SH,杰克股份,纺织机械,10.031,17.77,10.03,"中国农业银行股份有限公司-大成睿享混合型证券投资基金
大成基金管理有限公司-社保基金17011组合
大成基金管理有限公司-社保基金1101组合
中国农业银行-大成创新成长混合型证券投资基金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
兴业国际信托有限公司-杰克股份1号员工持股集合资金信托
国泰基金管理有限公司-社保基金四二一组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
中国农业银行-大成创新成长混合型证券投资基金
兴业国际信托有限公司-杰克股份1号员工持股集合资金信托
大成基金管理有限公司-社保基金1101组合
国泰基金管理有限公司-社保基金四二一组合
中国建设银行股份有限公司-南方品质优选灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
国泰基金管理有限公司-社保基金1102组合
中国工商银行股份有限公司-圆信永丰双红利灵活配置混合型证券投资基金"
138,300742.SZ,越博动力,汽车配件,10.0181,24.38,10.02,
139,000609.SZ,中迪投资,区域地产,10.0223,4.94,10.02,
144,300688.SZ,创业黑马,综合类,10.0167,26.36,10.02,
151,601038.SH,一拖股份,农用机械,10.0143,7.69,10.01,"香港中央结算有限公司(陆股通)
北京天乙合资本管理有限公司-天乙3期证券投资基金
香港中央结算有限公司(陆股通)"
152,002919.SZ,名臣健康,日用化工,10.0136,16.15,10.01,
160,002959.SZ,小熊电器,家用电器,10.0054,102.25,10.01,
164,002901.SZ,大博医疗,医疗保健,9.9961,83.85,10.0,
167,603810.SH,丰山集团,农药化肥,10.0,32.89,10.0,
183,002300.SZ,太阳电缆,电气设备,10.0,7.48,10.0,中央汇金资产管理有限责任公司
184,002892.SZ,科力尔,电气设备,10.0045,24.41,10.0,
189,002958.SZ,青农商行,银行,10.0,4.51,10.0,
199,600053.SH,九鼎投资,多元金融,10.0,26.4,10.0,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金"
212,002243.SZ,通产丽星,塑料,9.9845,14.21,9.98,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
213,002755.SZ,奥赛康,化学制药,9.9777,19.73,9.98,
215,002486.SZ,嘉麟杰,服饰,9.9768,4.74,9.98,
227,002634.SZ,棒杰股份,服饰,9.9617,5.74,9.96,
231,002533.SZ,金杯电工,电气设备,9.9494,6.52,9.95,中央汇金资产管理有限责任公司
250,600783.SH,鲁信创投,多元金融,9.6404,14.33,9.64,
251,300394.SZ,天孚通信,通信设备,9.5366,53.18,9.54,
253,300503.SZ,昊志机电,机械基件,9.1195,13.88,9.12,
