,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300898.SZ,300898,C熊猫,乳制品,70.66,2.0,1.0,51.0,18.69,,0.0
1,605358.SH,605358,立昂微,半导体,57.68,15.0,3.0,26.0,23.41,,0.0
2,300899.SZ,300899,C凯鑫,环境保护,75.3,2.0,1.0,23.0,12.01,,0.0
3,003009.SZ,003009,中天火箭,航空,58.45,13.0,3.0,16.0,22.71,,0.0
4,605111.SH,605111,新洁能,半导体,81.82,12.0,3.0,15.0,20.7,,0.0
5,605136.SH,605136,丽人丽妆,其他商业,45.68,11.0,3.0,14.0,18.28,,0.0
6,605338.SH,605338,巴比食品,食品,35.71,8.0,3.0,11.0,22.14,,0.0
7,300419.SZ,300419,浩丰科技,软件服务,12.44,3.0,3.0,6.0,45.75,,0.0
8,300297.SZ,300297,蓝盾股份,软件服务,8.51,3.0,2.0,5.0,84.87,香港中央结算有限公司(陆股通),1.0
9,605336.SH,605336,帅丰电器,家用电器,34.8,2.0,2.0,5.0,12.25,,0.0
10,003015.SZ,003015,N日久,元器件,9.46,1.0,1.0,4.0,6.65,,0.0
11,300727.SZ,300727,润禾材料,化工原料,29.96,2.0,2.0,4.0,11.66,,0.0
12,300781.SZ,300781,因赛集团,广告包装,48.7,2.0,2.0,4.0,13.42,安徽科讯创业投资基金合伙企业(有限合伙),1.0
13,605058.SH,605058,N澳弘,元器件,26.25,1.0,1.0,4.0,9.38,,0.0
14,601568.SH,601568,北元集团,化工原料,12.79,1.0,1.0,3.0,46.19,,0.0
15,300520.SZ,300520,科大国创,软件服务,38.78,2.0,2.0,3.0,76.55,"上海雅弘股权投资基金中心(有限合伙)
安徽省铁路发展基金股份有限公司",2.0
16,300620.SZ,300620,光库科技,元器件,62.02,2.0,2.0,3.0,55.54,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,1.0
17,300581.SZ,300581,晨曦航空,航空,48.21,6.0,2.0,3.0,82.81,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金",2.0
18,605116.SH,605116,奥锐特,化学制药,21.96,7.0,2.0,3.0,9.0,,0.0
19,300064.SZ,300064,豫金刚石,矿物制品,7.78,4.0,1.0,2.0,49.7,,0.0
20,300883.SZ,300883,龙利得,造纸,24.8,1.0,1.0,2.0,20.34,,0.0
21,300717.SZ,300717,华信新材,塑料,23.82,1.0,1.0,2.0,10.12,,0.0
22,300237.SZ,300237,美晨生态,建筑工程,4.01,1.0,1.0,2.0,57.74,"陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划
九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划",2.0
23,300230.SZ,300230,永利股份,塑料,6.56,1.0,1.0,2.0,36.4,"国寿安保基金-中国人寿保险股份有限公司-万能险-国寿股份委托国寿安保红利增长股票组合单一资产管理计划
天风证券-光大银行-天风证券天旭1号集合资产管理计划
中央汇金资产管理有限责任公司",3.0
24,300880.SZ,300880,迦南智能,电器仪表,53.68,2.0,1.0,2.0,16.98,,0.0
25,300112.SZ,300112,万讯自控,电器仪表,12.37,1.0,1.0,2.0,26.44,,0.0
26,300100.SZ,300100,双林股份,汽车服务,13.25,2.0,1.0,2.0,50.5,中国建设银行股份有限公司-华夏兴和混合型证券投资基金,1.0
27,300553.SZ,300553,集智股份,电器仪表,48.58,1.0,1.0,2.0,14.67,,0.0
28,300805.SZ,300805,电声股份,广告包装,29.52,1.0,1.0,2.0,12.5,中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金,1.0
