,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,600112.SH,600112,*ST天成,电气设备,55.33,1.0,15.58
1,000980.SZ,000980,*ST众泰,汽车配件,34.05,1.0,77.5
2,600311.SH,600311,ST荣华,黄金,41.45,1.0,18.17
3,600241.SH,600241,ST时万,商贸代理,38.6,0.8,19.87
4,603157.SH,603157,*ST拉夏,服饰,29.03,0.6,11.97
5,603032.SH,603032,*ST德新,公共交通,30.42,0.6,24.63
6,000752.SZ,000752,*ST西发,啤酒,33.63,0.6,15.72
7,600666.SH,600666,ST瑞德,元器件,21.43,0.6,15.03
8,002473.SZ,002473,*ST圣莱,家用电器,25.42,0.6,12.0
9,002592.SZ,002592,ST八菱,汽车配件,26.74,0.6,15.23
10,600306.SH,600306,*ST商城,百货,40.5,0.6,17.06
11,600146.SH,600146,*ST环球,服饰,27.22,0.6,9.45
12,600766.SH,600766,*ST园城,黄金,20.33,0.4,9.94
13,600734.SH,600734,*ST实达,IT设备,25.74,0.4,13.59
14,600198.SH,600198,*ST大唐,通信设备,30.99,0.4,64.01
15,300370.SZ,300370,ST安控,电器仪表,28.82,0.4,20.63
16,000806.SZ,000806,*ST银河,生物制药,20.82,0.4,20.7
17,000707.SZ,000707,*ST双环,化工原料,27.41,0.4,15.32
18,600084.SH,600084,*ST中葡,红黄酒,23.5,0.2,53.15
19,000663.SZ,000663,*ST永林,林业,22.42,0.2,28.61
20,300325.SZ,300325,*ST德威,塑料,16.05,0.2,18.73
21,300312.SZ,300312,*ST邦讯,通信设备,16.55,0.2,7.83
22,600291.SH,600291,*ST西水,保险,24.11,0.2,30.39
23,002650.SZ,002650,ST加加,食品,16.72,0.2,78.79
24,002175.SZ,002175,*ST东网,电器仪表,15.3,0.2,15.9
25,600654.SH,600654,ST中安,软件服务,21.43,0.2,16.69
26,000820.SZ,000820,*ST节能,环境保护,15.93,0.2,11.3
27,000780.SZ,000780,*ST平能,煤炭开采,13.91,0.2,53.15
28,000509.SZ,000509,*ST华塑,医疗保健,13.67,0.2,24.02
