,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600744.SH,600744,华银电力,火力发电,60.79734219269104,10.0,40.06,,0.0
1,002647.SZ,002647,仁东控股,多元金融,52.31037489102004,10.0126,97.82,,0.0
2,003039.SZ,003039,顺控发展,水务,46.32701421800949,9.9733,7.66,,0.0
3,603098.SH,603098,森特股份,装修装饰,39.54372623574145,-4.6753,70.47,,0.0
4,002366.SZ,002366,台海核电,专用机械,33.33333333333333,9.8901,24.13,,0.0
5,002996.SZ,002996,顺博合金,铝,33.0809992429977,10.0125,9.32,,0.0
6,000966.SZ,000966,长源电力,火力发电,33.076923076923094,9.9576,57.52,,0.0
7,300621.SZ,300621,维业股份,装修装饰,32.90548424737456,0.3524,22.03,,0.0
8,300859.SZ,300859,西域旅游,旅游服务,32.579650565262064,10.0213,10.0,,0.0
9,002836.SZ,002836,新宏泽,广告包装,30.965593784683687,5.1693,18.88,,0.0
10,000932.SZ,000932,华菱钢铁,普钢,30.063291139240512,5.1151,405.94,,0.0
11,002534.SZ,002534,杭锅股份,专用机械,30.05272407732864,10.0372,109.05,,0.0
12,000933.SZ,000933,神火股份,铝,27.39884393063583,9.98,209.44,,0.0
13,600025.SH,600025,华能水电,水力发电,26.56249999999998,10.0971,1020.6,,0.0
14,300713.SZ,300713,英可瑞,电气设备,25.965130759651323,19.9881,16.28,,0.0
15,003035.SZ,003035,南网能源,环境保护,25.216138328530246,10.0,65.83,,0.0
16,300234.SZ,300234,开尔新材,陶瓷,24.44987775061125,0.5929,32.21,,0.0
17,600121.SH,600121,郑州煤电,煤炭开采,24.190800681431,9.9548,88.82,,0.0
18,300385.SZ,300385,雪浪环境,环境保护,24.174174174174155,20.029,19.95,,0.0
19,000825.SZ,000825,太钢不锈,特种钢,24.040920716112524,-0.2058,276.26,,0.0
20,002109.SZ,002109,兴化股份,化工原料,23.938223938223935,9.9315,67.6,,0.0
