,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,600527.SH,江南高纤,化纤,9.901,4.44,49.88,
1,300658.SZ,延江股份,纺织,10.0,42.13,40.0,
2,002400.SZ,省广集团,广告包装,9.8985,4.33,39.9,
4,600829.SH,人民同泰,医药商业,10.0565,9.74,30.05,
6,002603.SZ,以岭药业,中成药,9.9936,34.45,30.01,
7,300049.SZ,福瑞股份,医疗保健,10.0,10.45,30.0,
9,600268.SH,国电南自,电气设备,9.9715,7.72,27.5,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
13,002581.SZ,未名医药,生物制药,10.026,16.9,26.56,
14,600396.SH,金山股份,火力发电,10.0418,2.63,25.37,
16,600511.SH,国药股份,医药商业,9.9888,39.31,22.89,"全国社保基金一零三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金四一三组合
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
全国社保基金一零一组合
全国社保基金四零四组合"
20,002426.SZ,胜利精密,元器件,10.1382,2.39,20.29,
25,300158.SZ,振东制药,化学制药,10.0826,6.66,20.08,
32,600107.SH,美尔雅,服饰,10.0386,11.4,20.02,
37,603032.SH,德新交运,公路,9.9947,20.8,20.0,
38,300334.SZ,津膜科技,专用机械,9.964,9.16,20.0,
39,000955.SZ,欣龙控股,纺织,10.0295,11.19,20.0,
57,300026.SZ,红日药业,中成药,10.0,5.94,17.0,
60,002824.SZ,和胜股份,铝,10.0237,18.55,16.67,
63,603330.SH,上海天洋,塑料,10.0328,16.78,16.53,
67,002847.SZ,盐津铺子,食品,10.0018,60.05,16.06,"中国工商银行-广发聚丰混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
中国工商银行-汇添富优势精选混合型证券投资基金
中国建设银行股份有限公司-兴全多维价值混合型证券投资基金
汇添富基金管理股份有限公司-社保基金17021组合
中国农业银行股份有限公司-财通多策略福享混合型证券投资基金
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国工商银行股份有限公司-财通多策略升级混合型证券投资基金"
77,300463.SZ,迈克生物,医疗保健,9.9966,32.02,15.35,
78,002644.SZ,佛慈制药,中成药,10.0,10.34,15.33,
79,300332.SZ,天壕环境,环境保护,9.75,4.39,15.29,
80,002041.SZ,登海种业,种植业,10.0182,12.08,15.23,
110,300325.SZ,德威新材,塑料,10.1639,3.36,10.16,
118,000766.SZ,通化金马,化学制药,10.087,6.33,10.09,
125,002437.SZ,誉衡药业,化学制药,10.0671,3.28,10.07,
126,300368.SZ,汇金股份,IT设备,10.068,8.09,10.07,中央汇金资产管理有限责任公司
127,002349.SZ,精华制药,中成药,10.0733,6.01,10.07,
134,300147.SZ,香雪制药,中成药,10.0503,10.95,10.05,
139,603963.SH,大理药业,化学制药,10.0362,12.17,10.04,
141,002826.SZ,易明医药,中成药,10.0375,11.73,10.04,
146,300534.SZ,陇神戎发,中成药,10.0329,6.69,10.03,"甘肃生物产业创业投资基金有限公司
甘肃省循环经济产业投资基金合伙企业(有限合伙)
兰州天域资产管理有限公司
全国社会保障基金理事会转持二户"
149,002928.SZ,华夏航空,空运,10.0251,13.17,10.03,
152,300385.SZ,雪浪环境,环境保护,10.0269,12.29,10.03,
154,002198.SZ,嘉应制药,中成药,10.0209,5.27,10.02,
159,000919.SZ,金陵药业,化学制药,10.0139,7.91,10.01,中央汇金资产管理有限责任公司
160,300202.SZ,聚龙股份,专用机械,10.0109,10.11,10.01,
161,603387.SH,基蛋生物,生物制药,10.0127,34.72,10.01,"银河资本-民生银行-阳岚1号价值成长资产管理计划
香港中央结算有限公司(陆股通)"
165,603489.SH,八方股份,电气设备,10.0071,77.17,10.01,
184,002249.SZ,大洋电机,电气设备,10.0,3.63,10.0,
202,600225.SH,天津松江,区域地产,10.0,2.53,10.0,
203,300471.SZ,厚普股份,专用机械,10.0,10.23,10.0,
205,002030.SZ,达安基因,生物制药,9.9893,20.48,9.99,
215,300551.SZ,古鳌科技,专用机械,9.9928,30.6,9.99,
225,300465.SZ,高伟达,软件服务,9.9768,14.22,9.98,
240,002866.SZ,传艺科技,IT设备,9.9671,13.35,9.97,
246,300039.SZ,上海凯宝,中成药,9.9631,5.96,9.96,
252,000767.SZ,漳泽电力,火力发电,9.9057,2.33,9.91,
263,300639.SZ,凯普生物,医疗保健,9.8452,33.36,9.85,
267,002750.SZ,龙津药业,中成药,9.7636,10.68,9.76,
