,trade_date,ts_code,name,close,pct_change,net_amount,amount_rate,float_values,reason,buy_sell_rate,amount_in_values
0,20200424,002982.SZ,湘佳股份,42.67,44.0094,8454272.0,103.46,1093632100.0,无价格涨跌幅限制的证券,27.91,0.01
1,20200424,300829.SZ,金丹科技,39.25,10.0056,3611580.0,104.58,1110775000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20.83,0.0
2,20200424,603577.SH,汇金通,14.5,10.0152,35774335.0,37.23,2537790000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3.61,0.01
3,20200424,600315.SH,上海家化,31.3,2.3545,509794686.0,33.75,21010076829.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.87,0.02
4,20200424,688019.SH,安集科技,200.02,6.9283,156102900.0,24.77,2441452120.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,1.85,0.06
5,20200424,002981.SZ,朝阳科技,37.94,3.9167,36797488.0,13.13,910560000.0,日换手率达到20%的前五只证券,1.84,0.04
6,20200424,002981.SZ,朝阳科技,37.94,3.9167,36797488.0,13.13,910560000.0,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,1.84,0.04
7,20200424,002246.SZ,北化股份,9.49,9.9652,33889902.0,15.92,4269518363.0,日涨幅偏离值达到7%的前五只证券,1.38,0.01
8,20200424,002498.SZ,汉缆股份,4.4,10.0,52061784.0,13.44,14637902400.0,日涨幅偏离值达到7%的前五只证券,1.23,0.0
9,20200424,002306.SZ,ST云网,3.53,5.0595,9860780.0,41.36,2799460806.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,1.02,0.0
10,20200424,300793.SZ,佳禾智能,33.23,9.9967,15195980.0,32.08,1385026400.0,日涨幅偏离值达到7%的前五只证券,0.9,0.01
11,20200424,688399.SH,硕世生物,144.08,11.7939,50243000.0,15.84,1921806757.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,0.78,0.03
12,20200424,000048.SZ,京基智农,26.3,9.9958,13119590.0,29.29,10583874047.0,日涨幅偏离值达到7%的前五只证券,0.72,0.0
13,20200424,002072.SZ,*ST凯瑞,5.63,1.0772,12605185.0,37.96,935415677.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,0.68,0.01
14,20200424,603895.SH,天永智能,23.76,10.0,34479762.0,34.86,778547246.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.65,0.04
15,20200424,002192.SZ,*ST融捷,13.28,-5.0072,18570261.0,25.58,3441116627.0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.64,0.01
16,20200424,300069.SZ,金利华电,18.03,10.0061,5848871.0,48.69,1518067618.0,日涨幅偏离值达到7%的前五只证券,0.58,0.0
17,20200424,000908.SZ,景峰医药,4.6,-8.5487,12626803.0,11.66,3258006989.0,日跌幅偏离值达到7%的前五只证券,0.57,0.0
18,20200424,300827.SZ,上能电气,41.0,-8.8686,8242880.0,16.21,751677600.0,日换手率达到20%的前五只证券,0.5,0.01
19,20200424,300091.SZ,金通灵,3.7,10.1191,17389326.0,26.93,3552501982.0,日涨幅偏离值达到7%的前五只证券,0.48,0.0
20,20200424,600218.SH,全柴动力,10.08,10.0437,16342899.0,22.92,3717050400.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.39,0.0
21,20200424,000796.SZ,凯撒旅业,9.35,10.0,29323486.0,33.56,7503612097.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.32,0.0
22,20200424,601606.SH,长城军工,11.84,10.0372,10606876.0,8.71,3525085797.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.24,0.0
23,20200424,000796.SZ,凯撒旅业,9.35,10.0,13655771.0,47.97,7503612097.0,日涨幅偏离值达到7%的前五只证券,0.21,0.0
24,20200424,688399.SH,硕世生物,144.08,11.7939,11176300.0,17.27,1921806757.0,有价格涨跌幅限制的日换手率达到30%的前五只证券,0.21,0.01
25,20200424,300485.SZ,赛升药业,15.81,10.0209,16305128.0,18.48,3925928923.0,日涨幅偏离值达到7%的前五只证券,0.2,0.0
26,20200424,300443.SZ,金雷股份,16.9,10.026,13261414.0,22.61,2694724992.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.2,0.0
27,20200424,300485.SZ,赛升药业,15.81,10.0209,16305128.0,18.48,3925928923.0,日换手率达到20%的前五只证券,0.2,0.0
28,20200424,300825.SZ,阿尔特,17.26,1.0539,3926551.0,19.34,1318922900.0,日换手率达到20%的前五只证券,0.12,0.0
29,20200424,300485.SZ,赛升药业,15.81,10.0209,10065358.0,14.06,3925928923.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.1,0.0
30,20200424,601606.SH,长城军工,11.84,10.0372,2548531.0,12.57,3525085797.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.06,0.0
31,20200424,002560.SZ,通达股份,8.4,9.9476,-4832755.0,16.14,2169213958.0,日涨幅偏离值达到7%的前五只证券,-0.1,-0.0
32,20200424,603106.SH,恒银金融,9.08,7.0755,-11020785.0,14.17,1538651400.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-0.14,-0.01
33,20200424,002204.SZ,大连重工,4.49,10.049,-13623983.0,17.6,8671851443.0,日涨幅偏离值达到7%的前五只证券,-0.17,-0.0
34,20200424,300443.SZ,金雷股份,16.9,10.026,-10623116.0,28.23,2694724992.0,日涨幅偏离值达到7%的前五只证券,-0.17,-0.0
35,20200424,000713.SZ,丰乐种业,11.4,-6.4807,-16002093.0,16.03,4429341841.0,日换手率达到20%的前五只证券,-0.17,-0.0
36,20200424,300151.SZ,昌红科技,13.48,7.5818,-25401917.0,21.05,3854677511.0,日换手率达到20%的前五只证券,-0.18,-0.01
37,20200424,300151.SZ,昌红科技,13.48,7.5818,-29615854.0,21.51,3854677511.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.2,-0.01
38,20200424,000652.SZ,泰达股份,8.13,-8.5489,-18036577.0,15.82,11984540185.0,日跌幅偏离值达到7%的前五只证券,-0.2,-0.0
39,20200424,603106.SH,恒银金融,9.08,7.0755,-13980296.0,15.74,1538651400.0,有价格涨跌幅限制的日换手率达到20%的前三只证券,-0.24,-0.01
40,20200424,002568.SZ,百润股份,35.73,10.0062,-19562482.0,48.46,12464869023.0,日涨幅偏离值达到7%的前五只证券,-0.24,-0.0
41,20200424,300325.SZ,德威新材,4.28,-0.9259,-39181052.0,17.88,4264733347.0,日振幅值达到15%的前五只证券,-0.26,-0.01
42,20200424,300325.SZ,德威新材,4.28,-0.9259,-39181052.0,17.88,4264733347.0,日换手率达到20%的前五只证券,-0.26,-0.01
43,20200424,000019.SZ,深粮控股,11.73,10.0375,-34159643.0,12.73,4878746268.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.27,-0.01
44,20200424,000061.SZ,农产品,9.17,9.952,-52785417.0,20.69,15546966856.0,日涨幅偏离值达到7%的前五只证券,-0.29,-0.0
45,20200424,000564.SZ,供销大集,2.81,10.1961,-15712396.0,59.74,5636567566.0,日涨幅偏离值达到7%的前五只证券,-0.33,-0.0
46,20200424,000019.SZ,深粮控股,11.73,10.0375,-38684432.0,11.6,4878746268.0,日换手率达到20%的前五只证券,-0.33,-0.01
47,20200424,000019.SZ,深粮控股,11.73,10.0375,-38684432.0,11.6,4878746268.0,日涨幅偏离值达到7%的前五只证券,-0.33,-0.01
48,20200424,600898.SH,国美通讯,8.19,1.2361,-10132010.0,15.62,2068170085.0,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,-0.38,-0.0
49,20200424,002492.SZ,恒基达鑫,6.29,-6.5379,-25164543.0,17.49,2504248657.0,日振幅值达到15%的前五只证券,-0.42,-0.01
50,20200424,600127.SH,金健米业,12.48,0.9709,-111779297.0,11.16,8009454560.0,有价格涨跌幅限制的日换手率达到20%的前三只证券,-0.45,-0.01
51,20200424,600127.SH,金健米业,12.48,0.9709,-111779297.0,11.16,8009454560.0,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,-0.45,-0.01
