,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688219.SH,688219,N会通,塑料,35.2,1.0,38.0,14.6,,0.0
1,300907.SZ,300907,N康平,电气设备,68.0,2.0,33.0,15.48,,0.0
2,300909.SZ,300909,N汇创达,元器件,86.87,1.0,20.0,20.78,,0.0
3,605007.SH,605007,五洲特纸,造纸,28.31,3.0,11.0,11.33,,0.0
4,000545.SZ,000545,金浦钛业,化工原料,4.84,3.0,7.0,46.44,,0.0
5,300727.SZ,300727,润禾材料,化工原料,41.9,2.0,7.0,16.31,北京泰德圣投资有限公司-泰德圣-价值1期私募证券投资基金,1.0
6,002646.SZ,002646,青青稞酒,白酒,20.23,3.0,6.0,91.0,"南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",8.0
7,003019.SZ,003019,宸展光电,元器件,41.1,3.0,6.0,13.15,,0.0
8,300064.SZ,300064,ST金刚,矿物制品,4.85,2.0,4.0,33.77,,0.0
9,300549.SZ,300549,优德精密,专用机械,32.66,2.0,4.0,32.52,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
10,601127.SH,601127,小康股份,汽车配件,13.41,2.0,3.0,125.17,"重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
小康控股-红塔证券-19小康EB担保及信托财产专户
小康控股-红塔证券-20康EB02担保及信托财产专户
华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划",4.0
11,002553.SZ,002553,南方轴承,汽车配件,9.33,3.0,3.0,21.86,"上海嘉恳资产管理有限公司-嘉恳兴丰17号私募证券投资基金
华泰证券资管-南京银行-华泰家园10号集合资产管理计划",2.0
12,002379.SZ,002379,宏创控股,铝,3.53,2.0,2.0,32.7,,0.0
13,600158.SH,600158,中体产业,文教休闲,15.97,2.0,2.0,105.0,"中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-银华丰享一年持有期混合型证券投资基金",4.0
14,600178.SH,600178,东安动力,汽车配件,8.9,2.0,2.0,41.13,"中国建设银行-华夏红利混合型开放式证券投资基金
广东泓骐私募证券投资基金管理有限公司-泓骐稳进1号私募证券投资基金",2.0
15,688386.SH,688386,泛亚微透,化工原料,77.2,1.0,2.0,11.0,,0.0
16,300819.SZ,300819,聚杰微纤,化纤,52.15,1.0,2.0,12.97,"上海明汯投资管理有限公司-明汯量化中小盘增强1号私募证券投资基金
广东润行投资管理有限公司-润行新周期1号私募证券投资基金
广东润行投资管理有限公司-润行新周期8号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",5.0
17,300807.SZ,300807,天迈科技,软件服务,58.79,1.0,2.0,9.99,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",2.0
18,300581.SZ,300581,晨曦航空,航空,39.71,1.0,2.0,68.21,"中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",3.0
19,300301.SZ,300301,长方集团,半导体,5.88,1.0,2.0,36.68,安信基金-浦发银行-深圳市鼎萨恒顺投资有限公司,1.0
20,000625.SZ,000625,长安汽车,汽车整车,20.25,1.0,2.0,789.88,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
21,605333.SH,605333,沪光股份,汽车配件,20.61,2.0,2.0,8.26,光大证券资管-光大银行-光大阳光添利债券型集合资产管理计划,1.0
22,300720.SZ,300720,海川智能,电器仪表,30.46,1.0,2.0,17.25,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
