,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300782.SZ,300782,卓胜微,元器件,7.0,99.02,,24.75亿
1,300371.SZ,300371,汇中股份,电器仪表,5.0,16.53,"物联网, 智能仪表, 京津冀, ",17.8亿
2,300210.SZ,300210,森远股份,专用机械,5.0,6.44,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, 壳公司, 垃圾分类, ",25.77亿
3,300594.SZ,300594,朗进科技,运输设备,4.0,40.1,,8.91亿
4,603863.SH,603863,松炀资源,造纸,4.0,20.98,,10.8亿
5,002645.SZ,002645,华宏科技,专用机械,3.0,8.83,"稀土磁材, 垃圾分类, ",
6,300414.SZ,300414,中光防雷,元器件,3.0,15.13,"5G, 军工, 军民融合, 高送转-填权, 资产重组, ",45.28亿
7,603738.SH,603738,泰晶科技,元器件,3.0,23.51,"被动元件, 华为产业链, ",13.82亿
8,300267.SZ,300267,尔康制药,化学制药,3.0,6.03,"高质押率, 医药, 化学药, 工业大麻, ",81.84亿
9,002012.SZ,002012,凯恩股份,造纸,2.0,5.58,"燃料电池, 造纸, 区块链, 资产重组, 壳公司, ",26.06亿
10,000607.SZ,000607,华媒控股,广告包装,2.0,5.67,"阿里巴巴概念股, 教育, 浙江国企改革, 房地产, 区块链, 知识产权, ",50.17亿
11,300636.SZ,300636,同和药业,化学制药,2.0,24.44,"高送转-预期, 医药, 化学药, ",11.52亿
12,300018.SZ,300018,中元股份,电气设备,2.0,8.25,"特高压, 北斗导航, 智能制造, 医疗器械, 药品信息化追溯, 互联网医疗, 区块链, 股权转让, 医疗信息化, 国资入股, 机器人, 壳公司, ",30.46亿
13,600613.SH,600613,神奇制药,中成药,2.0,8.67,"医药, 中药, 强势人气股, ",41.56亿
14,300515.SZ,300515,三德科技,电器仪表,2.0,11.64,"物联网, 智能仪表, ",19.92亿
15,603068.SH,603068,博通集成,半导体,1.0,64.13,"次新股, 半导体, 国产芯片, ",22.24亿
16,300648.SZ,300648,星云股份,电器仪表,1.0,18.83,"华为产业链, 宁德时代概念股, 储能, 锂电池, 燃料电池, 新能源汽车, ",11.31亿
17,603797.SH,603797,联泰环保,环境保护,1.0,12.32,"粤港澳大湾区, 环保, 污水处理, ",9.2亿
18,000889.SZ,000889,中嘉博创,通信设备,1.0,12.77,"回购, 定增破发, 高质押率, 区块链, 资产重组, ",79.38亿
19,300629.SZ,300629,新劲刚,矿物制品,1.0,23.56,"5G, 军工, 军民融合, 国产芯片, ",10.19亿
20,603758.SH,603758,秦安股份,汽车配件,1.0,6.61,"汽车零部件, ",9.97亿
21,603676.SH,603676,卫信康,化学制药,1.0,11.59,"医药, 化学药, 西藏, ",7.73亿
22,300638.SZ,300638,广和通,通信设备,1.0,56.44,"5G, 阿里巴巴概念股, 业绩预增, 物联网, 移动支付, ",22.52亿
23,603283.SH,603283,赛腾股份,专用机械,1.0,23.79,"工业自动化, 智能制造, 半导体, 苹果产业链, ",9.76亿
24,300680.SZ,300680,隆盛科技,汽车配件,1.0,22.11,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, ",7.26亿
25,600983.SH,600983,惠而浦,家用电器,1.0,6.27,"破净股, 厨卫家电, 白色家电, 家电, 垃圾分类, ",33.41亿
26,300708.SZ,300708,聚灿光电,半导体,1.0,12.88,"国产芯片, LED, ",11.08亿
27,300739.SZ,300739,明阳电路,元器件,1.0,19.09,"PCB板, 高送转-填权, 人民币贬值受益, ",13.23亿
28,000885.SZ,000885,城发环境,公路,1.0,11.72,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, ",58.18亿
29,603228.SH,603228,景旺电子,元器件,1.0,40.58,"PCB板, 社保重仓, ",57.01亿
30,300567.SZ,300567,精测电子,电器仪表,1.0,54.77,"OLED, 业绩预增, 工业自动化, 高送转-填权, 智能制造, 苹果产业链, ",69.2亿
31,603106.SH,603106,恒银金融,电脑设备,1.0,14.47,"雄安-金融, 雄安新区, 互联网金融, 区块链, 国产操作系统, 无人银行, ",24.52亿
32,600746.SH,600746,江苏索普,化工原料,1.0,7.06,"醋酸, 资产重组, ",21.51亿
33,600199.SH,600199,金种子酒,白酒,1.0,7.25,"安徽国企改革, 白酒, 业绩预增, ",40.29亿
34,300410.SZ,300410,正业科技,电器仪表,1.0,12.08,"OLED, PCB板, 宁德时代概念股, 工业自动化, 锂电池, 智能制造, 新能源汽车, 高送转, 工业互联网, 股权转让, 国资入股, ",44.04亿
35,300538.SZ,300538,同益股份,批发业,1.0,19.26,"华为产业链, 小米概念股, 高送转-填权, 国资入股, ",8.43亿
36,002705.SZ,002705,新宝股份,家用电器,1.0,11.46,"回购, 小家电, 家电, 小米概念股, ",91.24亿
37,002123.SZ,002123,梦网集团,互联网,1.0,15.46,"物联网, 直播/短视频, 云计算, 区块链, 国资入股, 独角兽, ",96.31亿
38,002313.SZ,002313,日海智能,通信设备,1.0,19.76,"5G, 兜底式增持, 物联网, 北斗导航, 小米概念股, 大数据, ",61.52亿
39,002375.SZ,002375,亚厦股份,装修装饰,1.0,6.14,"超级高铁, 国家队重仓, 回购, 破净股, 装配式建筑, 特色小镇, 雄安-建材, 3D打印, 智能制造, 雄安新区, VR&AR, 高铁轨交, 装修装饰, ",76.3亿
40,002388.SZ,002388,新亚制程,元器件,1.0,6.86,"华为产业链, 回购, 供应链金融, 高质押率, ",27.41亿
41,002436.SZ,002436,兴森科技,元器件,1.0,6.67,"PCB板, 华为产业链, 互联网金融, 半导体, 国资入股, ",84.16亿
42,002442.SZ,002442,龙星化工,化工原料,1.0,5.84,"业绩预增, 炭黑, 新能源汽车, 京津冀, ",28.01亿
43,002463.SZ,002463,沪电股份,元器件,1.0,12.38,"PCB板, 业绩预增, 无人驾驶, ",209.01亿
44,002658.SZ,002658,雪迪龙,环境保护,1.0,8.57,"回购, 雄安-园林环保, 智能仪表, 大气治理, 环保, 雄安新区, 京津冀, 大数据, 透明工厂, ",26.12亿
45,002682.SZ,002682,龙洲股份,公路,1.0,5.2,"新能源整车, 油气改革, 教育, 汽车销售, 破净股, 雄安-建材, 雄安新区, 新能源汽车, 快递物流, ",22.42亿
46,002902.SZ,002902,铭普光磁,元器件,1.0,28.17,"5G, 光通信, 华为产业链, 高送转, ",30.54亿
47,002014.SZ,002014,永新股份,塑料,1.0,7.9,"高股息, 包装印刷, ",39.59亿
48,002916.SZ,002916,深南电路,元器件,1.0,100.47,"PCB板, 央企改革, 华为产业链, 社保重仓, 业绩预增, 苹果产业链, 国产芯片, 年报季报, ",99.18亿
49,300025.SZ,300025,华星创业,通信设备,1.0,7.43,"5G, 华为产业链, 物联网, 云计算, 股权转让, ",28.93亿
50,300066.SZ,300066,三川智慧,电器仪表,1.0,5.18,"固废处理, 华为产业链, 物联网, 稀土磁材, 智能仪表, 环保, 大数据, 国产芯片, ",51.6亿
51,300089.SZ,300089,文化长城,文教休闲,1.0,4.74,"教育, 破净股, 定增破发, 区块链, ",13.11亿
52,000908.SZ,000908,景峰医药,化学制药,1.0,4.88,"民营医院, 债转股-AMC, 医药, 中药, 创新药, 化学药, 动物保健, ",34.49亿
53,300249.SZ,300249,依米康,软件服务,1.0,7.44,"阿里巴巴概念股, 物联网, 大气治理, 环保, 智能制造, 云计算, 智慧城市, 机器人, 垃圾分类, ",22.65亿
54,300324.SZ,300324,旋极信息,软件服务,1.0,6.01,"阿里巴巴概念股, 华为产业链, 大飞机, 通用航空, 军工, 军民融合, 物联网, 北斗导航, 网络安全, 海南自由贸易港, 互联网金融, 大数据, 自贸区, 半导体, 智慧城市, 自由贸易港, 国产芯片, 电子发票, 独角兽, ",63.39亿
55,300362.SZ,300362,天翔环境,环境保护,1.0,4.44,"环保, 污水处理, 股权转让, 资产重组, 壳公司, ",13.97亿
56,300375.SZ,300375,鹏翎股份,汽车配件,1.0,4.43,"汽车零部件, 高送转-填权, 资产重组, ",19.49亿
57,000544.SZ,000544,中原环保,环境保护,1.0,6.88,"水务, 破净股, PPP, 环保, 污水处理, 国资入股, ",35.89亿
