,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE
0,002783.SZ,002783,凯龙股份,化工原料,5.0,9.9842,20.93
1,300573.SZ,300573,兴齐眼药,化学制药,4.0,10.006,36.61
2,601777.SH,601777,力帆股份,摩托车,4.0,10.0134,8.24
3,300768.SZ,300768,迪普科技,软件服务,4.0,9.9861,23.68
4,600758.SH,600758,红阳能源,煤炭开采,4.0,9.9668,6.62
5,002547.SZ,002547,春兴精工,通信设备,4.0,10.0094,11.65
6,300698.SZ,300698,万马科技,通信设备,3.0,9.9864,24.23
7,300769.SZ,300769,德方纳米,化工原料,3.0,10.0,80.08
8,300292.SZ,300292,吴通控股,软件服务,3.0,9.9819,6.06
9,600459.SH,600459,贵研铂业,小金属,3.0,10.0136,24.28
10,600963.SH,600963,岳阳林纸,造纸,3.0,10.0162,6.81
11,300299.SZ,300299,富春股份,通信设备,3.0,10.0,7.7
12,600775.SH,600775,南京熊猫,通信设备,3.0,10.0251,17.56
13,002057.SZ,002057,中钢天源,元器件,3.0,9.9585,10.6
14,603068.SH,603068,博通集成,半导体,3.0,10.0123,35.71
15,002215.SZ,002215,诺普信,农药化肥,2.0,10.0358,9.21
16,000592.SZ,000592,平潭发展,林业,2.0,10.0446,4.93
17,000632.SZ,000632,三木集团,综合类,2.0,9.965,6.29
18,600207.SH,600207,安彩高科,元器件,2.0,10.0324,6.8
19,300176.SZ,300176,派生科技,汽车配件,2.0,10.0126,26.15
20,300145.SZ,300145,中金环境,专用机械,2.0,10.0,5.28
21,600281.SH,600281,太化股份,化工原料,2.0,9.9415,5.64
22,002166.SZ,002166,莱茵生物,中成药,2.0,10.0313,10.53
23,000753.SZ,000753,漳州发展,汽车服务,2.0,10.0737,4.48
24,000958.SZ,000958,东方能源,火力发电,2.0,10.011,10.0
25,002388.SZ,002388,新亚制程,元器件,2.0,9.9561,7.51
26,603317.SH,603317,天味食品,食品,2.0,9.9906,23.45
27,600379.SH,600379,宝光股份,电气设备,1.0,9.9585,10.6
28,600759.SH,600759,洲际油气,石油开采,1.0,9.9307,4.76
29,300528.SZ,300528,幸福蓝海,影视音像,1.0,9.9558,9.94
30,600237.SH,600237,铜峰电子,元器件,1.0,9.9379,5.31
31,603360.SH,603360,百傲化学,化工原料,1.0,9.993,31.59
32,600815.SH,600815,厦工股份,工程机械,1.0,9.9217,4.21
33,600150.SH,600150,中国船舶,船舶,1.0,10.0037,29.58
34,600078.SH,600078,澄星股份,化工原料,1.0,10.1099,5.01
35,601949.SH,601949,中国出版,出版业,1.0,10.0645,8.53
36,603589.SH,603589,口子窖,白酒,1.0,10.0054,61.02
37,000038.SZ,000038,深大通,广告包装,1.0,10.0,14.74
38,300492.SZ,300492,山鼎设计,建筑施工,1.0,10.0,31.68
39,002593.SZ,002593,日上集团,汽车配件,1.0,9.9558,4.97
40,000509.SZ,000509,华塑控股,其他建材,1.0,9.9723,3.97
41,000650.SZ,000650,仁和药业,中成药,1.0,10.0551,7.99
42,000680.SZ,000680,山推股份,工程机械,1.0,10.1149,4.79
43,000836.SZ,000836,富通鑫茂,通信设备,1.0,9.9366,5.2
44,000966.SZ,000966,长源电力,火力发电,1.0,9.9291,6.2
45,002303.SZ,002303,美盈森,造纸,1.0,10.0,6.93
46,002385.SZ,002385,大北农,饲料,1.0,10.0813,6.77
47,002469.SZ,002469,三维工程,建筑施工,1.0,9.9404,5.53
48,002529.SZ,002529,海源复材,专用机械,1.0,9.9792,10.58
49,002662.SZ,002662,京威股份,汽车配件,1.0,10.0733,6.01
50,300489.SZ,300489,中飞股份,铝,1.0,10.0,19.47
51,002668.SZ,002668,奥马电器,家用电器,1.0,10.0775,7.1
52,002684.SZ,002684,猛狮科技,电气设备,1.0,9.987,8.48
53,300072.SZ,300072,三聚环保,环境保护,1.0,10.0352,12.5
54,300189.SZ,300189,神农基因,种植业,1.0,10.0985,4.47
55,000159.SZ,000159,国际实业,石油贸易,1.0,10.0,12.54
56,300325.SZ,300325,德威新材,塑料,1.0,10.0346,6.36
57,300427.SZ,300427,红相股份,电气设备,1.0,10.0128,17.14
58,300432.SZ,300432,富临精工,汽车配件,1.0,9.9869,8.37
59,300471.SZ,300471,厚普股份,专用机械,1.0,10.0328,16.78
60,603626.SH,603626,科森科技,专用机械,1.0,9.9903,11.34
