,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605196.SH,605196,华通线缆,电气设备,61.12500000000001,9.9829,9.8,,0.0
1,600753.SH,600753,东方银星,商贸代理,61.03965702036442,9.9927,53.85,"上海杰宇资产管理有限公司
深圳格律资产管理有限公司-格律连赢1号私募证券投资基金",2.0
2,600906.SH,600906,财达证券,证券,61.026352288488205,10.0474,58.05,,0.0
3,001203.SZ,001203,大中矿业,普钢,60.99744245524297,10.0044,55.13,,0.0
4,603657.SH,603657,春光科技,塑料,54.489795918367335,9.9891,12.13,"平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
上海雷根资产管理有限公司-雷根多策略基金
中国建设银行股份有限公司-宝盈新兴产业灵活配置混合型证券投资基金
北京堡利特资产管理有限公司-堡利特成长优势私募证券投资基金
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
浙江晖鸿投资管理有限公司-晖鸿掘金10号私募证券投资基金",6.0
5,605089.SH,605089,味知香,食品,53.269754768392374,4.6836,33.75,,0.0
6,002622.SZ,002622,融钰集团,综合类,51.96506550218341,10.1266,29.23,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划
创隆资产管理有限公司",2.0
7,001205.SZ,001205,盛航股份,水运,46.44808743169402,10.0095,10.48,,0.0
8,002922.SZ,002922,伊戈尔,电气设备,46.33374319767229,9.9726,33.06,,0.0
9,300547.SZ,300547,川环科技,橡胶,44.988344988344984,10.8734,23.26,,0.0
10,002289.SZ,002289,宇顺电子,元器件,44.889502762430936,-1.0377,27.77,,0.0
11,300487.SZ,300487,蓝晓科技,化工原料,40.505820955439575,8.645,88.84,"香港中央结算有限公司(陆股通)
全国社保基金一一四组合
中国农业银行股份有限公司-大成创业板两年定期开发混合型证券投资基金",3.0
12,300049.SZ,300049,福瑞股份,医疗保健,39.585605234460196,16.2579,29.5,,0.0
13,605016.SH,605016,百龙创园,食品,38.96276595744681,10.0,13.29,,0.0
14,600095.SH,600095,湘财股份,证券,38.639281129653405,3.6468,50.52,"安信证券-兴业银行-安信证券定发宝3号集合资产管理计划
财通基金-中信建投龙兴662号定向资产管理计划-财通基金安吉91号单一资产管理计划
中国银行股份有限公司-南方中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
财通基金-长沙中盈先导一号股权投资合伙企业(有限合伙)-财通基金安吉117号单一资产管理计划
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金",6.0
15,300264.SZ,300264,佳创视讯,通信设备,37.97814207650272,19.9525,16.85,"中信里昂资产管理有限公司-客户资金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)",2.0
16,300420.SZ,300420,五洋停车,机械基件,36.36363636363635,1.0568,49.16,"中意资管-招商银行-中意资产-定增精选142号资产管理产品
珠海云意道阳股权投资基金(有限合伙)",2.0
17,688221.SH,688221,前沿生物-U,生物制药,35.54794520547946,-6.8267,17.22,国投瑞银医疗保健行业灵活配置混合型证券投资基金,1.0
18,603178.SH,603178,圣龙股份,汽车配件,34.55797933409872,10.0469,23.55,,0.0
19,688260.SH,688260,昀冢科技,元器件,34.022346368715084,2.7409,6.55,,0.0
20,688315.SH,688315,诺禾致源,医疗保健,33.835978835978864,19.9953,16.44,,0.0
21,000066.SZ,000066,中国长城,IT设备,33.19112627986347,10.007,458.55,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
上海浦东发展银行股份有限公司-中欧创新未来18个月封闭运作混合型证券投资基金",4.0
22,002908.SZ,002908,德生科技,元器件,32.743988684582725,10.0234,27.72,"金库骐楷(杭州)投资管理有限公司-金库成长五号私募证券投资基金
上海迎水投资管理有限公司-迎水泰顺1号私募证券投资基金",2.0
23,688200.SH,688200,华峰测控,专用机械,30.605587367690433,3.1068,135.23,"中国银行股份有限公司-国联安优选行业混合型证券投资基金
中国工商银行股份有限公司-海富通改革驱动灵活配置混合型证券投资基金
中国农业银行股份有限公司-长城久嘉创新成长灵活配置混合型证券投资基金
全国社保基金四一四组合
招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金
中国工商银行-汇添富均衡增长混合型证券投资基金
中金公司-广发银行-中金公司丰众12号员工参与科创板战略配售集合资产管理计划
中国工商银行股份有限公司-汇添富策略回报混合型证券投资基金",8.0
24,000829.SZ,000829,天音控股,其他商业,30.441400304414003,-2.2805,87.73,北京国际信托有限公司,1.0
25,688383.SH,688383,新益昌,专用机械,30.08497079129051,2.0519,22.73,,0.0
26,600771.SH,600771,广誉远,中成药,29.78723404255319,8.1241,108.04,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托",3.0
27,605337.SH,605337,李子园,乳制品,29.430960636345095,0.6822,24.56,"中国工商银行股份有限公司-东方红中国优势灵活配置混合型证券投资基金
睿远基金-兴业国际信托有限公司-睿远基金-兴业信托单一资产管理计划
招商银行股份有限公司-东方红睿元三年定期开放灵活配置混合型发起式证券投资基金
招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
睿远基金-兴业国信资产管理有限公司-睿远基金-兴业国信资管单一资产管理计划
华安财保资管-浦发银行-华安财保资管安源11号定向资产管理产品",6.0
28,603518.SH,603518,锦泓集团,服饰,29.316770186335383,9.9842,52.05,,0.0
29,688607.SH,688607,康众医疗,医疗保健,29.142700629964402,5.1751,8.67,中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金,1.0
30,600211.SH,600211,西藏药业,中成药,28.885257806826424,6.3202,176.01,中国银行股份有限公司-华夏鼎沛债券型证券投资基金,1.0
31,300412.SZ,300412,迦南科技,医疗保健,28.520710059171606,-1.5413,24.16,,0.0
32,300309.SZ,300309,吉艾科技,多元金融,28.110599078341014,2.583,23.28,,0.0
33,000820.SZ,000820,*ST节能,环境保护,27.912621359223277,4.9801,15.16,"陕西省国际信托股份有限公司-陕国投·持盈88号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·聚宝盆30号证券投资集合资金信托计划",2.0
34,000718.SZ,000718,苏宁环球,区域地产,27.794561933534755,10.013,193.66,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
安徽省铁路发展基金股份有限公司",4.0
35,688085.SH,688085,三友医疗,医疗保健,27.722454224221018,-2.7873,33.25,"中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
招商银行股份有限公司-中欧启航三年持有期混合型证券投资基金
中国工商银行股份有限公司-中欧创新成长灵活配置混合型证券投资基金
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
招商银行股份有限公司-万家经济新动能混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划",8.0
36,300955.SZ,300955,嘉亨家化,塑料,27.508361204013365,13.4884,14.57,青岛伟晟投资管理股份有限公司-伟晟新坐标二号私募证券投资基金,1.0
37,603157.SH,603157,*ST拉夏,服饰,27.459016393442614,5.0676,4.53,,0.0
