,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600859.SH,600859,王府井,百货,17.84,3407.71
1,002740.SZ,002740,爱迪尔,服饰,7.59,1974.4
2,002643.SZ,002643,万润股份,化工原料,12.35,1961.08
3,600017.SH,600017,日照港,港口,3.67,1680.75
4,601021.SH,601021,春秋航空,空运,40.27,1671.47
5,600729.SH,600729,重庆百货,百货,36.41,1606.17
6,601231.SH,601231,环旭电子,元器件,14.86,1597.65
7,600277.SH,600277,亿利洁能,综合类,7.2,1596.18
8,600308.SH,600308,华泰股份,造纸,5.52,1553.2
9,600083.SH,600083,博信股份,建筑施工,19.2,1509.99
10,300509.SZ,300509,新美星,专用机械,15.33,1478.66
11,600993.SH,600993,马应龙,中成药,16.46,1472.55
12,600573.SH,600573,惠泉啤酒,啤酒,8.59,1443.25
13,600579.SH,600579,天华院,化工机械,11.05,1306.87
14,600655.SH,600655,豫园股份,百货,9.48,1302.21
15,603868.SH,603868,飞科电器,家用电器,47.98,1205.75
16,603816.SH,603816,顾家家居,家居用品,59.75,1162.55
17,002353.SZ,002353,杰瑞股份,化工机械,22.6,1145.92
18,600287.SH,600287,江苏舜天,商贸代理,6.49,1135.04
19,603517.SH,603517,绝味食品,食品,48.5,1119.28
20,600609.SH,600609,金杯汽车,汽车配件,4.03,1103.12
21,000581.SZ,000581,威孚高科,汽车配件,23.17,1088.38
22,603639.SH,603639,海利尔,农药化肥,33.16,1078.82
23,002412.SZ,002412,汉森制药,中成药,17.85,1008.32
24,600125.SH,600125,铁龙物流,铁路,8.75,1004.11
25,600583.SH,600583,海油工程,石油开采,6.4,988.72
26,600616.SH,600616,金枫酒业,红黄药酒,6.12,981.14
27,002595.SZ,002595,豪迈科技,专用机械,21.2,969.73
28,002679.SZ,002679,福建金森,林业,24.32,961.33
29,300732.SZ,300732,设研院,建筑施工,41.67,959.26
30,002099.SZ,002099,海翔药业,化学制药,6.7,939.98
31,000798.SZ,000798,中水渔业,渔业,7.01,917.1
32,600608.SH,600608,ST沪科,钢加工,4.94,907.24
33,600004.SH,600004,白云机场,机场,14.6,897.07
34,600622.SH,600622,光大嘉宝,区域地产,8.34,887.33
35,002809.SZ,002809,红墙股份,化工原料,20.47,870.89
36,603990.SH,603990,麦迪科技,软件服务,50.87,867.63
37,300375.SZ,300375,鹏翎股份,汽车配件,7.41,849.67
38,002363.SZ,002363,隆基机械,汽车配件,6.74,849.37
39,601888.SH,601888,中国国旅,旅游服务,65.47,849.2
