,ts_code,symbol,name,industry,COL_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605339.SH,605339,南侨食品,食品,135.86912065439677,36.64,,0.0
1,300268.SZ,300268,佳沃股份,农业综合,122.95081967213117,30.94,,0.0
2,605337.SH,605337,李子园,乳制品,43.255971348805744,33.03,,0.0
3,600095.SH,600095,湘财股份,证券,39.463956529712085,67.59,"深圳德威资本投资管理有限公司-德威资本劲松1号私募基金
北京中金众鑫投资管理有限公司-金明2号私募投资基金
中国工商银行股份有限公司-申万菱信中证申万证券行业指数分级证券投资基金",3.0
4,000848.SZ,000848,承德露露,软饮料,34.22157122334581,102.58,"上海申毅投资股份有限公司-华量申毅2号私募投资基金
全国社保基金四一三组合
香港中央结算有限公司(陆股通)
全国社保基金六零四组合
基本养老保险基金一零零三组合
中央汇金资产管理有限责任公司",6.0
5,605499.SH,605499,东鹏饮料,软饮料,20.996548101455815,32.26,,0.0
6,002570.SZ,002570,贝因美,乳制品,20.68273092369477,61.45,长城(德阳)长弘投资基金合伙企业(有限合伙),1.0
7,002365.SZ,002365,永安药业,化学制药,20.080726538849646,28.94,中央汇金资产管理有限责任公司,1.0
8,605179.SH,605179,一鸣食品,乳制品,16.58060814687321,12.4,,0.0
9,600189.SH,600189,泉阳泉,软饮料,15.959409594095941,86.52,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司",2.0
10,002810.SZ,002810,山东赫达,化工原料,15.289480837184023,155.87,"上海高毅资产管理合伙企业(有限合伙)-高毅任昊优选致福私募证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国农业银行股份有限公司-工银瑞信高质量成长混合型证券投资基金",7.0
11,300999.SZ,300999,金龙鱼,食品,15.28438987722376,361.64,,0.0
12,600543.SH,600543,莫高股份,红黄酒,15.242165242165239,25.98,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
13,600257.SH,600257,大湖股份,渔业,15.170278637770895,35.8,,0.0
14,605016.SH,605016,百龙创园,食品,14.552631578947373,13.84,,0.0
15,000153.SZ,000153,丰原药业,化学制药,13.743455497382207,27.11,,0.0
16,605300.SH,605300,佳禾食品,食品,12.822647793505414,10.84,,0.0
17,603536.SH,603536,惠发食品,食品,11.842105263157897,24.28,"中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
中国农业银行股份有限公司-交银施罗德先锋混合型证券投资基金
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国工商银行股份有限公司-华安安信消费服务混合型证券投资基金",5.0
18,300094.SZ,300094,国联水产,渔业,11.392405063291132,38.5,"中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
广东省农业供给侧结构性改革基金管理有限公司-广东省农业供给侧结构性改革基金合伙企业(有限合伙)
中国华融资产管理股份有限公司",3.0
19,300741.SZ,300741,华宝股份,食品,11.297565587331594,54.57,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红恒阳五年定期开放混合型证券投资基金
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
盈峰资本管理有限公司-顺荣成长基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金",5.0
20,002186.SZ,002186,全聚德,酒店餐饮,11.039558417663308,37.18,中央汇金资产管理有限责任公司,1.0
21,300858.SZ,300858,科拓生物,食品,9.816894906908779,14.72,"中国工商银行-华安安信消费服务股票型证券投资基金
上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金
易方达资产-工商银行-易方达资产华瑞8号资产管理计划",3.0
22,605338.SH,605338,巴比食品,食品,9.792106056040971,22.59,,0.0
23,603777.SH,603777,来伊份,食品,9.282700421940927,43.58,上海迎水投资管理有限公司-迎水巡洋10号私募证券投资基金,1.0
24,603020.SH,603020,爱普股份,食品,8.899999999999997,69.7,,0.0
25,002481.SZ,002481,双塔食品,食品,8.883455582722078,146.89,香港中央结算有限公司(陆股通),1.0
26,002161.SZ,002161,远望谷,通信设备,8.300395256917014,39.05,"孝泽(杭州)资产管理有限公司-孝泽-全景8号私募证券投资基金
香港中央结算有限公司(陆股通)
上海呈瑞投资管理有限公司-呈瑞和兴4号私募证券投资基金
孝泽(杭州)资产管理有限公司-孝泽-全景18号私募证券投资基金
中央汇金资产管理有限责任公司",5.0
27,605108.SH,605108,同庆楼,酒店餐饮,8.235294117647074,14.72,"青岛鼎潮基金管理有限公司-鼎潮创盈1号私募证券投资基金
青榕资产管理有限公司-青榕中华消费基金",2.0
28,600929.SH,600929,雪天盐业,食品,7.98051328411431,59.2,,0.0
29,002956.SZ,002956,西麦食品,食品,7.8518991382061865,23.11,"北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
中国银行股份有限公司-嘉实瑞和两年持有期混合型证券投资基金
嘉实基金-国新投资有限公司-嘉实基金-国新2号单一资产管理计划
山东铁路发展基金有限公司
中国银行-嘉实增长开放式证券投资基金",8.0
30,600073.SH,600073,上海梅林,食品,7.7764277035236695,83.18,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
信达国萃股权投资基金(上海)合伙企业(有限合伙)",3.0
31,300973.SZ,300973,立高食品,食品,7.291798306584107,61.35,,0.0
32,000869.SZ,000869,张裕A,红黄酒,7.028926736955943,179.53,中央汇金资产管理有限责任公司,1.0
33,600305.SH,600305,恒顺醋业,食品,6.653809064609462,221.85,"全国社保基金一零五组合
全国社保基金六零三组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-诺德价值优势混合型证券投资基金
全国社保基金一一零组合
中信银行股份有限公司-农银汇理策略精选混合型证券投资基金",6.0
34,600872.SH,600872,中炬高新,食品,6.618429453075114,399.12,"全国社保基金四零六组合
中国银行股份有限公司-兴全合丰三年持有期混合型证券投资基金
全国社保基金一零一组合
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
全国社保基金一零六组合",8.0
