,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,300006.SZ,300006,莱美药业,化学制药,True,5.72,True,False,中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
1,000813.SZ,000813,德展健康,化学制药,True,6.12,True,True,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金"
2,002539.SZ,002539,云图控股,农药化肥,True,6.81,True,True,"全国社保基金六零四组合
全国社保基金四零一组合"
3,002099.SZ,002099,海翔药业,化学制药,True,7.64,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国工商银行-汇添富美丽30混合型证券投资基金"
4,000931.SZ,000931,中关村,生物制药,True,10.34,True,False,"北京天鑫财富投资管理有限公司-天鑫医药价值成长1号私募证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
5,300016.SZ,300016,北陆药业,中成药,True,10.62,True,True,大业信托有限责任公司-大业信托·优悦3号单一资金信托
6,002432.SZ,002432,九安医疗,医疗保健,True,10.75,True,False,
7,600812.SH,600812,华北制药,化学制药,True,11.94,True,True,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
8,300705.SZ,300705,九典制药,化学制药,True,13.23,True,False,"招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金"
9,603108.SH,603108,润达医疗,医药商业,True,13.45,True,False,"香港中央结算有限公司(陆股通)
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金"
10,300143.SZ,300143,盈康生命,医疗保健,True,14.96,True,True,"浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合"
11,600380.SH,600380,健康元,化学制药,True,16.05,True,False,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
基本养老保险基金一六零一一组合
全国社保基金一零八组合
博时基金管理有限公司-社保基金四一九组合
全国社保基金五零二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零八组合
全国社保基金五零二组合
博时基金管理有限公司-社保基金四一九组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实医疗保健股票型证券投资基金
基本养老保险基金一六零一一组合"
12,300149.SZ,300149,量子生物,生物制药,True,16.19,True,True,香港中央结算有限公司(陆股通)
13,300206.SZ,300206,理邦仪器,医疗保健,True,17.2,True,True,"云南国际信托有限公司-理邦仪器1号员工持股集合资金信托计划
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金"
14,002258.SZ,002258,利尔化学,农药化肥,True,17.62,True,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
博时基金管理有限公司-社保基金四一九组合
全国社保基金一零一组合
中国工商银行-博时第三产业成长混合型证券投资基金
中央汇金资产管理有限责任公司"
15,600993.SH,600993,马应龙,中成药,True,18.62,True,True,"中国农业银行股份有限公司-大成睿享混合型证券投资基金
中央汇金资产管理有限责任公司
全国社保基金五零三组合
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
摩根士丹利投资管理公司-摩根士丹利中国A股基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金"
16,002923.SZ,002923,润都股份,化学制药,True,19.49,True,False,广东中科白云新兴产业创业投资基金有限公司
17,300453.SZ,300453,三鑫医疗,医疗保健,True,20.27,True,True,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托"
18,002675.SZ,002675,东诚药业,化学制药,True,20.49,True,True,"香港中央结算有限公司(陆股通)
全国社保基金六零二组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金"
19,300485.SZ,300485,赛升药业,生物制药,True,21.99,True,True,
20,002294.SZ,002294,信立泰,化学制药,True,23.04,True,True,"香港中央结算有限公司(陆股通)
北京市中国人民大学教育基金会
中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
21,600566.SH,600566,济川药业,中成药,True,23.24,True,False,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
全国社保基金一一六组合
中央汇金资产管理有限责任公司
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金"
22,300396.SZ,300396,迪瑞医疗,医疗保健,True,26.89,True,False,"中央汇金资产管理有限责任公司
上海仟榕资产管理有限公司-仟晟4号私募基金
上海仟榕资产管理有限公司-仟晟3号私募基金"
23,300246.SZ,300246,宝莱特,医疗保健,True,27.58,True,False,"中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划"
24,002382.SZ,002382,蓝帆医疗,医疗保健,True,28.28,True,False,"中泰证券资管-证券行业支持民企发展中泰资管2号FOF集合资管计划-证券行业支持民企发展系列之中泰资管11号单一资产管理计划
富安达基金-南京银行-富安达-富享14号股票型资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金"
25,603976.SH,603976,正川股份,医疗保健,True,28.52,True,False,
26,603456.SH,603456,九洲药业,化学制药,True,28.8,True,False,"中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
全国社保基金六零二组合"
27,300298.SZ,300298,三诺生物,医疗保健,True,28.89,True,False,"香港中央结算有限公司(陆股通)
广东省铁路发展基金有限责任公司
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金"
28,300244.SZ,300244,迪安诊断,医疗保健,True,30.5,True,True,"香港中央结算有限公司(陆股通)
中国华融资产管理股份有限公司
北信瑞丰资产-民生银行-北信瑞丰资产民生民生凤凰1号专项资产管理计划
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司"
29,300575.SZ,300575,中旗股份,农药化肥,True,35.81,True,False,"中国工商银行-融通动力先锋混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰成长优选混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金"
30,300294.SZ,300294,博雅生物,生物制药,True,37.5,True,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
北信瑞丰基金-渤海银行-北信瑞丰基金宏瑞2号资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金一一四组合
中意资管-招商银行-中意资产-招商银行-定增精选87号资产管理产品"
31,600161.SH,600161,天坛生物,生物制药,True,41.84,True,False,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金"
32,000513.SZ,000513,丽珠集团,化学制药,True,44.39,True,False,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
中国华融资产管理股份有限公司
全国社保基金一零八组合
香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
中国华融资产管理股份有限公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
全国社保基金一零八组合"
33,600529.SH,600529,山东药玻,医疗保健,True,46.59,True,False,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
全国社保基金四零六组合
全国社保基金一一五组合
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国工商银行-广发稳健增长证券投资基金
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划"
34,300642.SZ,300642,透景生命,医疗保健,True,51.01,True,False,"中国国际金融香港资产管理有限公司-客户资金
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金"
35,300142.SZ,300142,沃森生物,生物制药,True,51.5,True,True,"香港中央结算有限公司(陆股通)
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金
全国社保基金四零一组合"
36,688166.SH,688166,博瑞医药,化学制药,True,52.95,True,False,"基本养老保险基金一六零六一组合
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国银行股份有限公司-银华优质增长混合型证券投资基金
嘉实基金-招商银行-华润深国投信托-华润信托·恒盛集合资金信托计划
包商银行股份有限公司-银华中证全指医药卫生指数增强型发起式证券投资基金
银华基金-国新投资有限公司-银华基金-国新1号单一资产管理计划"
37,600211.SH,600211,西藏药业,中成药,True,55.31,True,False,
38,688177.SH,688177,百奥泰-U,生物制药,True,60.21,True,True,"鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
巨杉(上海)资产管理有限公司-巨杉申新1号私募基金"
