,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2637,600613.SH,神奇制药,中成药,5.0,5.0,10.001,10.0363,436181.18
2087,300710.SZ,万隆光电,通信设备,5.0,9.0,7.092,9.989,134364.192
1206,002750.SZ,龙津药业,中成药,5.0,19.0,4.194,10.0,463238.1881
1922,300538.SZ,同益股份,批发业,5.0,5.0,10.0,9.994,87419.4207
479,002017.SZ,东信和平,通信设备,5.0,4.0,9.999,9.9765,646743.22
2449,600375.SH,华菱星马,汽车整车,5.0,5.0,10.021,10.0329,371790.4594
3162,603032.SH,德新交运,公路,5.0,5.0,10.004,9.9896,330646.536
1060,002600.SZ,领益智造,元器件,5.0,5.0,10.039,10.0,1080208.882
637,002175.SZ,东方网络,电器仪表,4.0,4.0,10.073,10.0209,315890.5103
3055,601608.SH,中信重工,专用机械,4.0,4.0,9.956,9.9808,2486487.2549
2670,600651.SH,飞乐音响,电器仪表,4.0,9.0,6.058,10.0209,519210.9411
3021,601319.SH,中国人保,保险,4.0,4.0,10.014,10.0,1179105.84
1666,300279.SZ,和晶科技,元器件,4.0,4.0,9.998,9.9573,241614.1441
1665,300278.SZ,华昌达,专用机械,4.0,9.0,5.594,9.9877,239109.561
3133,603000.SH,人民网,互联网,4.0,4.0,9.997,9.9828,2826146.3391
1563,300175.SZ,朗源股份,食品,4.0,5.0,8.402,9.9678,315741.4315
1473,300085.SZ,银之杰,软件服务,4.0,10.0,8.207,10.0228,799097.6247
3103,601890.SH,亚星锚链,船舶,4.0,6.0,8.656,9.9688,677336.4
2069,300691.SZ,联合光电,元器件,3.0,3.0,10.007,10.0,202744.1539
2376,600288.SH,大恒科技,软件服务,3.0,3.0,9.998,10.0099,484848.0
2201,600086.SH,东方金钰,服饰,3.0,4.0,9.286,10.0671,693290.3305
817,002356.SZ,赫美集团,其他商业,3.0,5.0,6.424,10.0386,410604.6887
1467,300079.SZ,数码科技,通信设备,3.0,3.0,9.999,10.0394,675880.8717
1225,002771.SZ,真视通,软件服务,3.0,5.0,6.354,9.9941,169203.4322
881,002420.SZ,毅昌股份,塑料,3.0,9.0,4.143,10.0671,192724.9815
1558,300170.SZ,汉得信息,软件服务,3.0,4.0,7.933,10.0262,1164085.7743
1756,300370.SZ,安控科技,电器仪表,3.0,9.0,4.359,9.8985,309144.6086
949,002488.SZ,金固股份,汽车配件,3.0,3.0,9.994,10.0317,801098.2892
980,002519.SZ,银河电子,通信设备,3.0,3.0,9.973,10.0616,445709.6449
1025,002565.SZ,顺灏股份,造纸,3.0,5.0,8.68,9.965,861524.8995
1636,300249.SZ,依米康,软件服务,3.0,3.0,10.007,10.0257,260635.736
1397,300008.SZ,天海防务,船舶,3.0,4.0,8.527,10.0478,277108.7334
1406,300017.SZ,网宿科技,电信运营,3.0,4.0,9.127,10.0077,2747877.0887
2767,600756.SH,浪潮软件,软件服务,3.0,4.0,7.528,9.9957,827424.1164
2629,600604.SH,市北高新,园区开发,3.0,4.0,8.191,10.0,2098672.5457
3005,601212.SH,白银有色,铜,3.0,4.0,8.044,10.0917,943044.0408
3040,601519.SH,大智慧,软件服务,3.0,13.0,8.724,10.0513,2132802.1
