,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_MONTHLY_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002723.SZ,002723,金莱特,家用电器,True,-0.19110000000000002,28.54,"华宝信托有限责任公司-“辉煌”22号单一资金信托
中央汇金资产管理有限责任公司",2.0
1,300936.SZ,300936,N中英,元器件,True,0.0,10.4,,0.0
2,605228.SH,605228,神通科技,汽车配件,True,0.0,10.93,,0.0
3,300938.SZ,300938,信测标准,综合类,True,0.0,8.98,,0.0
4,605398.SH,605398,新炬网络,软件服务,True,0.0,11.8,,0.0
5,003035.SZ,003035,南网能源,环境保护,True,0.0,27.12,,0.0
6,003031.SZ,003031,中瓷电子,元器件,True,0.0,21.38,,0.0
7,003030.SZ,003030,祖名股份,食品,True,0.0,14.29,,0.0
8,605005.SH,605005,合兴股份,汽车配件,True,0.0,6.53,,0.0
9,300937.SZ,300937,药易购,医药商业,True,0.0,9.07,,0.0
10,600235.SH,600235,民丰特纸,造纸,True,0.004399999999999994,21.64,,0.0
11,002138.SZ,002138,顺络电子,元器件,True,0.006900000000000017,206.42,"深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",6.0
12,300604.SZ,300604,长川科技,专用机械,True,0.025900000000000024,76.95,"中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
国家集成电路产业投资基金股份有限公司
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金",5.0
13,002331.SZ,002331,皖通科技,软件服务,True,0.032100000000000024,57.65,,0.0
14,603177.SH,603177,德创环保,环境保护,True,0.039400000000000004,20.54,中阅资本管理股份公司-中阅聚焦3号私募证券投资基金,1.0
