,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,603324.SH,603324,盛剑环境,环境保护,True,9.9965,9.99650471862985,0.9999995279720278,9.75,,0.0
1,003043.SZ,003043,华亚智能,专用机械,True,10.0064,20.995443392919743,0.47659865108514166,6.9,,0.0
2,003041.SZ,003041,真爱美家,纺织,True,9.9965,20.987654320987637,0.47630382352941214,7.84,,0.0
3,003042.SZ,003042,中农联合,农药化肥,True,10.0117,21.0305958132045,0.47605403522205225,10.3,,0.0
4,002053.SZ,002053,云南能投,食品,True,10.0257,35.22906793048974,0.28458601345291473,47.79,中央汇金资产管理有限责任公司,1.0
5,603227.SH,603227,雪峰科技,化工原料,True,10.0823,36.13231552162848,0.27903830281690156,35.24,,0.0
6,300957.SZ,300957,贝泰妮,日用化工,True,7.4365,29.990173197395897,0.2479645566250256,113.74,,0.0
7,600058.SH,600058,五矿发展,商贸代理,True,6.7259,30.9968847352025,0.21698632160804016,90.15,"嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划",4.0
8,000761.SZ,000761,本钢板材,普钢,True,9.893,46.26334519572954,0.213841,142.86,,0.0
9,003033.SZ,003033,征和工业,机械基件,True,9.9919,46.800862688713174,0.21349820122887855,8.35,,0.0
10,002639.SZ,002639,雪人股份,专用机械,True,9.9448,47.9553903345725,0.20737606201550385,44.47,,0.0
11,603991.SH,603991,至正股份,塑料,True,6.6217,32.54806390468454,0.20344374459234607,36.48,,0.0
12,300146.SZ,300146,汤臣倍健,医疗保健,True,8.1012,40.03181462048006,0.20236904264278516,263.23,"香港中央结算有限公司(陆股通)
全国社保基金四零三组合
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
中央汇金资产管理有限责任公司",5.0
13,605369.SH,605369,拱东医疗,医疗保健,True,7.0254,36.26118067978534,0.1937443808584114,15.23,,0.0
14,600569.SH,600569,安阳钢铁,普钢,True,9.8976,51.886792452830186,0.1907537454545455,77.08,,0.0
15,002099.SZ,002099,海翔药业,化学制药,True,8.3661,44.10994764397906,0.18966470029673588,176.93,,0.0
16,002490.SZ,002490,山东墨龙,化工机械,True,9.4891,52.542372881355924,0.18059900000000004,24.37,"深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金
香港中央结算有限公司(陆股通)
华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划",3.0
17,600231.SH,600231,凌钢股份,普钢,True,9.901,54.88372093023257,0.18039957627118638,94.11,,0.0
18,605337.SH,605337,李子园,乳制品,True,7.2969,41.61687170474517,0.17533513935810807,15.59,,0.0
19,601005.SH,601005,重庆钢铁,普钢,True,6.7039,40.441176470588225,0.16576916363636368,160.07,,0.0
20,002138.SZ,002138,顺络电子,元器件,True,7.93,47.968136089116655,0.16531807667630458,262.23,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
全国社保基金四零六组合
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划",5.0
21,605299.SH,605299,舒华体育,文教休闲,True,9.9744,61.502347417840355,0.16217917557251912,8.6,,0.0
22,002203.SZ,002203,海亮股份,铜,True,5.3846,33.37969401947147,0.16131364166666673,177.16,,0.0
23,603989.SH,603989,艾华集团,元器件,True,5.7628,36.149228130360214,0.15941695848161325,126.33,"交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
中国农业银行股份有限公司-大成高新技术产业股票型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
招商银行股份有限公司-大成睿鑫股票型证券投资基金
大成基金管理有限公司-社保基金1101组合
全国社保基金一一三组合",6.0
24,603717.SH,603717,天域生态,环境保护,True,2.459,16.550116550116556,0.148579014084507,24.18,,0.0
25,000825.SZ,000825,太钢不锈,特种钢,True,7.8629,53.29512893982806,0.14753505913978499,304.75,,0.0
26,600896.SH,600896,览海医疗,医疗保健,True,10.0,67.89473684210527,0.14728682170542634,55.45,,0.0
27,605199.SH,605199,葫芦娃,中成药,True,10.0178,69.09589041095889,0.14498402061855672,12.37,,0.0
28,603365.SH,603365,水星家纺,纺织,True,3.2129,22.38095238095239,0.14355510638297866,41.12,,0.0
29,603002.SH,603002,宏昌电子,化工原料,True,8.1897,66.59292035398232,0.12298154152823916,46.27,,0.0
30,300705.SZ,300705,九典制药,化学制药,True,3.0609,26.78647839109969,0.11427034025559112,39.5,,0.0
31,603186.SH,603186,华正新材,元器件,True,5.7716,51.977793199167245,0.11103972763684913,61.38,"兴证证券资管-陈国建-兴证资管科睿89号单一资产管理计划
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
全国社保基金四一三组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
中意资管-招商银行-中意资产-定增优选1号资产管理产品",5.0
32,000576.SZ,000576,甘化科工,综合类,True,3.8554,35.67681007345227,0.108064594117647,55.34,"上海泉汐投资管理有限公司-泉汐名扬多策略组合投资私募基金1号
中信银行股份有限公司-华安添瑞6个月持有期混合型证券投资基金
中国工商银行股份有限公司-华安安康灵活配置混合型证券投资基金
上海泉汐投资管理有限公司-泉汐名扬多策略组合投资私募证券基金6号",4.0
33,002810.SZ,002810,山东赫达,化工原料,True,6.0225,56.24110109159943,0.10708360759493671,118.6,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅任昊优选致福私募证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金",5.0
34,002511.SZ,002511,中顺洁柔,造纸,True,3.0548,31.27051101734648,0.09768948125937026,357.81,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
全国社保基金一零一组合
交通银行股份有限公司-富国消费主题混合型证券投资基金",5.0
35,603987.SH,603987,康德莱,医疗保健,True,6.3477,65.80502215657312,0.09646224242424242,97.98,"中国建设银行股份有限公司-国泰医药健康股票型证券投资基金
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-海富通改革驱动灵活配置混合型证券投资基金
中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金",7.0
36,601127.SH,601127,小康股份,汽车配件,True,10.0204,104.46631339894022,0.09591991594202898,260.32,,0.0
37,000933.SZ,000933,神火股份,铝,True,7.1845,74.96038034865293,0.09584396405919661,209.82,,0.0
38,603588.SH,603588,高能环境,环境保护,True,5.4313,59.16398713826367,0.09180077717391304,151.75,,0.0
39,002762.SZ,002762,金发拉比,服饰,True,9.9877,112.38095238095238,0.08887360169491526,17.18,,0.0
40,603759.SH,603759,海天股份,水务,True,10.0159,114.37422552664187,0.08757130335861324,26.99,,0.0
41,000906.SZ,000906,浙商中拓,批发业,True,3.7485,43.47826086956521,0.08621550000000001,56.76,,0.0
42,002968.SZ,002968,新大正,房产服务,True,3.7379,43.9077287066246,0.08513079838347552,33.91,"中国银行股份有限公司-国投瑞银精选收益灵活配置混合型证券投资基金
中国建设银行-宝康消费品证券投资基金
中国银行股份有限公司-华宝先进成长混合型证券投资基金
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
湖北荣巽嵩山物业服务产业投资基金(有限合伙)
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国建设银行股份有限公司-华宝研究精选混合型证券投资基金",7.0
