,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,001896.SZ,001896,豫能控股,火力发电,10.4,3.0,10.0,119.66,,0.0
1,003026.SZ,003026,中晶科技,半导体,35.43,3.0,10.0,8.84,,0.0
2,605186.SH,605186,健麾信息,专用机械,29.95,3.0,8.0,10.18,,0.0
3,600121.SH,600121,郑州煤电,煤炭开采,8.57,3.0,7.0,104.42,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
4,000899.SZ,000899,赣能股份,火力发电,7.99,3.0,6.0,77.96,,0.0
5,003029.SZ,003029,吉大正元,软件服务,19.64,3.0,6.0,8.86,,0.0
6,002564.SZ,002564,天沃科技,建筑工程,4.93,3.0,5.0,42.82,"北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划
陕西省国际信托股份有限公司-陕国投·易泓30号证券投资集合资金信托计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-汇沣12号结构化证券投资集合资金信托计划",5.0
7,688679.SH,688679,通源环境,环境保护,16.07,1.0,5.0,4.81,,0.0
8,600292.SH,600292,远达环保,环境保护,8.31,2.0,5.0,64.89,中央汇金资产管理有限责任公司,1.0
9,000591.SZ,000591,太阳能,新型电力,7.13,3.0,4.0,145.25,"申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划
长安基金-民生银行-长安悦享定增25号分级资产管理计划",2.0
10,605179.SH,605179,N一鸣,乳制品,13.26,1.0,4.0,8.09,,0.0
11,000521.SZ,000521,长虹美菱,家用电器,5.95,2.0,4.0,51.92,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)",2.0
12,603110.SH,603110,东方材料,染料涂料,29.2,1.0,4.0,41.97,,0.0
13,003028.SZ,003028,N振邦,元器件,31.32,1.0,4.0,8.58,,0.0
14,600537.SH,600537,亿晶光电,电气设备,5.72,2.0,3.0,67.29,中央汇金资产管理有限公司,1.0
15,600798.SH,600798,宁波海运,水运,4.91,3.0,3.0,50.61,,0.0
16,600956.SH,600956,新天绿能,供气供热,11.76,3.0,3.0,15.85,香港中央结算有限公司(陆股通),1.0
17,601956.SH,601956,东贝集团,机械基件,12.06,1.0,3.0,24.96,,0.0
18,600333.SH,600333,长春燃气,供气供热,7.66,3.0,3.0,46.65,,0.0
19,600379.SH,600379,宝光股份,电气设备,7.11,3.0,3.0,23.48,中航证券-中国航发资产管理有限公司-中航证券兴航6号单一资产管理计划,1.0
20,600403.SH,600403,大有能源,煤炭开采,5.63,3.0,3.0,134.6,"中央汇金资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
21,605377.SH,605377,N华旺,造纸,24.32,1.0,3.0,12.4,,0.0
22,000767.SZ,000767,晋控电力,火力发电,3.53,2.0,3.0,102.8,"中投知本汇(北京)资产管理有限公司-晋商2号私募投资基金
华安未来资产-工商银行-中航信托-天顺(2016)322号华安未来定增投资单一资金信托
国开泰富基金-光大银行-华鑫国际信托-华鑫信托·专户投资2号单一资金信托
中投知本汇(北京)资产管理有限公司-晋商1号私募投资基金
泰达宏利基金-招商银行-华创证券有限责任公司
国电投华泽(天津)资产管理有限公司",6.0
23,000993.SZ,000993,闽东电力,水力发电,8.17,2.0,2.0,30.47,中央汇金资产管理有限责任公司,1.0
24,003009.SZ,003009,中天火箭,航空,70.25,2.0,2.0,27.29,上海量宇资产管理有限公司,1.0
25,605376.SH,605376,博迁新材,小金属,44.98,1.0,2.0,29.42,,0.0
26,600982.SH,600982,宁波热电,供气供热,4.15,2.0,2.0,31.0,,0.0
