,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605266.SH,605266,健之佳,医药商业,158.0,2.0,9.0,20.93,,0.0
1,605258.SH,605258,协和电子,元器件,54.51,2.0,7.0,11.99,,0.0
2,605183.SH,605183,确成股份,化工原料,25.06,3.0,6.0,12.21,,0.0
3,605376.SH,605376,博迁新材,小金属,18.51,2.0,5.0,12.11,,0.0
4,003022.SZ,003022,联泓新科,化工原料,18.15,2.0,5.0,26.75,,0.0
5,600257.SH,600257,大湖股份,渔业,6.66,3.0,4.0,32.05,,0.0
6,002636.SZ,002636,金安国纪,元器件,10.97,2.0,4.0,79.32,香港中央结算有限公司(陆股通),1.0
7,600746.SH,600746,江苏索普,化工原料,9.06,2.0,4.0,27.6,,0.0
8,600509.SH,600509,天富能源,火力发电,5.23,3.0,3.0,60.22,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划",4.0
9,603025.SH,603025,大豪科技,IT设备,10.52,3.0,3.0,96.61,香港中央结算有限公司(陆股通),1.0
10,002612.SZ,002612,朗姿股份,服饰,17.58,3.0,3.0,45.95,"广东逸信基金管理有限公司-逸信汇富1号朗姿股份私募投资基金
中原信托有限公司-金融产品投资20160303号单一资金信托
江苏中韩晨晖朗姿股权投资基金(有限合伙)",3.0
11,002245.SZ,002245,澳洋顺昌,仓储物流,10.23,1.0,2.0,93.49,,0.0
12,600559.SH,600559,老白干酒,白酒,22.55,1.0,2.0,197.7,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划
北京航天产业投资基金(有限合伙)
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划",5.0
13,002646.SZ,002646,青青稞酒,白酒,19.06,2.0,2.0,85.73,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",8.0
14,600237.SH,600237,铜峰电子,元器件,5.19,1.0,2.0,29.29,铜陵市铜鑫先进结构材料产业纾困发展基金合伙企业(有限合伙),1.0
15,600805.SH,600805,悦达投资,综合类,5.54,2.0,2.0,47.11,"博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",11.0
16,600800.SH,600800,天津磁卡,综合类,5.39,1.0,2.0,32.93,,0.0
17,601015.SH,601015,陕西黑猫,焦炭加工,4.21,2.0,2.0,68.61,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
18,601717.SH,601717,郑煤机,汽车配件,11.58,2.0,2.0,172.45,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
河南资产管理有限公司",3.0
19,600889.SH,600889,南京化纤,化纤,7.7,1.0,1.0,26.03,"南京国资混改基金有限公司
上海芮翊投资管理有限公司-芮翊乾亨1号私募投资基金
上海芮翊投资管理有限公司-芮翊乾亨2号私募投资基金",3.0
