,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,603797.SH,联泰环保,环境保护,18.08,"粤港澳大湾区, 环保, 污水处理, ",13.5亿
1,600095.SH,哈高科,区域地产,7.48,"雄安-园林环保, 雄安新区, 壳公司, 人造肉, ",27.02亿
2,600239.SH,云南城投,区域地产,3.88,"旅游, 业绩预增, 破净股, 供应链金融, 养老产业, 房地产, 互联网金融, 移动支付, 低价股, 资产重组, ",62.3亿
3,300527.SZ,中国应急,专用机械,15.0,"南北船合并, 中字头, 央企改革, 军工研究所, 核电, 回购, 军工, 军民融合, ",38.05亿
4,300526.SZ,中潜股份,专用机械,18.44,"纺织服装, 智能制造, 机器人, 体育产业, ",11.08亿
5,300403.SZ,汉宇集团,家用电器,6.8,"供应链金融, 厨卫家电, 家电, 智能制造, 新能源汽车, 机器人, 充电桩, ",25.9亿
6,600984.SH,建设机械,工程机械,8.03,"业绩预增, 恒大概念股, 机械, 举牌股, ",63.13亿
7,002863.SZ,今飞凯达,汽车配件,7.6,"汽车零部件, ",14.12亿
8,600072.SH,中船科技,船舶,16.29,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, ",97.87亿
9,603817.SH,海峡环保,环境保护,9.46,"PPP, 环保, 污水处理, ",17.03亿
10,603648.SH,畅联股份,仓储物流,13.1,"智慧物流, 智能制造, 上海国企改革, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, ",35.79亿
11,600685.SH,中船防务,船舶,18.43,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 军工, 债转股-AMC, 工业互联网, 资产重组, ",151.39亿
12,000838.SZ,财信发展,区域地产,4.09,"固废处理, 高质押率, 房地产, 环保, 住房租赁, ",25.86亿
13,000571.SZ,*ST大洲,综合类,2.45,"通用航空, 食品, 海南自由贸易港, 低价股, 自贸区, 自由贸易港, ST股, 海南, ",19.71亿
14,002869.SZ,金溢科技,通信设备,44.4,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, ",19.98亿
15,300407.SZ,凯发电气,电气设备,9.32,"雄安新区, 雄安-工程基建, 京津冀, 股权转让, 高铁轨交, ",16.02亿
16,000536.SZ,华映科技,元器件,3.09,"OLED, 福建自贸区, 破净股, 债转股-AMC, 低价股, 自贸区, 3D玻璃, 强势人气股, ",61.9亿
17,300648.SZ,星云股份,电器仪表,22.7,"华为产业链, 宁德时代概念股, 储能, 锂电池, 燃料电池, 新能源汽车, ",13.63亿
18,002234.SZ,民和股份,农业综合,33.01,"养鸡, ",63.1亿
19,300158.SZ,振东制药,中成药,6.18,"破净股, 保健品, 食品, 医药, 中药, 创新药, 化学药, ",52.57亿
20,601989.SH,中国重工,船舶,6.45,"南北船合并, MSCI, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 回购, 航母, 军工, 军民融合, 债转股-AMC, ",1184.33亿
21,603360.SH,百傲化学,化工原料,30.01,"农药, ",23.53亿
22,300437.SZ,清水源,化工原料,14.01,"社保重仓, 环保, 污水处理, ",18.58亿
23,300220.SZ,金运激光,元器件,38.1,"3D打印, 智能制造, 股权转让, ",47.59亿
24,300692.SZ,中环环保,环境保护,16.31,"固废处理, 环保, 污水处理, ",15.82亿
25,600546.SH,山煤国际,煤炭开采,6.25,"煤炭, 社保重仓, 山西国企改革, ",123.9亿
26,300618.SZ,寒锐钴业,小金属,68.5,"有色金属, 有色-钴, ",78.08亿
27,300119.SZ,瑞普生物,生物制药,13.01,"动物保健, ",24.35亿
28,002356.SZ,*ST赫美,其他商业,3.02,"高质押率, 互联网金融, 移动支付, 低价股, 跨境电商, 国资入股, ST股, ",14.5亿
29,603366.SH,日出东方,家用电器,4.47,"破净股, 厨卫家电, 家电, 独角兽, ",35.76亿
30,601368.SH,绿城水务,水务,7.05,"水务, PPP, 环保, 污水处理, 广西, ",51.87亿
31,600213.SH,亚星客车,汽车整车,12.24,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, ",26.93亿
32,300268.SZ,佳沃股份,农业综合,16.84,"海底捞概念股, 食品, 区块链, 独角兽, ",16.57亿
33,000038.SZ,深大通,广告包装,8.3,"高质押率, 区块链, 国资入股, 工业大麻, ",16.18亿
34,002791.SZ,坚朗五金,其他建材,17.9,"社保重仓, 回购, ",28.84亿
35,300738.SZ,奥飞数据,电信运营,30.06,"高送转-预期, 业绩预增, 网络安全, 高送转-填权, 大数据, 云计算, ",18.11亿
36,002407.SZ,多氟多,化工原料,13.69,"新能源整车, 特斯拉, 锂电池, 新能源汽车, 独角兽, 创投, ",74.41亿
37,002931.SZ,锋龙股份,汽车配件,31.02,"高送转-预期, 汽车零部件, ",8.21亿
38,002367.SZ,康力电梯,运输设备,8.23,"回购, 物联网, 百度概念股, 智能制造, 人工智能, 独角兽, 机器人, ",43.15亿
39,000560.SZ,我爱我家,房产服务,5.4,"大消费, 业绩预增, 定增破发, 房地产, 住房租赁, 资产重组, ",97.08亿
40,603321.SH,梅轮电梯,运输设备,8.41,,9.76亿
41,300187.SZ,永清环保,环境保护,6.45,"固废处理, 雄安-园林环保, 高质押率, 大气治理, 环保, 雄安新区, 国资入股, 资产重组, ",40.98亿
42,603615.SH,茶花股份,家居用品,11.0,"二胎, ",8.23亿
43,002246.SZ,北化股份,化工原料,9.01,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 定增破发, ",40.54亿
44,603978.SH,深圳新星,铝,25.36,"有色-铝, 有色金属, 国资入股, ",19.3亿
45,002204.SZ,大连重工,专用机械,4.16,"振兴东北, 航母, 破净股, ",80.34亿
46,603363.SH,傲农生物,饲料,21.69,"饲料, 养猪, 动物保健, ",39.91亿
47,000005.SZ,世纪星源,环境保护,3.38,"回购, 业绩预增, ",35.76亿
48,300662.SZ,科锐国际,综合类,39.03,,35.36亿
49,002790.SZ,瑞尔特,家居用品,7.72,"业绩预增, 高送转-填权, ",19.53亿
50,000517.SZ,荣安地产,区域地产,3.36,"环杭州湾大湾区, 房地产, ",102.0亿
