,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,000019.SZ,深粮控股,其他商业,10.0375,11.73,50.05,
2,002204.SZ,大连重工,专用机械,10.049,4.49,40.24,
4,000564.SZ,供销大集,百货,10.1961,2.81,39.96,
7,000061.SZ,农产品,农业综合,9.952,9.17,35.19,
10,300485.SZ,赛升药业,生物制药,10.0209,15.81,31.41,
18,601126.SH,四方股份,电气设备,9.9874,8.7,29.94,中央汇金资产管理有限责任公司
21,002490.SZ,山东墨龙,化工机械,10.0529,4.16,29.84,"中央汇金资产管理有限责任公司
深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金"
26,603895.SH,天永智能,专用机械,10.0,23.76,23.3,
30,603266.SH,天龙股份,塑料,10.0092,11.98,20.06,
31,601606.SH,长城军工,专用机械,10.0372,11.84,20.06,
32,002529.SZ,海源复材,专用机械,10.0,7.81,20.06,
33,300443.SZ,金雷股份,专用机械,10.026,16.9,20.05,"全国社保基金四一三组合
天津达晨创世股权投资基金合伙企业(有限合伙)
天津达晨盛世股权投资基金合伙企业(有限合伙)
陕西省国际信托股份有限公司
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华宝绿色领先股票型证券投资基金"
43,002246.SZ,北化股份,化工原料,9.9652,9.49,20.0,
69,002498.SZ,汉缆股份,电气设备,10.0,4.4,16.75,
79,000796.SZ,凯撒旅业,旅游服务,10.0,9.35,16.09,
85,002662.SZ,京威股份,汽车配件,9.9291,3.1,15.55,
87,002592.SZ,八菱科技,汽车配件,10.0179,12.3,15.52,
100,688202.SH,美迪西,医疗保健,13.6526,88.99,13.65,"中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划
中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城医疗保健混合型证券投资基金
中国工商银行股份有限公司-博时科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-华宝医药生物优选混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国民生银行股份有限公司-中银创新医疗混合型证券投资基金
招商银行股份有限公司-中银医疗保健灵活配置混合型证券投资基金"
123,300091.SZ,金通灵,机械基件,10.119,3.7,10.12,
126,002469.SZ,三维工程,建筑工程,10.0917,4.8,10.09,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
144,600218.SH,全柴动力,农用机械,10.0437,10.08,10.04,
157,603577.SH,汇金通,钢加工,10.0152,14.5,10.02,"吉林省现代农业和新兴产业投资基金有限公司
深圳唯瀚成长股权投资基金合伙企业(有限合伙)"
170,300069.SZ,金利华电,电气设备,10.0061,18.03,10.01,
175,603369.SH,今世缘,白酒,10.0104,31.65,10.01,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金"
178,002568.SZ,百润股份,红黄酒,10.0062,35.73,10.01,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金"
188,000048.SZ,京基智农,饲料,9.9958,26.3,10.0,
195,300793.SZ,佳禾智能,IT设备,9.9967,33.23,10.0,
200,603031.SH,安德利,百货,10.0031,35.08,10.0,"合肥荣新股权投资基金合伙企业(有限合伙)
华宝信托有限责任公司-华宝-裕祥1号集合资金信托计划
合肥荣新股权投资基金合伙企业(有限合伙)"
214,600094.SH,大名城,区域地产,10.0,7.92,10.0,
249,002560.SZ,通达股份,电气设备,9.9476,8.4,9.95,华泰证券资管-南京银行-华泰远见1号集合资产管理计划
262,600758.SH,红阳能源,煤炭开采,9.8837,3.78,9.88,
264,600139.SH,西部资源,综合类,9.8592,3.12,9.86,
