,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
637,002175.SZ,东方网络,电器仪表,9.0,9.0,10.036,9.9741,508901.4103
817,002356.SZ,赫美集团,其他商业,8.0,10.0,8.22,9.9761,661769.896
1757,300370.SZ,安控科技,电器仪表,8.0,14.0,6.37,9.9369,497630.005
1528,300139.SZ,晓程科技,元器件,5.0,8.0,7.272,10.0153,305658.8548
1219,002765.SZ,蓝黛传动,汽车配件,4.0,4.0,10.021,10.041,273755.8875
539,002077.SZ,大港股份,区域地产,4.0,8.0,6.567,9.9573,411016.4116
226,000670.SZ,盈方微,元器件,4.0,8.0,7.627,10.0639,413135.7933
2894,600895.SH,张江高科,园区开发,3.0,3.0,10.002,9.9957,3953804.4212
451,000990.SZ,诚志股份,化工原料,3.0,3.0,10.02,10.0199,642777.9896
993,002533.SZ,金杯电工,电气设备,3.0,6.0,6.029,10.0629,362497.2365
1006,002546.SZ,新联电子,电气设备,3.0,7.0,5.687,10.066,520338.4699
2649,600624.SH,复旦复华,综合类,3.0,3.0,10.01,10.0606,621718.5051
2046,300667.SZ,必创科技,电器仪表,3.0,5.0,7.171,10.003,248397.2922
2379,600290.SH,华仪电气,电气设备,3.0,3.0,9.994,9.9526,528892.8437
236,000682.SZ,东方电子,电气设备,3.0,3.0,10.004,10.0365,589744.3234
2360,600268.SH,国电南自,电气设备,3.0,3.0,9.989,9.9494,414180.675
3282,603300.SH,华铁科技,钢加工,2.0,3.0,8.185,10.0299,334091.5658
2188,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
965,002504.SZ,弘高创意,装修装饰,2.0,3.0,8.904,9.9174,220540.0526
1052,002592.SZ,八菱科技,汽车配件,2.0,2.0,9.988,9.9857,568368.8756
2630,600604.SH,市北高新,园区开发,2.0,3.0,9.179,9.9295,2703058.2184
2161,600035.SH,楚天高速,路桥,2.0,3.0,7.871,10.1266,664115.8711
898,002437.SZ,誉衡药业,化学制药,2.0,8.0,7.189,9.9638,1315415.4325
531,002069.SZ,獐子岛,渔业,2.0,3.0,8.486,9.9415,388424.3714
444,000981.SZ,银亿股份,汽车配件,2.0,3.0,7.843,10.0239,1186759.4916
2823,600818.SH,中路股份,文教休闲,2.0,3.0,8.972,9.9725,380494.6981
1826,300440.SZ,运达科技,软件服务,2.0,3.0,8.615,9.9885,427051.1404
1924,300539.SZ,横河模具,塑料,2.0,2.0,10.003,10.007,95008.8851
3234,603177.SH,德创环保,环境保护,2.0,3.0,9.477,10.0,84906.25
2324,600226.SH,瀚叶股份,农药化肥,2.0,3.0,7.735,10.1205,910741.1357
2290,600187.SH,国中水务,水务,1.0,3.0,6.1,9.887,566237.8247
2181,600064.SH,南京高科,园区开发,1.0,3.0,6.718,10.0365,1490564.0069
2120,300746.SZ,汉嘉设计,建筑施工,1.0,3.0,4.507,10.0047,123767.8
2638,600613.SH,神奇制药,中成药,1.0,2.0,7.156,10.0211,499930.7371
2451,600376.SH,首开股份,区域地产,1.0,3.0,4.91,10.0367,2288683.1612
2565,600530.SH,交大昂立,医疗保健,1.0,3.0,6.558,10.0548,469560.0
2677,600658.SH,电子城,园区开发,1.0,3.0,6.688,10.0471,784128.1165
2704,600689.SH,上海三毛,纺织,1.0,3.0,5.707,9.9825,191168.4036
2710,600695.SH,绿庭投资,多元金融,1.0,3.0,4.407,9.9834,242234.7875
2980,601113.SH,华鼎股份,化纤,1.0,3.0,7.143,10.0342,803893.25
3164,603033.SH,三维股份,橡胶,1.0,3.0,4.684,10.0046,133162.4
3218,603131.SH,上海沪工,专用机械,1.0,3.0,5.645,10.0,130350.0
2116,300741.SZ,华宝股份,食品,1.0,3.0,5.738,10.0053,256645.53
42,000056.SZ,皇庭国际,房产服务,1.0,3.0,5.725,9.8993,591945.2512
1961,300579.SZ,数字认证,软件服务,1.0,3.0,6.908,10.0132,199979.9184
921,002460.SZ,赣锋锂业,小金属,1.0,3.0,4.62,9.9814,2372858.278
154,000566.SZ,海南海药,化学制药,1.0,3.0,4.95,10.0719,920674.7927
185,000609.SZ,中迪投资,区域地产,1.0,3.0,5.345,10.0813,197685.8089
322,000806.SZ,银河生物,生物制药,1.0,3.0,6.519,10.0329,467261.9134
348,000839.SZ,中信国安,综合类,1.0,3.0,8.374,10.0813,2653167.8758
359,000863.SZ,三湘印象,区域地产,1.0,3.0,4.325,10.041,492293.3533
430,000965.SZ,天保基建,区域地产,1.0,3.0,5.726,9.9773,538267.9841
473,002011.SZ,盾安环境,工程机械,1.0,3.0,6.093,10.0855,541665.1542
516,002054.SZ,德美化工,化工原料,1.0,3.0,6.114,9.9719,244447.4471
565,002103.SZ,广博股份,文教休闲,1.0,3.0,6.13,9.9448,223467.9684
746,002285.SZ,世联行,房产服务,1.0,3.0,3.783,10.0,1326609.6571
956,002495.SZ,佳隆股份,食品,1.0,3.0,6.525,9.9744,293282.5548
1936,300552.SZ,万集科技,软件服务,1.0,3.0,5.396,10.0,90757.744
995,002535.SZ,林州重机,工程机械,1.0,3.0,5.823,9.9526,273980.7833
1025,002565.SZ,顺灏股份,造纸,1.0,2.0,7.126,10.0239,947129.5198
1044,002584.SZ,西陇科学,化工原料,1.0,3.0,7.403,9.9738,319368.7227
1206,002750.SZ,龙津药业,中成药,1.0,24.0,5.313,9.9761,731407.8082
1281,002831.SZ,裕同科技,广告包装,1.0,3.0,5.083,10.0,676804.9088
1329,002883.SZ,中设股份,建筑施工,1.0,7.0,3.611,10.0037,91750.2974
51,000068.SZ,华控赛格,元器件,1.0,3.0,5.217,10.0145,763056.9697
1347,002902.SZ,铭普光磁,元器件,1.0,3.0,5.298,10.0154,206417.4
1515,300126.SZ,锐奇股份,轻工机械,1.0,1.0,9.983,9.9834,139258.5077
1628,300240.SZ,飞力达,仓储物流,1.0,3.0,5.624,9.9881,337657.5637
1333,002887.SZ,绿茵生态,环境保护,1.0,3.0,5.249,10.0189,124218.3552
