,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300748.SZ,金力永磁,元器件,37.06,"稀土磁材, ",15.42亿
1,300210.SZ,森远股份,专用机械,5.29,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, ",21.17亿
2,600476.SH,湘邮科技,软件服务,20.88,"智慧物流, 雄安-智慧城市, 北斗导航, 智能制造, 雄安新区, 快递物流, 国产软件, 独角兽, 蚂蚁金服概念股, ",33.63亿
3,600734.SH,实达集团,电脑设备,11.8,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",41.85亿
4,603977.SH,国泰集团,化工原料,8.97,"定增破发, 股权转让, 民爆, 高铁轨交, 资产重组, ",15.78亿
5,300480.SZ,光力科技,电器仪表,15.46,"军工, 军民融合, 定增破发, 半导体, ",16.32亿
6,002593.SZ,日上集团,汽车配件,4.77,"回购, 汽车零部件, 物联网, 装配式建筑, ",22.26亿
7,300475.SZ,聚隆科技,专用机械,12.97,"智能制造, 股权转让, 机器人, ",16.74亿
8,000795.SZ,英洛华,矿物制品,7.55,"业绩预增, 稀土磁材, 智能制造, 机器人, ",66.92亿
9,300399.SZ,京天利,互联网,13.75,"互联网金融, 国产软件, ",18.43亿
10,600980.SH,北矿科技,元器件,16.27,"央企改革, 稀土磁材, ",24.76亿
11,300366.SZ,创意信息,软件服务,10.19,"5G, 华为产业链, 大数据, 云计算, 智慧城市, 国产软件, ",32.82亿
12,002905.SZ,金逸影视,影视音像,28.73,"影视, ",19.31亿
13,603278.SH,大业股份,钢加工,12.64,"回购, 业绩预增, 轮胎, ",15.15亿
14,300671.SZ,富满电子,半导体,22.97,"半导体, 国产芯片, LED, ",8.15亿
15,002338.SZ,奥普光电,电器仪表,15.69,"中科院系, 军工, 军民融合, 智能制造, 机器视觉, ",37.65亿
16,300626.SZ,华瑞股份,电气设备,9.21,"兜底式增持, 工业自动化, 智能制造, ",8.62亿
17,603189.SH,网达软件,软件服务,14.69,"直播/短视频, 人工智能, 智慧城市, 国产软件, 国产操作系统, 独角兽, ",16.17亿
18,600035.SH,楚天高速,路桥,3.96,"高速公路, 破净股, ",60.46亿
19,603028.SH,赛福天,钢加工,12.61,"壳公司, ",27.84亿
20,603701.SH,德宏股份,汽车配件,14.89,"汽车零部件, 稀土磁材, ",21.29亿
21,600536.SH,中国软件,软件服务,58.28,"中字头, 央企改革, 军工研究所, 军工, 网络安全, 智慧城市, 国产软件, 腾讯概念股, 国产操作系统, ",288.23亿
22,300224.SZ,正海磁材,元器件,7.3,"超级高铁, 百度概念股, 稀土磁材, ",53.73亿
23,002869.SZ,金溢科技,通信设备,28.73,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, ",12.93亿
