,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,002793.SZ,东音股份,专用机械,17.0,"医药, 化学药, ",34.03亿
1,002385.SZ,大北农,饲料,6.89,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, 人造肉, ",184.34亿
2,601588.SH,北辰实业,区域地产,3.96,"北京城市规划, 房地产, 京津冀, ",105.34亿
3,603609.SH,禾丰牧业,饲料,12.5,"饲料, 养猪, ",103.9亿
4,002260.SZ,*ST德奥,航空,3.15,"通用航空, 农机, 小家电, 家电, ST股, 壳公司, ",
5,600070.SH,浙江富润,纺织,9.07,"华为产业链, 回购, 大数据, 印染, 独角兽, ",36.42亿
6,002411.SZ,延安必康,化学制药,20.01,"高质押率, 医药, 中药, 化学药, 锂电池, 新能源汽车, 股权转让, 国资入股, ",298.81亿
7,603368.SH,柳药股份,医药商业,35.29,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, ",91.43亿
8,603703.SH,盛洋科技,通信设备,11.91,"量子通信, LED, ",12.98亿
9,002234.SZ,民和股份,农业综合,32.58,"养鸡, ",62.28亿
10,000999.SZ,华润三九,中成药,27.94,"高股息, MSCI, 央企改革, 社保重仓, 业绩预增, 保健品, 食品, 医药, 中药, 流感, ",273.36亿
11,000659.SZ,珠海中富,广告包装,3.57,"粤港澳大湾区, 举牌股, 包装印刷, ",45.9亿
12,002895.SZ,川恒股份,化工原料,13.55,"高质押率, 磷化工, ",12.07亿
13,300146.SZ,汤臣倍健,食品,21.04,"高股息, 大消费, 饮料, 粤港澳大湾区, 保健品, 食品, 基因测序, 人工智能, 资产重组, ",185.43亿
14,600011.SH,华能国际,火力发电,6.57,"火电, 高股息, 白马股, MSCI, 电改, 央企改革, 风电, ",689.85亿
15,002884.SZ,凌霄泵业,专用机械,28.95,"回购, 高送转, ",18.76亿
16,002602.SZ,世纪华通,汽车配件,18.73,"回购, 汽车零部件, 高质押率, 高送转, 资产重组, 游戏, 手游, ",307.19亿
17,000004.SZ,国农科技,生物制药,21.4,"业绩预增, 网络安全, 资产重组, 游戏, 壳公司, ",17.75亿
18,002925.SZ,盈趣科技,元器件,45.14,"社保重仓, 物联网, 筹码集中, 工业自动化, 智能制造, 人工智能, 工业互联网, 国产软件, VR&AR, 机器视觉, ",74.91亿
19,002467.SZ,二六三,电信运营,7.63,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, ",87.77亿
