code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600146,商赢环球,2.0,-63.944,0.377,-9.612,0.108,
600701,*ST工新,7.76,-38.362,0.165,-46.279,0.278,
002547,春兴精工,7.98,-35.567,0.164,16.789,0.123,
000673,当代东方,7.87,-33.528,0.12,-15.244,0.132,
002504,弘高创意,4.15,-30.732,0.156,12.523,0.12,
000603,盛达矿业,3.93,-30.507,0.147,25.331,0.069,
000038,深大通,1.8,-30.098,0.13,4.378,0.055,
002359,北讯集团,7.08,-27.742,0.128,-53.71,0.216,
002700,新疆浩源,3.13,-26.72,0.054,21.75,0.117,
002164,宁波东力,4.4,-26.584,0.083,3.467,0.078,
000504,南华生物,3.11,-25.91,0.065,7.299,0.118,
000611,天首发展,3.19,-25.597,0.119,18.888,0.085,
002659,凯文教育,3.11,-25.311,0.092,-20.394,0.089,
000953,ST河化,2.94,-24.487,0.103,-5.377,0.115,
000760,斯太尔,6.54,-24.485,0.098,12.463,0.079,
000576,广东甘化,4.36,-23.748,0.108,31.375,0.143,
600506,香梨股份,1.48,-22.761,0.096,-8.414,0.088,
002522,浙江众成,8.48,-22.28,0.106,3.559,0.063,
600462,九有股份,5.34,-21.866,0.07,29.877,0.204,
002261,拓维信息,9.72,-21.666,0.055,10.21,0.09,
002895,川恒股份,0.89,-21.467,0.068,-19.387,0.06,
002006,精功科技,4.55,-21.254,0.061,-22.26,0.089,
002848,高斯贝尔,0.88,-20.803,0.128,27.631,0.095,
600779,水井坊,4.89,-20.765,0.103,-27.825,0.143,
000669,金鸿控股,6.7,-20.538,0.1,37.063,0.103,
600470,六国化工,5.22,-20.471,0.039,-5.246,0.046,
000498,山东路桥,4.41,-19.392,0.074,24.004,0.096,
002672,东江环保,6.52,-19.334,0.066,-6.924,0.045,
002245,澳洋顺昌,9.14,-19.313,0.096,-6.241,0.077,
002893,华通热力,0.64,-19.257,0.071,-3.651,0.053,
002694,顾地科技,4.99,-19.176,0.071,-4.747,0.075,
002622,融钰集团,8.4,-18.94,0.066,13.552,0.103,
002076,雪 莱 特,4.45,-18.879,0.069,10.59,0.117,
002915,中欣氟材,0.28,-18.823,0.067,3.991,0.065,
002143,印纪传媒,9.74,-18.733,0.065,7.79,0.121,
000546,金圆股份,6.61,-18.444,0.088,-24.082,0.095,
002669,康达新材,2.29,-18.268,0.049,-32.199,0.076,
000662,天夏智慧,3.74,-18.232,0.045,34.652,0.127,
002536,西泵股份,3.14,-17.929,0.041,15.411,0.045,
002278,神开股份,3.44,-17.613,0.144,-8.001,0.091,
002141,贤丰控股,6.37,-17.554,0.051,12.061,0.17,
000418,小天鹅Ａ,4.39,-17.403,0.023,-20.583,0.083,
600636,三爱富,4.47,-17.278,0.09,0.886,0.043,
000950,重药控股,7.11,-17.196,0.07,-36.474,0.143,
002165,红 宝 丽,5.27,-17.181,0.043,-1.285,0.052,
002629,仁智股份,3.45,-17.101,0.052,-9.239,0.092,
002635,安洁科技,3.66,-16.999,0.075,-21.493,0.095,
002211,宏达新材,4.32,-16.864,0.058,0.819,0.073,
600075,新疆天业,8.32,-16.753,0.036,-18.762,0.079,
600732,ST新梅,4.46,-16.722,0.058,-0.442,0.066,
600141,兴发集团,6.01,-16.368,0.055,0.052,0.046,
002909,集泰股份,0.79,-16.259,0.068,-19.583,0.123,
002580,圣阳股份,2.98,-16.106,0.064,-0.556,0.071,
600829,人民同泰,5.8,-15.988,0.043,-14.679,0.09,
002716,金贵银业,5.42,-15.875,0.07,-32.479,0.075,
002668,奥马电器,6.54,-15.779,0.052,-56.708,0.464,
002584,西陇科学,3.64,-15.384,0.065,16.903,0.124,
002136,安 纳 达,2.14,-15.367,0.055,-9.236,0.04,
002534,杭锅股份,7.27,-15.312,0.038,-2.96,0.071,
002702,海欣食品,3.19,-15.279,0.065,0.214,0.042,
000509,华塑控股,8.25,-15.241,0.059,4.474,0.091,
002932,明德生物,0.17,-15.213,0.064,-33.04,0.119,
600165,新日恒力,6.85,-15.154,0.062,32.419,0.155,
600538,国发股份,4.64,-15.127,0.072,4.707,0.12,
002596,海南瑞泽,8.63,-15.001,0.048,-26.409,0.103,
