,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_MONTHLY_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002723.SZ,002723,金莱特,家用电器,True,-0.19110000000000002,26.1,"中央汇金资产管理有限责任公司
华宝信托有限责任公司-“辉煌”22号单一资金信托",2.0
1,300937.SZ,300937,C药易购,医药商业,True,0.0,10.9,,0.0
2,003030.SZ,003030,祖名股份,食品,True,0.0,13.38,,0.0
3,003035.SZ,003035,南网能源,环境保护,True,0.0,29.85,,0.0
4,003036.SZ,003036,N泰坦,纺织机械,True,0.0,4.45,,0.0
5,605228.SH,605228,神通科技,汽车配件,True,0.0,9.83,,0.0
6,605005.SH,605005,合兴股份,汽车配件,True,0.0,7.18,,0.0
7,605398.SH,605398,新炬网络,软件服务,True,0.0,10.62,,0.0
8,300938.SZ,300938,C信测,综合类,True,0.0,8.6,,0.0
9,300939.SZ,300939,N秋田微,元器件,True,0.0,12.45,,0.0
10,600235.SH,600235,民丰特纸,造纸,True,0.004399999999999994,20.87,,0.0
11,002138.SZ,002138,顺络电子,元器件,True,0.006900000000000017,208.62,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
全国社保基金四零六组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金",6.0
12,300604.SZ,300604,长川科技,专用机械,True,0.025900000000000024,70.31,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
国家集成电路产业投资基金股份有限公司
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金",5.0
13,002331.SZ,002331,皖通科技,软件服务,True,0.032100000000000024,57.26,,0.0
14,603177.SH,603177,德创环保,环境保护,True,0.039400000000000004,20.6,中阅资本管理股份公司-中阅聚焦3号私募证券投资基金,1.0
15,002539.SZ,002539,云图控股,农药化肥,True,0.0772,61.9,"全国社保基金四零一组合
全国社保基金一一六组合
全国社保基金六零四组合",3.0
16,600865.SH,600865,百大集团,百货,True,0.08020000000000001,28.71,,0.0
17,600674.SH,600674,川投能源,水力发电,True,0.0842,475.43,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
18,002572.SZ,002572,索菲亚,家居用品,True,0.086,196.78,"国泰基金管理有限公司-社保基金四二一组合
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·国鑫38号集合资金信托计划
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
香港中央结算有限公司(陆股通)
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中央汇金资产管理有限责任公司
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)",8.0
