,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
1025,002565.SZ,顺灏股份,造纸,6.0,6.0,10.001,10.0,504724.8417
632,002170.SZ,芭田股份,农药化肥,5.0,5.0,10.026,10.0,324041.9817
2309,600218.SH,全柴动力,农用机械,4.0,4.0,9.959,9.9626,325610.665
3245,603220.SH,贝通信,通信设备,3.0,4.0,9.26,9.9973,341897.56
2362,600280.SH,中央商场,百货,2.0,5.0,6.231,10.0223,567277.4268
260,000713.SZ,丰乐种业,种植业,2.0,5.0,4.434,9.9631,178130.0769
3139,603017.SH,中衡设计,建筑施工,2.0,4.0,6.776,10.0295,402730.89
473,002011.SZ,盾安环境,工程机械,2.0,2.0,10.002,9.9585,445780.3288
2059,300684.SZ,中石科技,化工原料,2.0,5.0,5.147,9.9932,197101.7961
1927,300547.SZ,川环科技,橡胶,1.0,2.0,5.685,9.9761,115210.1372
1990,300613.SZ,富瀚微,半导体,1.0,2.0,5.339,10.0022,131684.3985
2274,600178.SH,东安动力,汽车配件,1.0,1.0,10.086,10.0858,237047.04
2511,600478.SH,科力远,元器件,1.0,1.0,10.046,10.0457,708388.9798
2499,600460.SH,士兰微,半导体,1.0,1.0,10.0,10.0,1284508.3201
1717,300333.SZ,兆日科技,元器件,1.0,1.0,10.057,10.0567,257105.4671
2750,600745.SH,闻泰科技,通信设备,1.0,1.0,9.984,9.9837,1291738.9664
2753,600748.SH,上实发展,全国地产,1.0,5.0,2.329,10.0775,1047711.7227
2799,600800.SH,天津磁卡,综合类,1.0,3.0,5.219,9.9251,358631.1996
2836,600841.SH,上柴股份,机械基件,1.0,2.0,6.792,10.0275,418035.9165
1738,300354.SZ,东华测试,电器仪表,1.0,1.0,10.047,10.0473,70275.8824
157,000570.SZ,苏常柴A,机械基件,1.0,2.0,6.724,10.0,190054.9386
1686,300302.SZ,同有科技,软件服务,1.0,1.0,10.0,10.0,214097.5391
1658,300274.SZ,阳光电源,电气设备,1.0,2.0,5.305,10.0289,1216303.524
226,000670.SZ,盈方微,元器件,1.0,2.0,5.092,9.9217,252438.5617
1481,300096.SZ,易联众,软件服务,1.0,6.0,5.141,10.0452,457850.8481
1321,002875.SZ,安奈儿,服饰,1.0,2.0,5.263,9.9866,63796.3365
1159,002699.SZ,美盛文化,服饰,1.0,1.0,10.058,10.058,449838.5947
1059,002599.SZ,盛通股份,广告包装,1.0,3.0,3.845,9.9692,208858.8266
987,002527.SZ,新时达,电器仪表,1.0,1.0,9.948,9.9476,265140.7259
942,002481.SZ,双塔食品,食品,1.0,2.0,5.809,9.9338,367566.3798
830,002369.SZ,卓翼科技,通信设备,1.0,1.0,10.039,10.0391,354166.378
828,002367.SZ,康力电梯,运输设备,1.0,2.0,6.848,9.9673,352816.9072
782,002321.SZ,华英农业,农业综合,1.0,4.0,4.726,9.9265,317567.6991
682,002220.SZ,天宝食品,食品,1.0,2.0,5.521,9.9265,163034.7074
541,002079.SZ,苏州固锝,半导体,1.0,2.0,5.096,10.0,415504.2881
305,000785.SZ,武汉中商,百货,1.0,6.0,2.375,9.9702,185558.2428
1656,300272.SZ,开能健康,环境保护,1.0,2.0,5.217,9.9851,196686.2811
