,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,300339.SZ,300339,润和软件,软件服务,120.89,6.23,313.21
1,605339.SH,605339,南侨食品,食品,-4.64,5.86,30.27
2,600238.SH,600238,海南椰岛,红黄酒,60.99,4.63,141.78
3,300079.SZ,300079,数码视讯,通信设备,63.87,4.62,118.94
4,300077.SZ,300077,国民技术,半导体,42.23,4.11,79.85
5,300264.SZ,300264,佳创视讯,通信设备,67.07,3.84,27.42
6,300663.SZ,300663,科蓝软件,软件服务,90.33,3.82,102.06
7,300608.SZ,300608,思特奇,软件服务,90.23,3.63,29.57
8,002622.SZ,002622,融钰集团,综合类,-3.51,3.33,43.93
9,603876.SH,603876,鼎胜新材,铝,54.36,3.26,102.08
10,000995.SZ,000995,皇台酒业,白酒,31.46,3.19,59.61
11,002679.SZ,002679,福建金森,林业,-0.39,3.18,47.91
12,300035.SZ,300035,中科电气,电气设备,19.59,3.05,107.67
13,002346.SZ,002346,柘中股份,电气设备,79.67,3.02,73.95
14,600704.SH,600704,物产中大,商贸代理,28.68,2.96,438.38
15,002667.SZ,002667,鞍重股份,工程机械,3.42,2.94,37.01
16,600753.SH,600753,东方银星,商贸代理,1.31,2.92,75.16
17,002759.SZ,002759,天际股份,家用电器,20.83,2.91,134.12
18,300582.SZ,300582,英飞特,半导体,18.02,2.91,40.8
19,002136.SZ,002136,安纳达,化工原料,55.67,2.88,35.89
20,600327.SH,600327,大东方,汽车服务,1.61,2.87,66.89
21,001206.SZ,001206,依依股份,造纸,-4.2,2.82,16.35
22,300268.SZ,300268,佳沃股份,农业综合,2.32,2.82,22.45
23,300220.SZ,300220,金运激光,元器件,52.33,2.8,28.06
24,300390.SZ,300390,天华超净,元器件,27.52,2.79,184.81
25,300340.SZ,300340,科恒股份,元器件,3.09,2.75,26.79
26,300345.SZ,300345,华民股份,钢加工,58.53,2.72,26.65
27,002280.SZ,002280,联络互动,软件服务,-2.41,2.71,92.83
28,605186.SH,605186,健麾信息,医疗保健,-7.92,2.55,10.24
29,600702.SH,600702,舍得酒业,白酒,14.83,2.54,743.1
30,002881.SZ,002881,美格智能,通信设备,52.93,2.53,33.79
31,300598.SZ,300598,诚迈科技,软件服务,40.9,2.51,132.76
32,600906.SH,600906,财达证券,证券,0.99,2.5,76.25
33,002617.SZ,002617,露笑科技,电气设备,24.87,2.47,148.01
34,600963.SH,600963,岳阳林纸,造纸,5.85,2.46,166.61
35,300604.SZ,300604,长川科技,专用机械,24.15,2.46,120.45
36,300953.SZ,300953,震裕科技,机械基件,15.85,2.46,20.11
37,003032.SZ,003032,传智教育,文教休闲,63.43,2.44,12.75
38,002201.SZ,002201,九鼎新材,玻璃,29.81,2.42,66.29
39,603196.SH,603196,日播时尚,服饰,9.13,2.39,21.41
40,300397.SZ,300397,天和防务,通信设备,53.76,2.39,70.06
41,300069.SZ,300069,金利华电,电气设备,17.77,2.37,23.88
42,300546.SZ,300546,雄帝科技,元器件,13.52,2.37,18.02
43,603069.SH,603069,海汽集团,公路,53.88,2.37,82.13
44,300270.SZ,300270,中威电子,通信设备,45.35,2.35,14.86
45,603906.SH,603906,龙蟠科技,化工原料,15.47,2.32,153.69
46,000009.SZ,000009,中国宝安,综合类,54.33,2.31,390.62
47,600096.SH,600096,云天化,农药化肥,29.73,2.29,186.48
48,002326.SZ,002326,永太科技,化工原料,40.97,2.29,113.44
49,603026.SH,603026,石大胜华,化工原料,19.25,2.27,239.45
50,300649.SZ,300649,杭州园林,建筑工程,47.05,2.26,20.98
51,603025.SH,603025,大豪科技,白酒,6.77,2.26,339.99
52,300736.SZ,300736,百邦科技,通信设备,10.89,2.25,15.82
53,300223.SZ,300223,北京君正,半导体,14.81,2.24,318.3
54,603893.SH,603893,瑞芯微,半导体,47.05,2.21,243.78
55,300207.SZ,300207,欣旺达,元器件,12.65,2.2,468.29
56,600744.SH,600744,华银电力,火力发电,3.31,2.19,77.38
57,300458.SZ,300458,全志科技,元器件,16.19,2.18,155.18
58,300096.SZ,300096,易联众,软件服务,1.71,2.17,44.92
59,300624.SZ,300624,万兴科技,软件服务,29.98,2.17,71.32
60,300581.SZ,300581,晨曦航空,航空,47.7,2.17,81.09
61,300568.SZ,300568,星源材质,化工原料,3.64,2.16,174.02
62,603787.SH,603787,新日股份,摩托车,4.46,2.14,54.18
63,600110.SH,600110,诺德股份,电气设备,23.78,2.14,141.18
64,300319.SZ,300319,麦捷科技,元器件,39.44,2.13,78.68
65,002547.SZ,002547,春兴精工,通信设备,36.31,2.06,38.84
66,605337.SH,605337,李子园,乳制品,10.0,2.05,32.06
67,000408.SZ,000408,藏格控股,农药化肥,16.67,2.04,99.43
68,603659.SH,603659,璞泰来,化工原料,18.79,2.03,814.22
69,002536.SZ,002536,飞龙股份,汽车配件,12.48,2.03,43.3
70,300982.SZ,300982,苏文电能,建筑工程,8.54,2.03,16.57
71,300432.SZ,300432,富临精工,汽车配件,18.64,1.98,101.26
72,002269.SZ,002269,美邦服饰,服饰,-4.35,1.94,99.5
73,605369.SH,605369,拱东医疗,医疗保健,6.47,1.93,28.29
74,002594.SZ,002594,比亚迪,汽车整车,26.33,1.93,2662.37
75,002386.SZ,002386,天原股份,化工原料,-2.24,1.92,74.78
76,603822.SH,603822,嘉澳环保,环境保护,29.44,1.91,21.13
77,600129.SH,600129,太极集团,中成药,19.65,1.9,119.01
78,600171.SH,600171,上海贝岭,半导体,37.94,1.88,162.94
79,300287.SZ,300287,飞利信,软件服务,44.09,1.88,63.7
80,000422.SZ,000422,湖北宜化,农药化肥,43.69,1.87,66.44
81,000572.SZ,000572,海马汽车,汽车整车,23.39,1.85,110.02
82,300615.SZ,300615,欣天科技,元器件,30.61,1.85,12.97
83,300671.SZ,300671,富满电子,半导体,25.08,1.84,143.3
84,002169.SZ,002169,智光电气,电气设备,27.82,1.84,85.05
85,002709.SZ,002709,天赐材料,化工原料,9.18,1.82,906.06
86,002407.SZ,002407,多氟多,化工原料,16.48,1.81,200.75
87,300542.SZ,300542,新晨科技,软件服务,37.03,1.8,36.98
88,002010.SZ,002010,传化智联,仓储物流,35.98,1.8,277.85
89,000004.SZ,000004,国华网安,软件服务,35.04,1.78,24.84
90,300477.SZ,300477,合纵科技,电气设备,2.78,1.78,42.39
91,603306.SH,603306,华懋科技,汽车配件,8.94,1.78,101.01
92,000683.SZ,000683,远兴能源,化工原料,16.55,1.76,165.31
93,002341.SZ,002341,新纶科技,化工原料,1.16,1.76,41.81
94,002371.SZ,002371,北方华创,半导体,17.84,1.76,1093.54
95,600714.SH,600714,金瑞矿业,化工原料,21.83,1.74,24.61
96,300363.SZ,300363,博腾股份,化学制药,23.93,1.74,367.8
97,300279.SZ,300279,和晶科技,元器件,16.67,1.74,30.77
98,002812.SZ,002812,恩捷股份,塑料,12.44,1.73,1162.71
99,300076.SZ,300076,GQY视讯,IT设备,32.97,1.72,23.13
100,300235.SZ,300235,方直科技,软件服务,32.52,1.72,16.64
101,600165.SH,600165,新日恒力,化工原料,14.67,1.71,55.68
102,300352.SZ,300352,北信源,软件服务,29.07,1.71,82.27
103,002459.SZ,002459,晶澳科技,电气设备,16.7,1.7,239.21
104,002862.SZ,002862,实丰文化,文教休闲,6.42,1.69,8.89
105,300456.SZ,300456,赛微电子,元器件,33.74,1.68,94.16
106,300588.SZ,300588,熙菱信息,软件服务,17.42,1.68,12.31
107,600328.SH,600328,中盐化工,化工原料,10.03,1.68,70.62
108,300831.SZ,300831,派瑞股份,元器件,4.02,1.68,25.29
109,300680.SZ,300680,隆盛科技,汽车配件,9.77,1.68,31.1
110,002931.SZ,002931,锋龙股份,汽车配件,15.85,1.65,26.85
111,300221.SZ,300221,银禧科技,塑料,7.93,1.62,35.22
112,300191.SZ,300191,潜能恒信,石油开采,23.85,1.62,49.46
113,300919.SZ,300919,中伟股份,化工原料,3.32,1.62,62.12
114,600751.SH,600751,海航科技,软件服务,2.8,1.61,84.92
115,300036.SZ,300036,超图软件,软件服务,15.76,1.61,82.08
116,300560.SZ,300560,中富通,通信设备,31.37,1.61,17.7
117,300541.SZ,300541,先进数通,软件服务,29.98,1.59,41.18
118,300713.SZ,300713,英可瑞,电气设备,25.56,1.59,17.83
119,300234.SZ,300234,开尔新材,陶瓷,20.77,1.59,31.64
120,000949.SZ,000949,新乡化纤,化纤,16.78,1.59,86.62
121,002835.SZ,002835,同为股份,元器件,33.16,1.58,16.3
122,002625.SZ,002625,光启技术,汽车配件,32.0,1.56,354.21
123,002646.SZ,002646,青青稞酒,白酒,2.53,1.54,107.71
124,600173.SH,600173,卧龙地产,全国地产,12.5,1.54,46.02
125,605117.SH,605117,德业股份,家用电器,24.36,1.53,38.67
126,002895.SZ,002895,川恒股份,化工原料,26.18,1.53,64.59
127,300489.SZ,300489,中飞股份,铝,25.71,1.52,32.29
128,300098.SZ,300098,高新兴,通信设备,28.08,1.52,81.8
129,603348.SH,603348,文灿股份,汽车配件,3.7,1.52,77.35
130,002516.SZ,002516,旷达科技,纺织,16.8,1.52,41.74
131,000158.SZ,000158,常山北明,纺织,9.96,1.52,161.6
132,600123.SH,600123,兰花科创,煤炭开采,21.96,1.51,102.13
133,600759.SH,600759,洲际油气,石油开采,18.3,1.5,62.78
134,300505.SZ,300505,川金诺,化工原料,29.11,1.5,14.85
135,002502.SZ,002502,鼎龙文化,影视音像,1.2,1.5,35.15
136,600663.SH,600663,陆家嘴,园区开发,18.8,1.5,407.75
137,000818.SZ,000818,航锦科技,化工原料,9.64,1.49,196.26
138,002738.SZ,002738,中矿资源,小金属,5.81,1.48,108.29
139,300776.SZ,300776,帝尔激光,专用机械,13.31,1.48,64.36
140,300349.SZ,300349,金卡智能,软件服务,31.65,1.48,53.63
141,603650.SH,603650,彤程新材,化工原料,0.49,1.48,53.58
142,300811.SZ,300811,铂科新材,元器件,23.7,1.48,23.95
143,603168.SH,603168,莎普爱思,化学制药,10.39,1.47,34.97
144,601633.SH,601633,长城汽车,汽车整车,17.12,1.47,2675.77
145,300731.SZ,300731,科创新源,橡胶,11.91,1.46,34.01
146,605378.SH,605378,野马电池,电气设备,8.14,1.46,13.6
147,300134.SZ,300134,大富科技,通信设备,27.79,1.46,83.21
148,600577.SH,600577,精达股份,电气设备,2.85,1.45,104.14
149,002585.SZ,002585,双星新材,塑料,13.87,1.44,158.36
150,603690.SH,603690,至纯科技,专用机械,4.45,1.44,98.64
151,300222.SZ,300222,科大智能,电气设备,23.23,1.44,70.92
152,002091.SZ,002091,江苏国泰,商贸代理,8.98,1.44,130.49
153,300537.SZ,300537,广信材料,染料涂料,4.66,1.43,21.1
154,000966.SZ,000966,长源电力,火力发电,-2.37,1.42,128.45
155,000982.SZ,000982,中银绒业,纺织,38.3,1.42,83.11
156,002198.SZ,002198,嘉应制药,中成药,16.92,1.41,39.28
157,003016.SZ,003016,欣贺股份,服饰,7.02,1.41,13.81
158,600983.SH,600983,惠而浦,家用电器,20.22,1.41,92.05
159,603212.SH,603212,赛伍技术,塑料,9.88,1.39,72.13
160,600773.SH,600773,西藏城投,区域地产,13.4,1.39,102.81
161,300850.SZ,300850,新强联,机械基件,16.26,1.39,41.36
162,300182.SZ,300182,捷成股份,软件服务,16.62,1.38,88.28
163,002139.SZ,002139,拓邦股份,元器件,15.02,1.38,161.68
164,000793.SZ,000793,华闻集团,出版业,17.46,1.38,58.05
165,300722.SZ,300722,新余国科,专用机械,22.09,1.37,87.79
166,600610.SH,600610,中毅达,建筑工程,8.18,1.37,49.26
167,300266.SZ,300266,兴源环境,环境保护,29.19,1.37,59.62
168,002247.SZ,002247,聚力文化,造纸,21.01,1.37,17.02
169,300371.SZ,300371,汇中股份,电器仪表,26.87,1.37,16.76
170,300297.SZ,300297,蓝盾股份,软件服务,24.93,1.36,45.13
171,603444.SH,603444,吉比特,互联网,16.24,1.36,412.5
172,601689.SH,601689,拓普集团,汽车配件,8.22,1.35,422.42
173,300710.SZ,300710,万隆光电,通信设备,22.42,1.35,20.39
174,300915.SZ,300915,海融科技,食品,24.87,1.35,13.62
175,603596.SH,603596,伯特利,汽车配件,6.89,1.34,148.78
176,600746.SH,600746,江苏索普,化工原料,28.11,1.34,51.79
177,300890.SZ,300890,翔丰华,矿物制品,11.12,1.33,12.66
178,300379.SZ,300379,东方通,软件服务,23.37,1.33,124.76
179,603688.SH,603688,石英股份,矿物制品,12.66,1.33,79.77
180,603777.SH,603777,来伊份,食品,26.98,1.32,53.85
181,603565.SH,603565,中谷物流,仓储物流,4.16,1.32,28.21
182,300587.SZ,300587,天铁股份,橡胶,16.6,1.32,61.11
183,002900.SZ,002900,哈三联,化学制药,2.14,1.32,49.81
184,300438.SZ,300438,鹏辉能源,电气设备,1.28,1.31,69.82
185,300790.SZ,300790,宇瞳光学,电器仪表,18.43,1.31,35.47
