,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,603997.SH,继峰股份,汽车配件,9.93,40.04,
1,600127.SH,金健米业,农业综合,8.97,39.94,
2,600855.SH,航天长峰,专用机械,22.28,37.64,
3,300526.SZ,中潜股份,服饰,199.64,36.83,
4,002770.SZ,科迪乳业,乳制品,3.15,30.31,
5,300048.SZ,合康新能,电气设备,4.73,30.12,
6,600107.SH,美尔雅,服饰,8.33,30.03,
7,000903.SZ,云内动力,机械基件,4.26,27.27,
8,002401.SZ,中远海科,软件服务,14.63,26.89,中央汇金资产管理有限责任公司
9,300765.SZ,新诺威,食品,56.85,26.29,
10,601179.SH,中国西电,电气设备,5.28,25.62,
11,300763.SZ,锦浪科技,电气设备,71.7,25.21,
12,603226.SH,菲林格尔,家居用品,20.67,25.19,
13,300063.SZ,天龙集团,互联网,4.79,20.24,
14,000678.SZ,襄阳轴承,机械基件,6.99,20.1,
15,300389.SZ,艾比森,半导体,10.42,20.02,中央汇金资产管理有限责任公司
16,002156.SZ,通富微电,半导体,22.75,20.01,
17,300265.SZ,通光线缆,电气设备,15.54,20.0,
18,300576.SZ,容大感光,染料涂料,40.48,20.0,
19,300046.SZ,台基股份,半导体,23.47,19.97,
20,000662.SZ,天夏智慧,软件服务,4.04,19.96,
21,300187.SZ,永清环保,环境保护,5.63,19.82,
22,300661.SZ,圣邦股份,元器件,289.87,19.39,"全国社保基金四零六组合
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安成长混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)"
23,600387.SH,海越能源,石油贸易,8.09,18.98,
24,600078.SH,澄星股份,化工原料,5.53,18.11,
25,300375.SZ,鹏翎股份,汽车配件,4.22,18.07,
26,603890.SH,春秋电子,机械基件,15.15,15.94,
27,603619.SH,中曼石油,石油开采,13.76,15.76,
28,000936.SZ,华西股份,化纤,9.03,15.66,
29,603022.SH,新通联,广告包装,18.8,15.06,
30,688018.SH,乐鑫科技,半导体,219.7,12.1,"中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
全国社保基金一一五组合
全国社保基金六零二组合
中国农业银行股份有限公司-广发科创主题3年封闭运作灵活配置混合型证券投资基金"
31,688019.SH,安集科技,半导体,145.45,12.04,
32,688088.SH,虹软科技,软件服务,62.2,10.66,
33,300217.SZ,东方电热,电器仪表,2.71,10.16,
34,002421.SZ,达实智能,软件服务,3.69,10.15,
35,002325.SZ,洪涛股份,装修装饰,3.37,10.13,
36,000554.SZ,泰山石油,石油贸易,4.9,10.11,
37,002178.SZ,延华智能,建筑工程,4.25,10.1,
