,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,002201.SZ,九鼎新材,玻璃,11.93,"玻纤, 壳公司, ",39.56亿
1,600183.SH,生益科技,元器件,18.77,"PCB板, 华为产业链, 举牌股, 科创板概念股, ",408.63亿
2,300585.SZ,奥联电子,汽车配件,17.64,"汽车零部件, ",14.61亿
3,002660.SZ,茂硕电源,电气设备,8.96,"光伏, 新能源汽车, LED, 充电桩, ",18.41亿
4,002141.SZ,贤丰控股,元器件,4.2,"粤港澳大湾区, 供应链金融, 锂电池, 新能源汽车, 独角兽, ",26.74亿
5,002559.SZ,亚威股份,机床制造,6.43,"回购, 工业自动化, 燃料电池, 高送转-填权, 智能制造, 工业互联网, 机器人, ",30.46亿
6,000049.SZ,德赛电池,电气设备,30.95,"华为产业链, 锂电池, 小米概念股, 新能源汽车, 苹果产业链, ",63.52亿
7,300735.SZ,光弘科技,通信设备,23.64,"华为产业链, 小米概念股, 透明工厂, ",39.2亿
8,600546.SH,山煤国际,煤炭开采,7.27,"煤炭, 社保重仓, 山西国企改革, ",144.12亿
9,300241.SZ,瑞丰光电,半导体,7.26,"社保重仓, 汽车零部件, 举牌股, LED, 虹膜识别, ",30.3亿
10,300136.SZ,信维通信,通信设备,28.43,"密集调研, 5G, 白马股, 华为产业链, 物联网, 工业自动化, 智能制造, 无线充电, 移动支付, 半导体, VR&AR, 苹果产业链, ",230.3亿
11,603936.SH,博敏电子,元器件,14.48,"PCB板, 业绩预增, ",33.93亿
12,002119.SZ,康强电子,半导体,15.18,"移动支付, 举牌股, 半导体, 股权争夺, 强势人气股, ",55.79亿
13,603823.SH,百合花,染料涂料,20.75,"染料, ",14.6亿
14,300455.SZ,康拓红外,运输设备,9.26,"央企改革, 军工研究所, 军工, 高铁轨交, 资产重组, ",46.34亿
15,002384.SZ,东山精密,通信设备,16.46,"5G, OLED, MSCI, PCB板, 特斯拉, 华为产业链, 业绩预增, 股权转让, 苹果产业链, 资产重组, LED, ",191.29亿
16,002138.SZ,顺络电子,元器件,21.7,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, ",151.7亿
17,600238.SH,ST椰岛,红黄药酒,10.37,"饮料, 保健品, 食品, 海南自由贸易港, 举牌股, 自贸区, 自由贸易港, ST股, 海南, 燃料乙醇, ",46.15亿
