,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,603109.SH,神驰机电,电气设备,10.0128,42.96,89.68,"银华基金-工商银行-华泰证券(上海)资产管理有限公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金"
1,002400.SZ,省广集团,广告包装,9.9548,4.86,79.98,"中国工商银行-华安中小盘成长混合型证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金"
2,002498.SZ,汉缆股份,电气设备,10.02,5.49,56.77,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
香港中央结算有限公司(陆股通)
基本养老保险基金九零三组合
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
3,002662.SZ,京威股份,汽车配件,10.0796,4.15,45.6,香港中央结算有限公司(陆股通)
4,002824.SZ,和胜股份,铝,10.0112,19.56,44.07,
5,300576.SZ,容大感光,染料涂料,10.0,50.6,42.96,"浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)"
6,600051.SH,宁波联合,综合类,10.0536,8.21,40.08,"ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所)
ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所)"
7,300793.SZ,佳禾智能,IT设备,10.0,44.44,39.99,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
8,000609.SZ,中迪投资,区域地产,10.0503,6.57,39.94,"深圳豪承投资管理合伙企业(有限合伙)-豪承一期私募投资基金
深圳豪承投资管理合伙企业(有限合伙)-豪承二期私募证券投资基金"
9,603920.SH,世运电路,元器件,10.0178,24.71,38.41,"中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金
中国农业银行股份有限公司-景顺长城核心竞争力混合型证券投资基金
景顺长城基金-建设银行-中国人寿-中国人寿委托景顺长城基金股票型组合
中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF)
中国工商银行股份有限公司-南方大数据100指数证券投资基金
北京汐合精英投资有限公司-汐合量化1号私募证券投资基金"
10,300342.SZ,天银机电,元器件,9.9884,18.94,36.35,"北信瑞丰基金-工商银行-北信瑞丰基金丰庆92号资产管理计划
浙江九章资产管理有限公司-九章幻方青溪3号私募基金
北信瑞丰基金-工商银行-北信瑞丰基金丰庆92号资产管理计划"
11,300042.SZ,朗科科技,IT设备,10.006,18.25,35.84,"北京万安汇利投资有限责任公司-天元三期私募证券投资基金
北京万安汇利投资有限责任公司-天元二期私募证券投资基金
北京万安汇利投资有限责任公司-天元三期私募证券投资基金
北京万安汇利投资有限责任公司-天元二期私募证券投资基金"
12,600255.SH,梦舟股份,铜,9.7087,1.13,35.23,"财通基金-李绍君-财通基金玉泉916号单一资产管理计划
财通基金-李绍君-财通基金玉泉916号单一资产管理计划"
13,603693.SH,江苏新能,新型电力,10.0196,11.2,30.06,"中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金"
