,trade_date,ts_code,name,close,pct_change,net_amount,amount_rate,float_values,reason,buy_sell_rate,amount_in_values
0,20200413,300826.SZ,测绘股份,53.09,10.0083,13877444.0,102.89,1061800000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,33.59,0.01
1,20200413,000663.SZ,永安林业,5.15,10.0427,230501.0,21.67,1313441693.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.01,0.0
2,20200413,300644.SZ,南京聚隆,34.1,10.0,19625845.0,27.09,1405666176.0,日涨幅偏离值达到7%的前五只证券,0.65,0.01
3,20200413,002886.SZ,沃特股份,29.21,10.0188,5415006.0,21.76,1449079269.0,日换手率达到20%的前五只证券,0.16,0.0
4,20200413,603991.SH,至正股份,28.06,9.9961,16943334.0,24.31,2091452043.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.58,0.01
5,20200413,300453.SZ,三鑫医疗,14.4,9.6725,33652299.0,11.59,2118638520.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.56,0.02
6,20200413,300049.SZ,福瑞股份,9.45,10.0116,16566982.0,27.88,2154827952.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.66,0.01
7,20200413,600249.SH,两面针,4.46,10.1235,18911651.0,60.17,2453000000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.27,0.01
8,20200413,002329.SZ,皇氏集团,6.59,10.0167,69622649.0,30.5,3275140679.0,日涨幅偏离值达到7%的前五只证券,1.12,0.02
9,20200413,002329.SZ,皇氏集团,6.59,10.0167,53213875.0,13.94,3275140679.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.54,0.02
10,20200413,002329.SZ,皇氏集团,6.59,10.0167,69622649.0,30.5,3275140679.0,日振幅值达到15%的前五只证券,1.12,0.02
11,20200413,603003.SH,龙宇燃油,7.88,10.0559,20567595.0,120.4,3282275327.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.8,0.01
12,20200413,002087.SZ,新野纺织,4.52,9.9757,43476421.0,22.6,3686682358.0,日涨幅偏离值达到7%的前五只证券,1.34,0.01
13,20200413,300391.SZ,康跃科技,11.67,9.9906,6177408.0,43.7,3811029759.0,日涨幅偏离值达到7%的前五只证券,0.19,0.0
14,20200413,002391.SZ,长青股份,9.58,9.9885,1109655.0,20.05,4154645902.0,日涨幅偏离值达到7%的前五只证券,0.02,0.0
15,20200413,600527.SH,江南高纤,3.67,9.8802,145201541.0,39.88,4415502091.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.76,0.03
16,20200413,000949.SZ,新乡化纤,4.13,10.1333,41396777.0,26.67,5191804633.0,日涨幅偏离值达到7%的前五只证券,2.78,0.01
17,20200413,002221.SZ,东华能源,9.23,10.0119,21928087.0,15.91,14007372258.0,日涨幅偏离值达到7%的前五只证券,0.53,0.0
18,20200413,600126.SH,杭钢股份,8.71,9.9747,27786542.0,14.56,29415316912.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.33,0.0
