,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003031.SZ,003031,中瓷电子,元器件,57.06,3.0,14.0,114.0,15.22,,0.0
1,600793.SH,600793,宜宾纸业,造纸,19.33,3.0,9.0,109.0,34.2,,0.0
2,003032.SZ,003032,传智教育,文教休闲,17.83,3.0,8.0,108.0,7.18,,0.0
3,688317.SH,688317,N之江,生物制药,74.88,1.0,7.0,107.0,30.61,,0.0
4,002813.SZ,002813,路畅科技,汽车配件,34.02,3.0,6.0,106.0,18.37,,0.0
5,688819.SH,688819,N天能,电气设备,61.48,1.0,4.0,104.0,62.13,,0.0
6,002305.SZ,002305,南国置业,区域地产,2.56,3.0,4.0,104.0,44.36,"东吴基金-上海银行-东吴鼎利6020号资产管理计划
东吴基金-上海银行-渤海国际信托股份有限公司",2.0
7,603500.SH,603500,祥和实业,运输设备,13.35,3.0,3.0,103.0,23.55,,0.0
8,002263.SZ,002263,大东南,塑料,3.66,3.0,3.0,103.0,68.75,,0.0
9,002370.SZ,002370,亚太药业,化学制药,4.09,3.0,3.0,103.0,18.95,上海华富利得资产-民生银行-富鼎6号专项资产管理计划,1.0
10,600239.SH,600239,云南城投,区域地产,2.77,3.0,3.0,103.0,44.48,,0.0
11,003026.SZ,003026,中晶科技,半导体,109.95,2.0,3.0,103.0,27.43,,0.0
12,603326.SH,603326,我乐家居,家居用品,10.73,3.0,3.0,103.0,33.75,,0.0
13,000762.SZ,000762,西藏矿业,小金属,16.8,2.0,2.0,102.0,87.49,中央汇金资产管理有限责任公司,1.0
14,002416.SZ,002416,爱施德,电器连锁,12.23,2.0,2.0,102.0,149.54,"香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金",2.0
15,600844.SH,600844,丹化科技,化工原料,4.58,2.0,2.0,102.0,37.68,财通基金-工商银行-富春定增1021号资产管理计划,1.0
16,601015.SH,601015,陕西黑猫,焦炭加工,4.5,2.0,2.0,102.0,73.34,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
17,603026.SH,603026,石大胜华,化工原料,50.99,2.0,2.0,102.0,103.35,"中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国工商银行股份有限公司-中欧创新成长灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
全国社保基金一一三组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",5.0
18,000918.SZ,000918,嘉凯城,全国地产,4.52,2.0,2.0,102.0,81.55,香港中央结算有限公司(陆股通),1.0
19,002795.SZ,002795,永和智控,机械基件,12.58,2.0,2.0,102.0,22.33,,0.0
20,000612.SZ,000612,焦作万方,铝,7.59,2.0,2.0,102.0,90.4,"上海迎水投资管理有限公司-迎水月异8号私募证券投资基金
中央汇金资产管理有限责任公司",2.0
21,688536.SH,688536,思瑞浦,半导体,518.96,2.0,2.0,102.0,93.84,"招商银行股份有限公司-万家经济新动能混合型证券投资基金
中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
招商银行股份有限公司-银河创新成长混合型证券投资基金
中国银行股份有限公司-上投摩根科技前沿灵活配置混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)",6.0
22,603613.SH,603613,国联股份,互联网,147.51,2.0,2.0,102.0,177.31,中小企业发展基金(江苏有限合伙),1.0
23,000155.SZ,000155,川能动力,新型电力,12.77,2.0,2.0,102.0,162.18,中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,1.0
24,603535.SH,603535,嘉诚国际,仓储物流,39.17,2.0,2.0,102.0,58.91,"招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-华安生态优先混合型证券投资基金
中国工商银行股份有限公司-财通资管消费精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金",4.0
25,600143.SH,600143,金发科技,塑料,22.95,1.0,1.0,101.0,590.65,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
26,603863.SH,603863,松炀资源,造纸,11.18,1.0,1.0,101.0,12.15,,0.0
27,600346.SH,600346,恒力石化,化纤,39.05,1.0,1.0,101.0,1808.77,"香港中央结算有限公司(陆股通)
全国社保基金一零一组合
西藏信托有限公司-西藏信托-恒力石化第四期员工持股集合资金信托计划
平安资管-平安银行-平安资产创赢5号资产管理产品",4.0
28,600343.SH,600343,航天动力,航空,11.53,1.0,1.0,101.0,73.59,,0.0
