,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,600022.SH,600022,山东钢铁,普钢,1.3,True,False,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金"
1,000806.SZ,000806,*ST银河,生物制药,1.67,True,True,
2,002445.SZ,002445,*ST中南,影视音像,1.7,True,True,北京中融鼎新投资管理有限公司-中融鼎新-鼎融嘉盈6号投资基金
3,601929.SH,601929,吉视传媒,影视音像,2.22,True,False,中央汇金资产管理有限责任公司
4,300111.SZ,300111,向日葵,半导体,2.52,True,False,
5,600275.SH,600275,ST昌鱼,农业综合,2.57,True,True,
6,600808.SH,600808,马钢股份,普钢,2.7,True,False,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
福建滚雪球投资管理有限公司-嘉耀滚雪球1号证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
7,600220.SH,600220,江苏阳光,纺织,2.7,True,True,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
8,601588.SH,601588,北辰实业,区域地产,2.81,True,True,"香港中央结算有限公司(陆股通)
基本养老保险基金一二零四组合"
9,000753.SZ,000753,漳州发展,汽车服务,2.92,True,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
10,000592.SZ,000592,平潭发展,林业,2.99,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
深圳平安大华汇通财富-平安银行-中融国际信托-中融-盈源11号证券投资集合资金信托计划"
11,002431.SZ,002431,棕榈股份,建筑工程,3.0,True,True,中央汇金资产管理有限责任公司
12,003816.SZ,003816,中国广核,新型电力,3.07,True,True,
13,002069.SZ,002069,獐子岛,渔业,3.2,True,True,北京吉融元通资产管理有限公司-和岛一号证券投资基金
14,002141.SZ,002141,贤丰控股,元器件,3.33,True,True,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划"
15,600870.SH,600870,ST厦华,家用电器,3.35,True,True,
16,002517.SZ,002517,恺英网络,互联网,3.42,True,True,"深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)"
17,002154.SZ,002154,报喜鸟,服饰,3.44,True,True,中央汇金资产管理有限责任公司
18,600665.SH,600665,天地源,全国地产,3.56,True,False,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
19,600212.SH,600212,*ST江泉,综合类,3.59,True,False,
20,000679.SZ,000679,*ST友谊,百货,3.73,True,True,
21,603993.SH,603993,洛阳钼业,小金属,3.77,True,False,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
建信基金-工商银行-陕西省国际信托-陕国投·金玉6号定向投资集合资金信托计划
中国国有企业结构调整基金股份有限公司
民生加银基金-宁波银行-嘉兴民琉投资合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
全国社保基金一零八组合"
22,300278.SZ,300278,华昌达,专用机械,3.97,True,True,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托"
23,000717.SZ,000717,韶钢松山,普钢,3.97,True,False,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
24,600503.SH,600503,华丽家族,区域地产,4.1,True,False,
