,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605339.SH,605339,南侨食品,食品,63.44,3.0,14.0,114.0,40.3,,0.0
1,600032.SH,600032,浙江新能,新型电力,8.14,3.0,9.0,109.0,16.93,,0.0
2,002679.SZ,002679,福建金森,林业,26.64,2.0,8.0,108.0,62.81,,0.0
3,605499.SH,605499,东鹏饮料,软饮料,88.68,3.0,7.0,107.0,35.48,,0.0
4,002280.SZ,002280,联络互动,软件服务,5.85,3.0,6.0,106.0,103.04,"上海磐耀资产管理有限公司-磐耀源岳定制1号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
5,605186.SH,605186,健麾信息,专用机械,33.37,3.0,6.0,106.0,11.35,,0.0
6,301005.SZ,301005,超捷股份,汽车配件,58.82,1.0,6.0,106.0,8.4,,0.0
7,603511.SH,603511,N爱慕,服饰,33.25,2.0,5.0,105.0,13.3,,0.0
8,688316.SH,688316,青云科技-U,软件服务,88.49,2.0,4.0,104.0,9.59,,0.0
9,002536.SZ,002536,飞龙股份,汽车配件,9.99,3.0,4.0,104.0,47.07,北京厚毅资本管理有限公司-厚毅辰酉二号私募证券投资基金,1.0
10,603059.SH,603059,倍加洁,家居用品,28.63,3.0,3.0,103.0,28.63,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
11,600238.SH,600238,海南椰岛,红黄酒,21.99,2.0,3.0,103.0,97.86,,0.0
12,002622.SZ,002622,融钰集团,综合类,6.62,3.0,3.0,103.0,55.61,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
13,003020.SZ,003020,立方制药,化学制药,67.54,2.0,3.0,103.0,15.64,,0.0
14,002502.SZ,002502,鼎龙文化,影视音像,4.74,3.0,3.0,103.0,39.48,,0.0
15,002348.SZ,002348,高乐股份,文教休闲,3.23,2.0,3.0,103.0,27.59,,0.0
16,301003.SZ,301003,江苏博云,塑料,74.09,1.0,3.0,103.0,10.79,,0.0
17,600173.SH,600173,卧龙地产,全国地产,6.77,2.0,2.0,102.0,47.42,,0.0
18,603787.SH,603787,新日股份,摩托车,25.67,2.0,2.0,102.0,52.37,"中国农业银行股份有限公司-长盛动态精选证券投资基金
中国工商银行股份有限公司-中欧消费主题股票型证券投资基金
中国工商银行股份有限公司-中欧品质消费股票型发起式证券投资基金
中国农业银行股份有限公司-长盛国企改革主题灵活配置混合型证券投资基金
中国光大银行股份有限公司-长信企业精选两年定期开放灵活配置混合型证券投资基金",5.0
19,688159.SH,688159,有方科技,通信设备,26.95,1.0,2.0,102.0,16.99,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
广东莲花私募证券投资基金管理有限公司-智硕莲花1号私募证券投资基金",3.0
20,002269.SZ,002269,美邦服饰,服饰,4.19,2.0,2.0,102.0,105.27,"中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划",8.0
21,603650.SH,603650,彤程新材,化工原料,41.22,2.0,2.0,102.0,54.17,"华润深国投信托有限公司-朱雀合伙专项证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
朱雀基金-西部信托·陕煤-朱雀新材料产业投资单一资金信托-陕煤朱雀新材料产业资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",4.0
22,000995.SZ,000995,皇台酒业,白酒,25.56,2.0,2.0,102.0,45.35,甘肃西部资产管理股份有限公司,1.0
23,603196.SH,603196,日播时尚,服饰,8.26,2.0,2.0,102.0,19.82,,0.0
24,000150.SZ,000150,宜华健康,医疗保健,6.16,2.0,2.0,102.0,49.65,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,1.0
25,600751.SH,600751,海航科技,软件服务,3.21,2.0,2.0,102.0,82.6,"上银基金-浦发银行-上银基金财富15号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
方正富邦基金-华夏银行-天海定增2号资产管理计划",3.0
26,002940.SZ,002940,昂利康,化学制药,37.18,2.0,2.0,102.0,18.53,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国民生银行股份有限公司-长信增利动态策略混合型证券投资基金
中国光大银行股份有限公司-长信企业精选两年定期开放灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
广发证券股份有限公司-长信睿进灵活配置混合型证券投资基金",5.0
27,002957.SZ,002957,科瑞技术,专用机械,23.38,2.0,2.0,102.0,35.98,"深圳市中航永邦并购基金企业(有限合伙)
宁波梅山保税港区三维同创股权投资基金合伙企业(有限合伙)
中投长春创业投资基金管理有限公司-深圳市中投金瑞新兴产业股权投资合伙企业(有限合伙)",3.0
28,002762.SZ,002762,金发拉比,服饰,20.16,2.0,2.0,102.0,38.84,,0.0
29,605179.SH,605179,一鸣食品,乳制品,22.35,2.0,2.0,102.0,13.63,,0.0
30,600327.SH,600327,大东方,汽车服务,9.09,2.0,2.0,102.0,80.43,上海国际集团资产管理有限公司,1.0
31,603836.SH,603836,海程邦达,仓储物流,29.06,2.0,7.0,7.0,14.91,,0.0
32,605189.SH,605189,富春染织,纺织,29.0,2.0,5.0,5.0,9.05,,0.0
33,003039.SZ,003039,顺控发展,水务,56.8,2.0,4.0,4.0,35.22,,0.0
34,605337.SH,605337,李子园,乳制品,59.84,1.0,4.0,4.0,32.42,,0.0
35,688056.SH,688056,莱伯泰科,电器仪表,79.58,1.0,3.0,3.0,12.85,,0.0
36,688097.SH,688097,博众精工,专用机械,37.0,1.0,3.0,3.0,13.7,,0.0
37,688005.SH,688005,容百科技,电气设备,107.56,2.0,3.0,3.0,294.73,"天津世纪金沙江股权投资基金合伙企业(有限合伙)
湖北长江蔚来新能源产业发展基金合伙企业(有限合伙)",2.0
38,002900.SZ,002900,哈三联,化学制药,31.19,2.0,3.0,3.0,53.27,"中瑞国信资产管理有限公司
中合供销一期(上海)股权投资基金合伙企业(有限合伙)",2.0
39,002379.SZ,002379,宏创控股,铝,4.34,2.0,3.0,3.0,40.21,,0.0
40,002617.SZ,002617,露笑科技,电气设备,9.89,1.0,2.0,2.0,118.53,中央汇金资产管理有限责任公司,1.0
41,002341.SZ,002341,新纶科技,化工原料,4.46,2.0,2.0,2.0,42.67,,0.0
