,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
358,000862.SZ,银星能源,新型电力,8.0,8.0,10.051,9.9828,320364.4967
113,000518.SZ,四环生物,生物制药,5.0,6.0,8.726,9.8958,434464.0624
1060,002600.SZ,领益智造,元器件,5.0,7.0,7.535,9.8958,627890.0113
1927,300545.SZ,联得装备,专用机械,4.0,7.0,7.008,9.9854,139322.9461
1515,300128.SZ,锦富技术,元器件,4.0,6.0,8.532,10.1205,487032.5237
2580,600552.SH,凯盛科技,玻璃,4.0,6.0,7.602,10.0791,425483.3897
355,000859.SZ,国风塑业,塑料,4.0,7.0,6.569,9.9757,334169.241
848,002387.SZ,维信诺,元器件,4.0,8.0,5.994,10.0162,638785.8424
3000,601208.SH,东材科技,化工原料,4.0,6.0,7.438,9.9415,353402.964
1317,002870.SZ,香山股份,电器仪表,4.0,6.0,7.424,9.9848,87060.4
1863,300479.SZ,神思电子,软件服务,2.0,7.0,4.306,10.0273,258080.0
2551,600518.SH,康美药业,中成药,2.0,6.0,7.909,9.9164,4050936.6087
626,002164.SZ,宁波东力,电气设备,2.0,6.0,5.627,10.089,163219.004
2920,600975.SH,新五丰,农业综合,2.0,6.0,6.304,10.076,377899.1631
502,002040.SZ,南京港,港口,2.0,6.0,4.347,10.0334,302761.0123
3069,601700.SH,风范股份,电气设备,2.0,6.0,5.066,9.9476,713936.16
1896,300512.SZ,中亚股份,专用机械,2.0,6.0,5.281,9.9862,124286.3988
1149,002689.SZ,远大智能,运输设备,2.0,6.0,4.597,9.9476,437144.6138
1985,300606.SZ,金太阳,矿物制品,1.0,1.0,9.994,9.994,59532.351
2215,600105.SH,永鼎股份,通信设备,1.0,1.0,10.0,10.0,626567.0589
2240,600131.SH,岷江水电,水力发电,1.0,1.0,10.016,10.0162,277615.732
1885,300501.SZ,海顺新材,广告包装,1.0,6.0,2.882,10.0114,69742.3608
18,000023.SZ,深天地A,其他建材,1.0,6.0,4.097,10.0,189263.5114
2466,600396.SH,金山股份,火力发电,1.0,6.0,2.843,10.2703,300432.1907
2538,600503.SH,华丽家族,区域地产,1.0,1.0,10.058,10.0575,613677.07
1763,300379.SZ,东方通,软件服务,1.0,1.0,10.013,10.0128,329534.5536
2846,600847.SH,万里股份,电气设备,1.0,3.0,4.202,10.0088,192069.1122
2894,600898.SH,国美通讯,通信设备,1.0,6.0,4.401,9.9502,223231.0569
3225,603165.SH,荣晟环保,造纸,1.0,2.0,6.351,10.0277,88083.072
3271,603283.SH,赛腾股份,专用机械,1.0,1.0,10.006,10.0061,72560.0
3316,603363.SH,傲农生物,饲料,1.0,6.0,4.213,9.9765,172401.3885
2681,600666.SH,奥瑞德,元器件,1.0,1.0,10.036,10.0358,246722.2483
1453,300066.SZ,三川智慧,电器仪表,1.0,1.0,10.026,10.0264,415352.8975
1755,300370.SZ,安控科技,电器仪表,1.0,6.0,3.769,10.1124,209904.1915
887,002426.SZ,胜利精密,元器件,1.0,1.0,10.108,10.1083,658123.7018
164,000584.SZ,哈工智能,化纤,1.0,6.0,3.483,10.0152,443198.1412
171,000592.SZ,平潭发展,林业,1.0,6.0,3.269,10.1538,685189.4159
198,000626.SZ,远大控股,商贸代理,1.0,1.0,9.939,9.9388,290903.805
305,000785.SZ,武汉中商,百货,1.0,2.0,7.919,9.9723,299052.5943
562,002100.SZ,天康生物,饲料,1.0,5.0,5.549,10.0826,641627.736
718,002256.SZ,兆新股份,染料涂料,1.0,1.0,9.967,9.9668,412763.3953
791,002330.SZ,得利斯,食品,1.0,6.0,3.298,9.9323,244446.6793
809,002348.SZ,高乐股份,文教休闲,1.0,6.0,3.698,9.8765,264540.2283
925,002464.SZ,众应互联,互联网,1.0,6.0,4.165,10.0509,244959.991
1699,300313.SZ,天山生物,农业综合,1.0,6.0,3.843,9.9265,108927.9222
938,002477.SZ,雏鹰农牧,农业综合,1.0,6.0,5.278,10.2273,382311.2608
1027,002567.SZ,唐人神,饲料,1.0,1.0,10.047,10.0471,530800.1028
1172,002714.SZ,牧原股份,农业综合,1.0,1.0,10.008,10.0078,5042621.6648
1379,002938.SZ,鹏鼎控股,元器件,1.0,6.0,4.748,9.985,509208.2096
1382,002941.SZ,新疆交建,建筑施工,1.0,1.0,9.99,9.9896,206830.0
1432,300044.SZ,赛为智能,软件服务,1.0,7.0,2.767,9.9398,386749.2514
40,000050.SZ,深天马A,元器件,1.0,6.0,6.788,9.9919,2484105.6363
1667,300281.SZ,金明精机,专用机械,1.0,6.0,3.737,10.0952,151508.4228
3397,603609.SH,禾丰牧业,饲料,1.0,1.0,9.963,9.9626,733928.8221
