code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
000673,当代东方,7.87,-64.743,0.344,0.217,0.131,
600146,商赢环球,2.0,-59.658,0.262,-20.028,0.107,
000760,斯太尔,6.54,-43.018,0.122,10.307,0.085,
002569,步森股份,1.4,-41.879,0.139,19.288,0.103,
000504,南华生物,3.11,-41.717,0.224,17.251,0.123,
000669,金鸿控股,6.7,-40.432,0.222,49.872,0.144,
002464,众应互联,2.83,-35.879,0.101,7.89,0.096,
002143,印纪传媒,9.74,-35.385,0.136,8.907,0.124,
002512,达华智能,6.93,-34.651,0.094,-42.44,0.108,
000576,广东甘化,4.36,-33.495,0.11,48.67,0.138,
002504,弘高创意,4.15,-30.409,0.113,15.71,0.11,
000766,通化金马,5.73,-29.744,0.194,-7.916,0.037,
002359,北讯集团,7.08,-29.201,0.13,-51.367,0.305,
000503,国新健康,8.99,-28.091,0.11,0.578,0.153,
600682,南京新百,9.73,-27.583,0.089,2.944,0.089,
000603,盛达矿业,3.93,-27.395,0.089,-3.129,0.061,
000955,欣龙控股,5.38,-26.276,0.143,-7.65,0.078,
002395,双象股份,1.79,-26.272,0.067,-2.761,0.056,
002543,万和电气,4.85,-24.891,0.05,11.6,0.064,
000408,藏格控股,4.47,-24.27,0.055,4.449,0.038,
002607,亚夏汽车,7.05,-24.215,0.092,18.81,0.099,
002672,东江环保,6.52,-24.184,0.074,-6.416,0.05,
600165,新日恒力,6.85,-23.968,0.071,44.667,0.155,
600779,水井坊,4.89,-23.566,0.098,-31.895,0.152,
002451,摩恩电气,4.16,-23.198,0.071,55.796,0.152,
600298,安琪酵母,8.24,-23.105,0.1,-14.925,0.104,
000557,西部创业,5.85,-23.066,0.047,-3.983,0.067,
002458,益生股份,1.79,-22.679,0.073,14.47,0.109,
002910,庄园牧场,0.74,-22.64,0.061,-28.567,0.137,
002659,凯文教育,3.11,-22.175,0.075,-27.519,0.085,
