,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688135.SH,688135,N利扬,半导体,62.53,1.0,30.0,17.32,,0.0
1,000816.SZ,000816,智慧农业,农用机械,4.27,2.0,10.0,57.06,香港中央结算有限公司(陆股通),1.0
2,003018.SZ,003018,金富科技,塑料,17.13,3.0,7.0,11.13,,0.0
3,688057.SH,688057,N金达莱,环境保护,43.96,1.0,7.0,28.03,,0.0
4,605007.SH,605007,五洲特纸,造纸,15.98,2.0,5.0,6.39,,0.0
5,603533.SH,603533,掌阅科技,互联网,44.45,3.0,5.0,178.24,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧明睿新常态混合型证券投资基金
兴业银行股份有限公司-太平灵活配置混合型发起式证券投资基金
招商银行股份有限公司-银华创业板两年定期开放混合型证券投资基金",5.0
6,002750.SZ,002750,龙津药业,中成药,9.73,2.0,4.0,38.73,"长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
中央汇金资产管理有限责任公司",2.0
7,603333.SH,603333,尚纬股份,电气设备,9.68,3.0,3.0,50.02,"上海凌鸷投资管理中心(有限合伙)-世嘉一号私募基金
重庆国际信托股份有限公司-渝信创新优势拾壹号集合资金信托
重庆信三威投资咨询中心(有限合伙)-润泽前程1号私募基金",3.0
8,601702.SH,601702,华峰铝业,铝,8.35,3.0,3.0,20.84,中国国际金融香港资产管理有限公司-客户资金2,1.0
9,601866.SH,601866,中远海发,水运,2.9,2.0,3.0,230.03,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
兴业全球基金-上海银行-中国海运(集团)总公司",4.0
10,300555.SZ,300555,路通视信,通信设备,13.4,1.0,2.0,23.3,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
11,300164.SZ,300164,通源石油,石油开采,4.8,1.0,2.0,17.47,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
陕西省民营经济高质量发展纾困基金合伙企业(有限合伙)
国泰君安创新投资有限公司-证券行业支持民企发展系列之国君君彤西安高新私募股权投资基金",3.0
12,603919.SH,603919,金徽酒,白酒,49.45,2.0,2.0,242.95,"贫困地区产业发展基金有限公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划
甘肃长城兴陇丝路基金管理有限公司-甘肃长城兴陇丝路基金(有限合伙)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央企业贫困地区产业投资基金股份有限公司",6.0
13,000695.SZ,000695,滨海能源,广告包装,8.1,2.0,2.0,17.96,天津仕澜文化资产管理中心(有限合伙),1.0
14,002141.SZ,002141,贤丰控股,元器件,2.99,2.0,2.0,19.03,中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划,1.0
15,600189.SH,600189,吉林森工,软饮料,7.91,2.0,2.0,38.95,"吉林省吉盛资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
