code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
000056,皇庭国际,9.04,-51.052,0.285,-2.982,0.027,
002259,ST升达,7.24,-43.895,0.202,32.206,0.111,
000711,京蓝科技,4.06,-43.109,0.225,2.303,0.065,
002650,加加食品,9.47,-40.94,0.095,8.543,0.055,
002309,中利集团,4.69,-37.864,0.132,6.684,0.038,
600826,兰生股份,4.21,-36.734,0.187,7.362,0.043,
600318,新力金融,4.84,-35.717,0.117,28.025,0.037,
002030,达安基因,7.64,-35.533,0.16,6.357,0.044,
000989,九 芝 堂,4.2,-35.414,0.153,15.588,0.077,
002011,盾安环境,8.41,-34.845,0.124,21.832,0.096,
002699,美盛文化,7.91,-34.697,0.148,8.087,0.072,
600844,丹化科技,8.23,-33.094,0.182,-5.85,0.026,
002435,长江润发,3.12,-32.985,0.127,11.908,0.058,
002712,思美传媒,3.08,-32.409,0.132,15.445,0.077,
600960,渤海汽车,6.8,-32.141,0.116,7.757,0.046,
000526,紫光学大,0.96,-32.128,0.172,16.603,0.054,
002213,特 尔 佳,1.97,-32.076,0.163,29.808,0.102,
000150,宜华健康,5.76,-31.523,0.152,41.158,0.084,
000661,长春高新,1.7,-31.518,0.121,17.675,0.042,
600182,S佳通,1.7,-31.185,0.116,3.299,0.044,
002568,百润股份,4.59,-31.166,0.118,10.769,0.059,
000950,重药控股,7.11,-31.113,0.122,8.455,0.053,
002876,三利谱,0.55,-30.81,0.12,21.059,0.067,
000673,当代东方,7.87,-30.101,0.101,16.821,0.097,
000503,国新健康,8.99,-29.932,0.11,32.084,0.093,
600779,水井坊,4.89,-29.826,0.085,-2.13,0.037,
002667,鞍重股份,1.64,-29.357,0.103,13.508,0.061,
600238,*ST椰岛,4.45,-29.241,0.098,23.233,0.078,
600738,兰州民百,4.21,-29.03,0.144,14.286,0.044,
002008,大族激光,9.93,-28.841,0.077,6.97,0.041,
002098,浔兴股份,3.1,-28.708,0.097,23.815,0.123,
002333,罗普斯金,4.85,-28.516,0.11,4.998,0.043,
002630,华西能源,9.7,-27.997,0.116,11.103,0.069,
000713,丰乐种业,2.99,-27.987,0.115,17.264,0.06,
002288,超华科技,8.0,-27.927,0.133,18.083,0.086,
000584,哈工智能,6.11,-27.887,0.177,5.82,0.052,
002460,赣锋锂业,7.86,-27.703,0.116,0.905,0.033,
002012,凯恩股份,4.67,-27.453,0.117,29.121,0.11,
002908,德生科技,0.87,-26.598,0.085,-1.857,0.041,
000042,中洲控股,4.85,-26.256,0.14,-7.876,0.02,
600810,神马股份,4.42,-26.183,0.08,-10.342,0.031,
600809,山西汾酒,8.66,-26.093,0.063,-7.021,0.024,
002925,盈趣科技,0.75,-26.064,0.116,34.186,0.1,
000155,川能动力,9.37,-25.79,0.125,12.551,0.054,
000544,中原环保,5.22,-25.654,0.124,5.26,0.047,
002935,天奥电子,0.27,-25.533,0.126,4.498,0.046,
000796,凯撒旅游,8.03,-25.421,0.072,21.661,0.093,
002907,华森制药,0.59,-25.358,0.132,-2.521,0.029,
000596,古井贡酒,3.84,-25.026,0.063,-13.273,0.026,
002627,宜昌交运,2.77,-24.983,0.134,-2.572,0.026,
600686,金龙汽车,6.07,-24.761,0.105,-1.672,0.034,
600136,当代明诚,3.44,-24.552,0.094,0.938,0.053,
002141,贤丰控股,6.37,-24.499,0.126,53.748,0.224,
600702,舍得酒业,3.37,-24.416,0.074,-3.373,0.035,
600197,伊力特,4.41,-24.315,0.059,-2.802,0.034,
600872,中炬高新,7.97,-24.231,0.048,13.756,0.066,
002316,亚联发展,2.93,-24.16,0.099,18.643,0.074,
002121,科陆电子,9.06,-24.16,0.084,9.014,0.045,
002089,新 海 宜,9.8,-23.97,0.102,17.626,0.099,
600303,曙光股份,6.2,-23.89,0.079,0.686,0.04,
600603,广汇物流,5.04,-23.864,0.06,7.144,0.041,
002446,盛路通信,4.22,-23.774,0.098,9.133,0.059,
600721,百花村,3.05,-23.649,0.103,18.102,0.078,
600596,新安股份,6.87,-23.601,0.094,-1.998,0.028,
002652,扬子新材,5.1,-23.544,0.052,5.709,0.067,
002168,深圳惠程,7.84,-23.367,0.09,11.383,0.064,
002023,海特高新,6.59,-23.314,0.062,5.194,0.037,
002571,德力股份,2.53,-23.298,0.11,24.703,0.151,
600619,海立股份,5.82,-23.287,0.083,-3.882,0.021,
002677,浙江美大,2.83,-23.242,0.071,-0.838,0.059,
000011,深物业A,1.76,-23.139,0.1,9.518,0.067,
600230,沧州大化,4.12,-23.123,0.09,1.68,0.031,
002747,埃斯顿,7.26,-23.105,0.057,-1.441,0.039,
000762,西藏矿业,4.76,-23.051,0.113,6.083,0.042,
002507,涪陵榨菜,7.8,-22.981,0.06,8.479,0.053,
000755,山西路桥,4.69,-22.924,0.093,21.923,0.103,
002562,兄弟科技,4.98,-22.804,0.092,30.25,0.072,
002088,鲁阳节能,2.08,-22.787,0.069,1.266,0.032,
000988,华工科技,8.91,-22.664,0.091,3.788,0.055,
000697,炼石航空,4.54,-22.642,0.109,-6.758,0.031,
000921,海信家电,9.02,-22.621,0.074,2.6,0.037,
600071,凤凰光学,2.37,-22.598,0.069,19.14,0.075,
601606,长城军工,1.48,-22.536,0.07,-3.448,0.038,
600789,鲁抗医药,5.82,-22.532,0.092,1.456,0.026,
000533,万 家 乐,6.85,-22.51,0.097,25.263,0.162,
600146,商赢环球,2.0,-22.335,0.077,10.144,0.081,
600119,长江投资,3.07,-22.316,0.111,25.178,0.136,
002548,金新农,3.12,-22.314,0.087,13.998,0.042,
600382,广东明珠,3.42,-22.192,0.093,14.211,0.055,
002480,新筑股份,6.39,-22.164,0.091,20.774,0.047,
002216,三全食品,5.72,-22.122,0.078,8.758,0.037,
600354,敦煌种业,5.28,-22.038,0.094,5.861,0.046,
000820,神雾节能,2.88,-22.028,0.095,8.995,0.069,
002917,金奥博,0.28,-21.985,0.074,5.487,0.058,
000782,美达股份,4.46,-21.868,0.069,10.67,0.052,
002041,登海种业,8.74,-21.859,0.095,6.593,0.039,
002268,卫 士 通,8.1,-21.84,0.062,1.924,0.032,
600260,凯乐科技,6.28,-21.818,0.076,25.651,0.052,
600436,片仔癀,6.03,-21.797,0.058,5.079,0.036,
600884,杉杉股份,8.22,-21.789,0.068,9.339,0.055,
002158,汉钟精机,5.29,-21.754,0.087,9.315,0.059,
600682,南京新百,9.73,-21.744,0.085,20.594,0.077,
600416,湘电股份,8.81,-21.735,0.1,10.697,0.072,
002240,威华股份,4.91,-21.722,0.085,0.751,0.039,
600848,上海临港,7.88,-21.673,0.101,33.324,0.111,
002161,远 望 谷,6.99,-21.602,0.081,7.8,0.062,
002614,奥佳华,3.22,-21.382,0.078,23.108,0.071,
002828,贝肯能源,1.0,-21.324,0.116,-1.113,0.041,
002077,大港股份,5.32,-21.29,0.086,22.43,0.086,
600083,博信股份,2.28,-21.264,0.094,17.945,0.065,
002428,云南锗业,6.44,-21.22,0.113,2.484,0.044,
600101,明星电力,3.24,-21.175,0.072,5.037,0.03,
600258,首旅酒店,6.25,-21.145,0.063,2.262,0.045,
600207,安彩高科,6.9,-21.056,0.098,13.445,0.074,
600584,长电科技,9.85,-21.016,0.076,-1.45,0.037,
601068,中铝国际,2.96,-20.997,0.086,-5.309,0.038,
600559,老白干酒,4.9,-20.935,0.067,-5.613,0.026,
002163,中航三鑫,8.03,-20.929,0.088,10.841,0.047,
002362,汉王科技,1.78,-20.828,0.076,11.035,0.055,
002043,兔 宝 宝,6.94,-20.786,0.079,4.227,0.035,
002378,章源钨业,9.23,-20.781,0.102,3.702,0.038,
002037,久联发展,3.27,-20.72,0.078,21.92,0.068,
002517,恺英网络,8.74,-20.676,0.083,18.426,0.086,
002826,易明医药,1.32,-20.67,0.067,0.287,0.033,
600278,东方创业,5.22,-20.571,0.111,-4.989,0.048,
002829,星网宇达,0.61,-20.541,0.083,7.755,0.049,
002740,爱迪尔,1.64,-20.479,0.094,10.399,0.06,
