,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300908.SZ,300908,N仲景,食品,116.95,1.0,20.0,27.73,,0.0
1,688777.SH,688777,中控技术,软件服务,108.63,1.0,20.0,42.4,,0.0
2,601127.SH,601127,小康股份,汽车配件,17.85,3.0,6.0,166.61,"小康控股-红塔证券-19小康EB担保及信托财产专户
重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划
小康控股-红塔证券-20康EB02担保及信托财产专户",4.0
3,002553.SZ,002553,南方轴承,汽车配件,11.3,2.0,5.0,26.48,"华泰证券资管-南京银行-华泰家园10号集合资产管理计划
上海嘉恳资产管理有限公司-嘉恳兴丰17号私募证券投资基金",2.0
4,605068.SH,605068,N明新,汽车配件,36.7,2.0,5.0,15.23,,0.0
5,002379.SZ,002379,宏创控股,铝,3.87,2.0,4.0,35.85,,0.0
6,002245.SZ,002245,澳洋顺昌,仓储物流,10.53,3.0,3.0,96.23,,0.0
7,600616.SH,600616,金枫酒业,红黄酒,8.2,2.0,3.0,54.86,,0.0
8,601579.SH,601579,会稽山,红黄酒,11.95,2.0,3.0,59.43,"上海大丰资产管理有限公司
浙商金汇信托股份有限公司-浙金·汇利36号证券投资集合资金信托计划",2.0
9,600121.SH,600121,郑州煤电,煤炭开采,3.11,3.0,3.0,37.89,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
10,600418.SH,600418,江淮汽车,汽车整车,10.31,2.0,2.0,195.2,"申万菱信基金-招商银行-华润深国投信托-华润信托·博荟13号集合资金信托计划
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
安徽省铁路发展基金股份有限公司",3.0
11,600559.SH,600559,老白干酒,白酒,21.58,2.0,2.0,189.2,"香港中央结算有限公司(陆股通)
北京航天产业投资基金(有限合伙)
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金",5.0
12,300283.SZ,300283,温州宏丰,电气设备,7.46,1.0,2.0,19.41,中央汇金资产管理有限责任公司,1.0
13,002805.SZ,002805,丰元股份,化工原料,15.98,2.0,2.0,15.49,,0.0
14,300438.SZ,300438,鹏辉能源,电气设备,23.9,1.0,2.0,75.69,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
盈科创新资产管理有限公司
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
中国工商银行-浦银安盛价值成长混合型证券投资基金",5.0
15,002466.SZ,002466,天齐锂业,小金属,27.35,2.0,2.0,402.99,"中央汇金资产管理有限责任公司
基本养老保险基金一二零六组合
香港中央结算有限公司(陆股通)
基本养老保险基金八零四组合
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
中国工商银行-汇添富均衡增长混合型证券投资基金",7.0
16,300869.SZ,300869,康泰医学,医疗保健,131.28,1.0,2.0,50.59,,0.0
17,002342.SZ,002342,巨力索具,机械基件,4.39,2.0,2.0,38.14,中央汇金资产管理有限责任公司,1.0
18,600428.SH,600428,中远海特,水运,4.65,2.0,2.0,99.82,"中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
前海开源基金-包商银行-前海开源定增11号资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",7.0
19,300822.SZ,300822,贝仕达克,元器件,60.42,1.0,2.0,16.11,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
北京博信盈泰投资管理有限公司-博信盈泰澜沧江二十四号私募投资基金
中国工商银行股份有限公司-博时外延增长主题灵活配置混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅庆瑞6号瑞行基金",4.0
20,000573.SZ,000573,粤宏远A,区域地产,3.74,2.0,2.0,23.64,,0.0
21,000889.SZ,000889,中嘉博创,通信设备,6.32,2.0,2.0,54.97,"申万宏源证券-证券行业支持民企发展系列之申万宏源FOF单一资产管理计划-证券行业支持民企发展之申万宏源2号
香港中央结算有限公司(陆股通)",2.0
22,603948.SH,603948,建业股份,化工原料,28.69,2.0,2.0,11.48,,0.0
