,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,600268.SH,国电南自,电气设备,10.0292,11.3,49.94,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
2,603183.SH,建研院,建筑工程,10.0,13.31,40.01,
3,002400.SZ,省广集团,广告包装,10.0209,5.27,39.96,
4,002464.SZ,众应互联,互联网,9.9865,8.15,39.93,
5,600812.SH,华北制药,化学制药,10.0524,10.51,37.88,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
深圳德威资本投资管理有限公司-德威资本商品1号私募基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
9,002480.SZ,新筑股份,机械基件,10.0346,6.36,30.19,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
芜湖长元股权投资基金(有限合伙)"
10,300318.SZ,博晖创新,医疗保健,9.9379,7.08,30.06,
11,300151.SZ,昌红科技,机械基件,9.9894,10.35,30.05,
14,002581.SZ,未名医药,生物制药,10.0,20.57,30.03,
16,002932.SZ,明德生物,医疗保健,9.9981,58.42,30.0,
18,002074.SZ,国轩高科,电气设备,10.0133,24.83,28.11,
21,603815.SH,交建股份,建筑工程,9.9955,24.54,26.91,
24,603533.SH,掌阅科技,互联网,9.9871,34.14,25.75,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
香港中央结算有限公司(陆股通)
深圳市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金"
29,002584.SZ,西陇科学,化工原料,9.9765,9.37,22.14,
35,603321.SH,梅轮电梯,运输设备,10.0541,10.18,20.04,
36,300342.SZ,天银机电,元器件,10.0275,19.97,20.03,北信瑞丰基金-工商银行-北信瑞丰基金丰庆92号资产管理计划
37,002856.SZ,美芝股份,装修装饰,10.0232,18.99,20.03,
39,000019.SZ,深粮控股,其他商业,9.9875,8.81,20.02,
53,603598.SH,引力传媒,影视音像,10.0083,13.3,19.98,
66,002375.SZ,亚厦股份,装修装饰,10.0,8.8,17.88,"中国银行-易方达稳健收益债券型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
73,300311.SZ,任子行,软件服务,9.9734,8.27,17.0,
79,601789.SH,宁波建工,建筑工程,10.0218,5.05,16.45,
88,603500.SH,祥和实业,运输设备,10.0067,16.49,16.18,
95,300367.SZ,东方网力,IT设备,10.1587,3.47,15.59,
98,002930.SZ,宏川智慧,仓储物流,10.0063,17.37,15.41,广东中科白云新兴产业创业投资基金有限公司
99,002683.SZ,宏大爆破,化工原料,10.0,30.69,15.36,
101,002103.SZ,广博股份,互联网,10.0446,4.93,15.31,
102,002761.SZ,多喜爱,纺织,9.9576,10.38,15.29,
104,600589.SH,广东榕泰,塑料,10.0154,7.14,15.2,
