,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300777.SZ,300777,中简科技,化纤,12.0,27.41,,10.97亿
1,300775.SZ,300775,三角防务,航空,9.0,20.08,,9.95亿
2,300779.SZ,300779,惠城环保,环境保护,8.0,41.97,,10.49亿
3,603327.SH,603327,福蓉科技,元器件,7.0,23.72,,12.1亿
4,600354.SH,600354,敦煌种业,种植业,5.0,8.47,"棉花, 农业种植, ",44.7亿
5,002902.SZ,002902,铭普光磁,元器件,4.0,35.9,"5G, 光通信, 华为产业链, 高送转, ",25.95亿
6,000586.SZ,000586,汇源通信,通信设备,3.0,16.05,"5G, 光通信, 举牌股, 智慧安防, 壳公司, ",31.05亿
7,603266.SH,603266,天龙股份,塑料,3.0,15.31,,7.5亿
8,300366.SZ,300366,创意信息,软件服务,2.0,12.17,"5G, 华为产业链, 大数据, 云计算, 智慧城市, 国产软件, 国产操作系统, ",39.2亿
9,300768.SZ,300768,迪普科技,软件服务,2.0,41.73,"次新股, 网络安全, ",16.7亿
10,300722.SZ,300722,新余国科,专用机械,2.0,27.93,"高送转-预期, 军工, 军民融合, ",7.82亿
11,002049.SZ,002049,紫光国微,元器件,2.0,49.62,"物联网, 移动支付, 半导体, 高校系, 国产芯片, ",300.82亿
12,300106.SZ,300106,西部牧业,农业综合,1.0,8.72,"食品, 新疆, 乳业（奶粉）, 新疆国企改革, ",18.41亿
13,300240.SZ,300240,飞力达,仓储物流,1.0,8.66,"智慧物流, 智能制造, 快递物流, 跨境电商, 创投, ",31.61亿
14,603686.SH,603686,龙马环卫,专用机械,1.0,12.94,"定增破发, PPP, ",38.42亿
15,603602.SH,603602,纵横通信,通信设备,1.0,22.66,"5G, ",21.06亿
16,603569.SH,603569,长久物流,仓储物流,1.0,12.65,"雄安新区, 快递物流, 雄安-周边, ",10.15亿
17,603559.SH,603559,中通国脉,通信设备,1.0,21.07,"5G, 云计算, ",17.74亿
18,002503.SZ,002503,搜于特,服饰,1.0,3.72,"教育, 回购, 纺织服装, 低价股, 股权转让, 科创板概念股, ",74.21亿
19,603085.SH,603085,天成自控,汽车配件,1.0,12.06,"二胎, 汽车零部件, 工业自动化, 智能制造, ",17.79亿
20,603042.SH,603042,华脉科技,通信设备,1.0,14.47,"5G, 光通信, ",14.62亿
21,601330.SH,601330,绿色动力,环境保护,1.0,12.36,"固废处理, 环保, ",14.36亿
22,600844.SH,600844,丹化科技,化工原料,1.0,3.92,"有色-锌, 有色金属, 资产重组, ",
23,600831.SH,600831,广电网络,影视音像,1.0,11.35,"大数据, 云计算, 智慧城市, 广电, 知识产权, ",74.01亿
24,600538.SH,600538,国发股份,医药商业,1.0,6.0,"农药, 民营医院, 医药, 中药, 医疗器械, 广西, ",27.86亿
25,600359.SH,600359,新农开发,农业综合,1.0,6.59,"棉花, 食品, 新疆, 农垦, 乳业（奶粉）, 土地流转, 新疆国企改革, 农业种植, 资产重组, ",25.14亿
26,002570.SZ,002570,贝因美,乳制品,1.0,6.4,"二胎, 回购, 食品, 乳业（奶粉）, 股权转让, ST摘帽, ",65.44亿
27,600311.SH,600311,荣华实业,黄金,1.0,3.96,"壳公司, 黄金, ",26.36亿
28,300780.SZ,300780,N德恩,机械基件,1.0,18.35,,6.73亿
29,002871.SZ,002871,伟隆股份,机械基件,1.0,24.15,"人民币贬值受益, ",6.98亿
30,002881.SZ,002881,美格智能,通信设备,1.0,20.71,"华为产业链, 物联网, 小米概念股, ",9.39亿
31,002889.SZ,002889,东方嘉盛,仓储物流,1.0,26.65,"5G, 高送转-预期, 智慧物流, 智能制造, 快递物流, 大数据, 自贸区, 自由贸易港, 上海自由贸易港, ",9.91亿
32,002917.SZ,002917,金奥博,化工原料,1.0,17.06,"高送转-预期, 高送转-填权, 智能制造, 工业互联网, 民爆, 机器人, ",9.24亿
33,002041.SZ,002041,登海种业,种植业,1.0,10.71,"转基因, 乡村振兴, 农业种植, 人造肉, ",93.59亿
34,300629.SZ,300629,新劲刚,矿物制品,1.0,19.97,"5G, 军工, 军民融合, 国产芯片, ",8.64亿
35,300615.SZ,300615,欣天科技,元器件,1.0,21.23,"5G, ",8.3亿
36,300611.SZ,300611,美力科技,机械基件,1.0,10.51,"汽车零部件, ",7.71亿
37,300427.SZ,300427,红相股份,电气设备,1.0,19.97,"电改, 业绩预增, 军工, 军民融合, 区块链, 股权转让, ",49.22亿
38,300414.SZ,300414,中光防雷,元器件,1.0,11.03,"5G, 军工, 军民融合, 高送转-填权, 资产重组, ",33.01亿
39,002947.SZ,002947,恒铭达,元器件,1.0,45.1,"业绩预增, 苹果产业链, ",13.7亿
40,300292.SZ,300292,吴通控股,软件服务,1.0,8.18,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, ",84.22亿
41,300279.SZ,300279,和晶科技,元器件,1.0,6.55,"阿里巴巴概念股, 教育, 物联网, 智慧城市, 腾讯概念股, 独角兽, 壳公司, 强势人气股, ",27.89亿
42,603977.SH,603977,国泰集团,化工原料,1.0,9.34,"稀土磁材, 股权转让, 民爆, 高铁轨交, 资产重组, ",16.43亿
