,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300127.SZ,银河磁体,元器件,26.38,"特斯拉, 稀土磁材, ",59.91亿
1,603169.SH,兰石重装,专用机械,8.44,"一带一路, 核电, 定增破发, ",88.09亿
2,300615.SZ,欣天科技,元器件,39.88,"5G, ",15.6亿
3,600359.SH,新农开发,农业综合,9.17,"棉花, 食品, 新疆, 农垦, 乳业（奶粉）, 土地流转, 新疆国企改革, 农业种植, 资产重组, ",34.98亿
4,000812.SZ,陕西金叶,广告包装,4.87,"教育, 信托, 包装印刷, ",32.64亿
5,300713.SZ,英可瑞,电气设备,25.4,"新能源汽车, 高送转, 国资入股, 充电桩, ",10.88亿
6,002481.SZ,双塔食品,食品,8.34,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, 人造肉, ",92.33亿
7,603787.SH,新日股份,摩托车,15.5,"共享经济, ",10.99亿
8,000861.SZ,海印股份,房产服务,3.34,"供应链金融, 低价股, 股权转让, 共享经济, ",65.98亿
9,300593.SZ,新雷能,电气设备,25.4,"5G, 高送转-预期, 军工, 军民融合, ",17.0亿
10,002123.SZ,梦网集团,互联网,13.29,"密集调研, 物联网, 直播/短视频, 云计算, 区块链, 国资入股, 独角兽, ",82.79亿
11,600870.SH,ST厦华,家用电器,3.51,"移动支付, 低价股, 智慧安防, 资产重组, ST股, ",18.36亿
12,300553.SZ,集智股份,电器仪表,40.97,,6.86亿
13,000037.SZ,深南电A,火力发电,11.93,"火电, 电改, ",40.43亿
14,002378.SZ,章源钨业,小金属,8.38,"有色金属, 稀土磁材, 有色-钨, 工业自动化, 智能制造, ",77.37亿
15,002949.SZ,华阳国际,建筑施工,26.36,"次新股, 装配式建筑, 装修装饰, ",12.92亿
16,601068.SH,中铝国际,建筑施工,8.47,"央企改革, 大基建, PPP, ",25.06亿
17,603908.SH,牧高笛,纺织,28.5,"纺织服装, 体育产业, ",6.57亿
18,300103.SZ,达刚路机,工程机械,11.18,"一带一路, 固废处理, 机械, 环保, ",27.4亿
19,002636.SZ,金安国纪,元器件,9.52,"玻纤, ",23.46亿
20,002731.SZ,萃华珠宝,服饰,18.83,"业绩预增, 高送转, 黄金, ",24.22亿
21,300198.SZ,纳川股份,塑料,4.44,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 股权转让, 共享经济, ",35.91亿
22,300352.SZ,北信源,软件服务,6.27,"网络安全, 人工智能, 区块链, 智慧城市, 国产软件, 国产操作系统, ",68.57亿
23,002130.SZ,沃尔核材,电气设备,5.51,"一带一路, 特斯拉, 核电, 风电, 互联网金融, ",54.77亿
24,300357.SZ,我武生物,生物制药,33.46,"社保重仓, 高送转-填权, ",153.11亿
25,300605.SZ,恒锋信息,软件服务,20.86,"养老产业, 数字中国, 高送转, 智慧城市, 国产软件, 智慧安防, ",10.12亿
26,002167.SZ,东方锆业,小金属,8.03,"有色-锆, 一带一路, 央企改革, 核电, 航母, 有色金属, 黄金, ",49.67亿
27,000593.SZ,大通燃气,供气供热,7.4,"油气改革, 天然气, 信托, 股权转让, ",26.53亿
28,300592.SZ,华凯创意,软件服务,12.02,"装修装饰, 人脸识别, ",
29,002813.SZ,路畅科技,汽车配件,32.78,"百度概念股, 无人驾驶, 共享经济, ",9.83亿
30,603619.SH,中曼石油,石油开采,20.04,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",28.72亿
31,002945.SZ,华林证券,证券,15.52,"券商, ",41.9亿
32,300489.SZ,中飞股份,铝,17.42,"有色-铝, 核电, 有色金属, 军工, 军民融合, 股权转让, ",12.46亿
33,600305.SH,恒顺醋业,食品,16.58,"调味品, 食品, ",129.91亿
34,002149.SZ,西部材料,小金属,9.55,"大飞机, 有色金属, 有色-钨, 有色-钛, ",40.62亿
35,002919.SZ,名臣健康,日用化工,29.28,"高送转, 化妆品, ",8.25亿
36,300333.SZ,兆日科技,元器件,12.01,"网络安全, 国产芯片, ",39.74亿
37,002074.SZ,国轩高科,电气设备,14.02,"新进指数成份股, 北汽新能源, 回购, 储能, 锂电池, 新能源汽车, 充电桩, ",141.91亿
38,600363.SH,联创光电,元器件,11.0,"新能源汽车, 国产芯片, LED, 充电桩, ",48.78亿
39,600459.SH,贵研铂业,小金属,18.33,"特斯拉, 燃料电池, ",80.23亿
40,002405.SZ,四维图新,软件服务,24.59,"安邦系, 特斯拉, 蔚来汽车概念股, 军工研究所, 回购, 业绩预增, 军工, 物联网, 无人驾驶, 雄安-智慧城市, 北斗导航, 雄安新区, 大数据, 高送转, 国产软件, 腾讯概念股, 国产芯片, 滴滴出行概念股, 共享经济, 国产操作系统, 智慧安防, 独角兽, 手势识别, ",256.11亿
41,300208.SZ,青岛中程,电气设备,7.7,"有色金属, 有色-镍, 光伏, 举牌股, ",46.32亿
42,601020.SH,华钰矿业,铅锌,11.15,"有色-锌, 有色-锑, 有色金属, 西藏, 股权转让, 黄金, ",58.3亿
43,300629.SZ,新劲刚,矿物制品,20.9,"5G, 军工, 军民融合, 国产芯片, ",9.04亿
44,000657.SZ,中钨高新,小金属,7.65,"央企改革, 有色金属, 有色-钨, 创投, ",26.3亿
45,300612.SZ,宣亚国际,广告包装,20.24,"回购, 网络安全, 直播/短视频, 区块链, ",9.18亿
46,000777.SZ,中核科技,机械基件,14.1,"一带一路, 央企改革, 核电, 业绩预增, ",54.06亿
47,300209.SZ,天泽信息,软件服务,13.23,"5G, 社保重仓, 破净股, 物联网, 无人驾驶, 高质押率, 国产软件, 资产重组, ",34.9亿
48,603726.SH,朗迪集团,机械基件,18.7,"白色家电, 家电, ",24.8亿
49,300368.SZ,汇金股份,专用机械,7.59,"军工, 军民融合, 互联网金融, 京津冀, 股权转让, 国资入股, 无人银行, ",35.29亿
50,300736.SZ,百邦科技,通信设备,20.89,"高送转, 苹果产业链, 国资入股, ",10.5亿
51,300770.SZ,新媒股份,影视音像,90.88,"次新股, ",29.17亿
52,601858.SH,中国科传,出版业,12.98,"中字头, 中科院系, 知识产权, ",24.73亿
53,300631.SZ,久吾高科,环境保护,20.3,"高送转-预期, 社保重仓, 锂电池, 环保, 新能源汽车, 污水处理, 燃料乙醇, ",14.07亿
54,600367.SH,红星发展,化工原料,9.15,"硅锰, 有色金属, ",26.64亿
55,603013.SH,亚普股份,汽车配件,17.88,"汽车零部件, ",10.73亿
56,603317.SH,天味食品,食品,39.92,"次新股, 调味品, 食品, ",16.49亿
57,002571.SZ,德力股份,玻璃,5.71,"创投, ",14.46亿
58,300630.SZ,普利制药,化学制药,76.97,"业绩预增, 医药, 化学药, 海南自由贸易港, 高送转, 自贸区, 自由贸易港, 海南, ",76.18亿
59,600497.SH,驰宏锌锗,铅锌,5.38,"有色-锌, 有色金属, ",231.87亿
60,000818.SZ,航锦科技,化工原料,12.0,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 燃料电池, 半导体, 国产芯片, 创投, ",
61,000338.SZ,潍柴动力,汽车配件,12.45,"MSCI, 新能源整车, 重卡, 汽车零部件, 山东国企改革, 燃料电池, 新能源汽车, ",528.36亿
62,603358.SH,华达科技,汽车配件,12.06,"汽车零部件, 工业自动化, 智能制造, ",16.61亿
63,300725.SZ,药石科技,化工原料,67.97,"医药, 创新药, 独角兽, ",61.79亿
64,603516.SH,淳中科技,通信设备,25.04,"智慧安防, ",22.1亿
65,002830.SZ,名雕股份,装修装饰,16.05,"装修装饰, ",6.39亿
66,600353.SH,旭光股份,元器件,5.79,"业绩预增, ",
67,000506.SZ,中润资源,黄金,3.98,"房地产, 资产重组, 手游, 黄金, ",36.96亿
68,601212.SH,白银有色,铜,4.78,"有色金属, 定增破发, 有色-铜, 黄金, ",93.91亿
69,300328.SZ,宜安科技,铝,9.62,"有色-铝, 特斯拉, 华为产业链, 有色金属, 汽车零部件, 医疗器械, 国资入股, ",44.28亿
70,600540.SH,新赛股份,种植业,5.39,"棉花, 新疆, 农垦, 新疆国企改革, 农业种植, 股权转让, ",25.38亿
71,002716.SZ,金贵银业,小金属,7.7,"有色-锌, 有色-锑, 有色金属, 互联网金融, 股权转让, 黄金, ",47.93亿
72,603505.SH,金石资源,矿物制品,19.99,"业绩预增, ",22.4亿
73,300344.SZ,太空智造,软件服务,6.74,"装配式建筑, 雄安-建材, 雄安新区, 云计算, ",14.29亿
74,300730.SZ,科创信息,软件服务,20.98,"智能制造, 大数据, 工业互联网, 国产软件, 机器视觉, ",15.86亿
75,603683.SH,晶华新材,化工原料,14.03,,6.24亿
76,300440.SZ,运达科技,软件服务,7.63,"回购, 国产软件, 高铁轨交, ",34.0亿
77,300415.SZ,伊之密,专用机械,7.47,"智能制造, 举牌股, 机器人, ",21.24亿
78,000966.SZ,长源电力,火力发电,5.73,"火电, 电改, 央企改革, 社保重仓, 业绩预增, 创投, ",63.5亿
79,600108.SH,亚盛集团,农业综合,3.94,"转基因, 乡村振兴, 农垦, 土地流转, 农业种植, 工业大麻, ",76.71亿
80,600251.SH,冠农股份,农业综合,7.1,"回购, 棉花, 食品, 新疆, 化肥, 农垦, 白糖, 新疆国企改革, 大数据, ",55.72亿
81,002253.SZ,川大智胜,软件服务,15.27,"通用航空, 人工智能, 国产软件, VR&AR, 人脸识别, ",31.57亿
82,000603.SZ,盛达矿业,铅锌,11.13,"有色-锌, 有色金属, 互联网金融, 资产重组, ",51.56亿
83,002182.SZ,云海金属,小金属,8.09,"有色-铝, 有色-镁, 特斯拉, 社保重仓, 有色金属, 业绩预增, 小米概念股, 耐火材料, 股权转让, 苹果产业链, ",42.43亿
84,300555.SZ,路通视信,通信设备,12.0,"物联网, 智慧城市, 智慧安防, 广电, ",10.47亿
85,603970.SH,中农立华,其他商业,20.45,"农药, 无人机, ",16.28亿
86,002808.SZ,恒久科技,元器件,13.72,"燃料电池, 3D打印, 智能制造, ",12.17亿
87,300193.SZ,佳士科技,专用机械,7.98,"工业自动化, 智能制造, 机器人, ",36.52亿
88,002590.SZ,万安科技,汽车配件,8.4,"特斯拉, 汽车零部件, 物联网, 无人驾驶, 新能源汽车, 共享经济, 独角兽, 充电桩, ",36.5亿
89,000426.SZ,兴业矿业,铅锌,5.56,"内蒙古, 有色-锌, 有色-锑, 回购, 有色金属, 高质押率, 铁矿石, ",73.96亿
90,002721.SZ,金一文化,服饰,6.34,"供应链金融, 特色小镇, 定增破发, 高质押率, 3D打印, 智能制造, 互联网金融, 股权转让, 国资入股, 资产重组, 黄金, ",37.23亿
91,600845.SH,宝信软件,软件服务,34.34,"央企改革, 业绩预增, 物联网, 无人驾驶, 万达系, 大数据, 云计算, 工业互联网, 国产软件, VR&AR, ",220.06亿
92,002297.SZ,博云新材,矿物制品,8.73,"碳纤维, 大飞机, 通用航空, 军工, 军民融合, 股权转让, 高校系, ",41.04亿
93,600585.SH,海螺水泥,水泥,40.72,"AH溢价股, 高股息, 白马股, MSCI, 安徽国企改革, 高送转-预期, 业绩预增, 水泥, ",1628.68亿
94,002010.SZ,传化智联,仓储物流,8.05,"MSCI, 新能源整车, 供应链金融, 染料, 智慧物流, 智能制造, 互联网金融, 新能源汽车, 快递物流, 移动支付, 区块链, 工业互联网, ",256.2亿
95,002574.SZ,明牌珠宝,服饰,5.84,"破净股, 住房租赁, 黄金, ",30.84亿
96,300009.SZ,安科生物,生物制药,16.68,"健康中国, PD-1抑制剂, 基因测序, 医疗器械, 精准医疗, 体外诊断, ",113.71亿
97,603638.SH,艾迪精密,专用机械,21.08,"业绩预增, 机械, ",26.51亿
98,002430.SZ,杭氧股份,化工机械,12.82,"业绩预增, 浙江国企改革, 债转股-AMC, 燃料电池, ",121.77亿
99,002883.SZ,中设股份,建筑施工,23.64,"社保重仓, 雄安新区, 雄安-设计, ",7.33亿
100,600766.SH,园城黄金,黄金,9.23,"资产重组, 壳公司, 黄金, ",20.67亿
101,600711.SH,盛屯矿业,小金属,5.46,"有色-锌, 有色金属, 参股券商, 有色-钴, 有色-铜, ",81.74亿
102,300457.SZ,赢合科技,专用机械,24.38,"社保重仓, 工业自动化, 锂电池, 智能制造, 新能源汽车, ",61.45亿
103,002287.SZ,奇正藏药,中成药,29.31,"医药, 中药, 西藏, ",119.0亿
104,600763.SH,通策医疗,医疗保健,82.9,"健康中国, 二胎, 民营医院, 业绩预增, ",265.81亿
105,000157.SZ,中联重科,工程机械,5.63,"MSCI, 一带一路, 乡村振兴, 业绩预增, 宁德时代概念股, 农机, 工业自动化, 机械, 智能制造, 人工智能, 工业互联网, ",354.68亿
106,600621.SH,华鑫股份,证券,13.16,"券商, 金改, 上海国企改革, ",70.44亿
107,603901.SH,永创智能,专用机械,8.53,"社保重仓, 回购, 工业自动化, 智能制造, 机器视觉, 包装印刷, 机器人, ",15.7亿
108,002497.SZ,雅化集团,化工原料,7.14,"军工, 军民融合, 锂电池, 新能源汽车, 民爆, ",60.43亿
109,002915.SZ,中欣氟材,化工原料,21.37,,7.34亿
110,300701.SZ,森霸传感,元器件,36.9,"高送转-预期, 物联网, 小米概念股, 高送转, 国产芯片, 智慧安防, 科创板概念股, ",8.37亿
111,600452.SH,涪陵电力,水力发电,24.4,"特高压, 电改, 央企改革, ",54.66亿
112,601699.SH,潞安环能,煤炭开采,8.29,"MSCI, 煤炭, 破净股, 山西国企改革, ",247.99亿
113,603779.SH,威龙股份,红黄药酒,14.33,"回购, 定增破发, ",30.21亿
114,002641.SZ,永高股份,塑料,4.22,,37.81亿
115,600009.SH,上海机场,机场,73.93,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, ",808.41亿
116,002827.SZ,高争民爆,化工原料,15.93,"高送转, 西藏, 民爆, ",10.06亿
117,603666.SH,亿嘉和,专用机械,55.58,"特高压, 智能制造, 机器人, ",13.65亿
118,002459.SZ,天业通联,工程机械,12.75,"光伏, 机械, 雄安新区, 雄安-工程基建, 移动支付, 高铁轨交, 资产重组, ",49.34亿
119,300580.SZ,贝斯特,汽车配件,16.4,"高送转-预期, 通用航空, 汽车零部件, 燃料电池, ",10.84亿
120,300322.SZ,硕贝德,通信设备,14.3,"5G, 华为产业链, 小米概念股, 无线充电, 移动支付, 指纹识别, 虹膜识别, ",52.55亿
121,300499.SZ,高澜股份,专用机械,15.39,"新能源汽车, 高送转, 充电桩, ",12.43亿
122,603458.SH,勘设股份,建筑施工,35.22,,10.93亿
123,603333.SH,尚纬股份,电气设备,9.47,"核电, 业绩预增, 风电, ",48.29亿
124,601952.SH,苏垦农发,种植业,8.51,"社保重仓, 乡村振兴, 农垦, 土地流转, 农业种植, ",34.83亿
125,000032.SZ,深桑达A,元器件,9.56,"央企改革, 军工研究所, 业绩预增, 军工, 无线充电, 无人商店, 智慧城市, 高铁轨交, 智慧安防, ",39.32亿
126,600864.SH,哈投股份,证券,7.01,"券商, 参股券商, 破净股, ",110.64亿
127,601668.SH,中国建筑,建筑施工,5.92,"安邦系, 高股息, 白马股, MSCI, 中字头, 一带一路, 央企改革, 大基建, 装配式建筑, 地下管廊, PPP, ",2435.55亿
128,002857.SZ,三晖电气,电器仪表,13.92,,6.89亿
129,002670.SZ,国盛金控,证券,11.33,"券商, 互联网金融, 区块链, ",183.88亿
130,300319.SZ,麦捷科技,元器件,7.23,"5G, 华为产业链, 物联网, 无线充电, 股权转让, VR&AR, 国资入股, ",46.15亿
131,300073.SZ,当升科技,矿物制品,23.61,"特斯拉, 央企改革, 有色金属, 有色-钴, 宁德时代概念股, 储能, 锂电池, 新能源汽车, ",100.28亿
132,002673.SZ,西部证券,证券,10.14,"MSCI, 券商, 股权转让, ",355.09亿
133,300658.SZ,延江股份,纺织,13.37,"二胎, 纺织服装, 人民币贬值受益, ",5.62亿
