code,name,pe,past_p_change,past_average_turnover,stop_mark
002188,ST巴士,15.43,-46.279,3.56,
002069,獐子岛,30.35,-42.825,1.957,
002729,好利来,83.28,-39.795,9.033,
002054,德美化工,63.41,-38.85,7.613,
002650,加加食品,32.62,-31.837,5.243,
300157,恒泰艾普,47.18,-30.925,4.463,
601600,中国铝业,43.54,-30.723,2.837,
002508,老板电器,29.45,-26.938,1.803,
300566,激智科技,60.9,-26.874,3.72,
002517,恺英网络,20.46,-25.421,7.413,
600188,兖州煤业,11.32,-23.203,1.143,
601636,旗滨集团,15.77,-22.991,2.263,
000929,兰州黄河,56.29,-22.62,1.57,
002606,大连电瓷,44.95,-21.281,8.387,
600383,金地集团,18.62,-20.707,0.673,
300435,中泰股份,44.64,-20.478,1.597,
300143,星普医科,41.74,-20.193,2.933,
600074,ST保千里,10.33,-19.854,3.327,
002132,恒星科技,37.75,-19.63,0.73,
002684,猛狮科技,65.14,-19.058,1.387,
300042,朗科科技,69.64,-18.996,0.65,
000830,鲁西化工,19.89,-18.775,5.697,
300256,星星科技,54.51,-18.639,2.24,
000983,西山煤电,15.83,-17.928,0.773,
600048,保利地产,16.4,-17.527,0.85,
601001,大同煤业,11.51,-17.411,0.603,
600782,新钢股份,11.79,-17.394,2.563,
000060,中金岭南,20.7,-17.135,1.34,
002086,东方海洋,48.44,-16.927,2.47,
601699,潞安环能,13.49,-16.891,2.1,
002895,川恒股份,59.07,-16.849,18.553,
002146,荣盛发展,13.39,-16.841,1.727,
600340,华夏幸福,13.55,-16.661,0.807,
000898,鞍钢股份,10.93,-16.088,0.777,
002776,柏堡龙,27.95,-15.281,1.627,
002673,西部证券,38.03,-15.261,0.62,
601666,平煤股份,10.61,-15.243,1.193,
300697,电工合金,59.63,-15.076,18.96,
002865,钧达股份,42.52,-15.067,10.263,
002128,露天煤业,10.58,-14.878,1.053,
600362,江西铜业,29.97,-14.686,1.897,
600497,驰宏锌锗,29.92,-14.576,0.923,
001979,招商蛇口,36.64,-14.487,1.673,
600585,海螺水泥,12.83,-14.368,0.833,
002251,步 步 高,55.46,-14.28,1.397,
000638,万方发展,87.25,-14.177,2.553,
000001,平安银行,8.13,-13.943,0.603,
600829,人民同泰,25.21,-13.746,0.567,
002596,海南瑞泽,80.35,-13.724,2.29,
002922,伊戈尔,44.92,-13.386,18.95,
000426,兴业矿业,36.51,-13.374,1.657,
601939,建设银行,7.69,-13.338,1.62,
002847,盐津铺子,45.93,-13.297,12.953,
000069,华侨城Ａ,11.54,-12.848,0.843,
002092,中泰化学,11.3,-12.816,1.193,
000717,韶钢松山,6.93,-12.811,1.597,
600197,伊力特,27.63,-12.707,1.76,
000036,华联控股,7.25,-12.613,1.09,
000878,云南铜业,58.74,-12.523,0.873,
601233,桐昆股份,19.81,-12.427,1.38,
600809,山西汾酒,46.29,-12.119,0.72,
002081,金 螳 螂,18.9,-12.11,0.543,
600030,中信证券,21.62,-11.987,1.273,
601336,新华保险,25.03,-11.952,0.537,
600971,恒源煤电,7.98,-11.856,1.257,
002110,三钢闽光,8.68,-11.803,2.183,
600808,马钢股份,8.56,-11.655,0.763,
000662,天夏智慧,38.78,-11.601,3.073,
601828,美凯龙,18.61,-11.475,9.84,
600606,绿地控股,10.79,-11.291,3.29,
002035,华帝股份,41.76,-10.899,0.653,
600547,山东黄金,44.28,-10.814,1.42,
000910,大亚圣象,24.73,-10.717,1.02,
002500,山西证券,44.87,-10.694,1.01,
600875,东方电气,40.25,-10.561,0.653,
601899,紫金矿业,37.21,-10.561,2.543,
002445,中南文化,45.44,-10.555,0.863,
002778,高科石化,60.75,-10.526,1.583,
002129,中环股份,41.06,-10.504,3.21,
600970,中材国际,18.24,-10.477,1.31,
600801,华新水泥,14.79,-10.425,1.403,
600395,盘江股份,12.93,-10.411,0.52,
002714,牧原股份,24.31,-10.344,1.107,
600985,雷鸣科化,42.86,-10.323,1.99,
600664,哈药股份,32.77,-10.267,0.663,
600887,伊利股份,28.71,-10.261,1.74,
002160,常铝股份,32.8,-10.252,2.82,
000786,北新建材,20.45,-10.238,1.647,
300737,科顺股份,44.86,-10.202,13.943,
600803,新奥股份,29.18,-10.192,0.72,
601009,南京银行,7.7,-9.97,0.76,
601101,昊华能源,11.01,-9.82,0.82,
000603,盛达矿业,36.17,-9.64,0.803,
601003,柳钢股份,10.92,-9.543,0.853,
600282,南钢股份,7.05,-9.525,2.11,
600883,博闻科技,34.01,-9.497,0.767,
002514,宝馨科技,66.26,-9.387,1.793,
600569,安阳钢铁,8.79,-9.323,1.94,
300480,光力科技,99.37,-9.287,2.557,
000971,高升控股,38.0,-9.213,2.2,
002114,罗平锌电,82.62,-9.11,1.06,
002833,弘亚数控,29.25,-8.937,2.133,
600708,光明地产,15.59,-8.826,1.113,
601086,国芳集团,54.18,-8.715,18.727,
000756,新华制药,26.11,-8.525,1.463,
600449,宁夏建材,15.04,-8.512,1.523,
002295,精艺股份,36.3,-8.488,1.133,
600438,通威股份,19.77,-8.441,0.867,
000758,中色股份,42.39,-8.412,0.677,
600959,江苏有线,32.08,-8.375,0.527,
