,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,300205.SZ,300205,天喻信息,元器件,14.35,872.79
1,300208.SZ,300208,青岛中程,电气设备,7.67,756.74
2,002072.SZ,002072,*ST凯瑞,互联网,5.27,532.82
3,603618.SH,603618,杭电股份,电气设备,7.33,527.08
4,300731.SZ,300731,科创新源,橡胶,28.37,391.22
5,600363.SH,600363,联创光电,元器件,10.83,358.49
6,600769.SH,600769,祥龙电业,建筑施工,5.82,347.3
7,600870.SH,600870,ST厦华,家用电器,3.34,346.63
8,600807.SH,600807,ST天业,区域地产,4.6,345.29
9,002237.SZ,002237,恒邦股份,黄金,12.31,310.39
10,603978.SH,603978,深圳新星,铝,22.7,284.28
11,002719.SZ,002719,麦趣尔,乳制品,12.35,280.69
12,600988.SH,600988,赤峰黄金,黄金,5.75,278.34
13,002155.SZ,002155,湖南黄金,黄金,9.26,270.84
14,300299.SZ,300299,富春股份,通信设备,7.81,268.38
15,603890.SH,603890,春秋电子,机械基件,11.8,262.34
16,603970.SH,603970,中农立华,其他商业,21.15,232.89
17,600936.SH,600936,广西广电,影视音像,5.0,223.09
18,603317.SH,603317,天味食品,食品,39.17,222.07
19,002945.SZ,002945,华林证券,证券,15.77,210.72
20,603686.SH,603686,龙马环卫,专用机械,13.91,208.56
21,002716.SZ,002716,金贵银业,小金属,7.99,208.0
22,002881.SZ,002881,美格智能,通信设备,21.75,200.3
23,002822.SZ,002822,中装建设,装修装饰,6.46,199.34
24,000968.SZ,000968,蓝焰控股,煤炭开采,12.79,198.69
25,002789.SZ,002789,建艺集团,装修装饰,18.86,193.45
26,300087.SZ,300087,荃银高科,种植业,10.09,183.39
27,600598.SH,600598,北大荒,种植业,12.18,181.56
28,000603.SZ,000603,盛达矿业,铅锌,11.31,178.67
29,002908.SZ,002908,德生科技,元器件,22.61,175.6
30,600547.SH,600547,山东黄金,黄金,34.34,174.63
31,002866.SZ,002866,传艺科技,电脑设备,13.04,171.6
32,000998.SZ,000998,隆平高科,种植业,16.4,171.49
33,000970.SZ,000970,中科三环,元器件,12.98,167.41
34,601952.SH,601952,苏垦农发,种植业,8.76,162.15
35,300560.SZ,300560,中富通,通信设备,21.66,161.63
36,300069.SZ,300069,金利华电,电气设备,16.91,158.93
37,600228.SH,600228,ST昌九,化工原料,7.65,156.49
38,300739.SZ,300739,明阳电路,元器件,19.89,149.43
39,002395.SZ,002395,双象股份,塑料,21.99,149.04
40,300352.SZ,300352,北信源,软件服务,6.18,144.5
41,603602.SH,603602,纵横通信,通信设备,23.84,141.43
42,300631.SZ,300631,久吾高科,环境保护,21.78,139.41
43,000010.SZ,000010,*ST美丽,建筑施工,3.46,138.38
44,002772.SZ,002772,众兴菌业,种植业,9.62,138.1
45,300603.SZ,300603,立昂技术,通信设备,32.6,131.72
46,000785.SZ,000785,武汉中商,百货,10.27,127.35
47,002792.SZ,002792,通宇通讯,通信设备,32.6,125.98
48,300711.SZ,300711,广哈通信,通信设备,22.38,123.29
49,000506.SZ,000506,中润资源,黄金,4.06,121.91
50,601212.SH,601212,白银有色,铜,4.79,121.77
51,002848.SZ,002848,高斯贝尔,通信设备,14.2,120.69
52,600251.SH,600251,冠农股份,农业综合,7.35,114.38
53,300563.SZ,300563,神宇股份,通信设备,33.8,113.21
54,600311.SH,600311,荣华实业,黄金,4.69,112.78
55,600961.SH,600961,株冶集团,铅锌,9.7,112.63
56,600892.SH,600892,大晟文化,影视音像,6.01,111.94
57,600667.SH,600667,太极实业,半导体,8.14,111.21
58,300592.SZ,300592,华凯创意,软件服务,12.02,110.89
59,601137.SH,601137,博威合金,铜,9.72,109.49
60,002463.SZ,002463,沪电股份,元器件,10.5,108.98
61,600305.SH,600305,恒顺醋业,食品,15.72,106.11
62,600745.SH,600745,闻泰科技,通信设备,37.2,105.88
63,603738.SH,603738,泰晶科技,元器件,17.2,103.32
64,600766.SH,600766,园城黄金,黄金,9.28,98.49
65,601858.SH,601858,中国科传,出版业,12.33,98.05
66,002115.SZ,002115,三维通信,互联网,13.18,97.0
67,000839.SZ,000839,中信国安,综合类,4.39,96.24
68,603083.SH,603083,剑桥科技,通信设备,31.43,95.87
69,002897.SZ,002897,意华股份,元器件,24.12,94.38
70,603803.SH,603803,瑞斯康达,通信设备,13.28,92.71
71,002721.SZ,002721,金一文化,服饰,6.5,91.77
72,300695.SZ,300695,兆丰股份,汽车配件,57.58,91.76
73,603559.SH,603559,中通国脉,通信设备,21.99,89.76
74,000966.SZ,000966,长源电力,火力发电,5.5,89.36
75,300602.SZ,300602,飞荣达,元器件,25.46,88.89
76,600831.SH,600831,广电网络,影视音像,11.81,88.76
77,002828.SZ,002828,贝肯能源,石油开采,15.27,87.37
78,603080.SH,603080,新疆火炬,供气供热,19.89,87.27
79,000035.SZ,000035,中国天楹,环境保护,4.78,86.94
80,002387.SZ,002387,维信诺,元器件,13.27,86.67
81,300597.SZ,300597,吉大通信,通信设备,16.49,85.98
82,002943.SZ,002943,宇晶股份,机床制造,38.82,85.42
83,300726.SZ,300726,宏达电子,元器件,23.14,82.4
84,002378.SZ,002378,章源钨业,小金属,8.92,82.14
85,002696.SZ,002696,百洋股份,渔业,7.16,82.06
86,600489.SH,600489,中金黄金,黄金,8.86,81.09
87,002871.SZ,002871,伟隆股份,机械基件,24.6,79.91
88,603619.SH,603619,中曼石油,石油开采,18.22,79.02
89,600067.SH,600067,冠城大通,全国地产,5.18,78.96
90,600127.SH,600127,金健米业,农业综合,5.87,78.83
91,002506.SZ,002506,协鑫集成,电气设备,6.4,78.67
92,002114.SZ,002114,罗平锌电,铅锌,9.35,78.55
93,002835.SZ,002835,同为股份,元器件,10.45,78.24
94,002938.SZ,002938,鹏鼎控股,元器件,25.88,77.88
95,600025.SH,600025,华能水电,水力发电,4.12,77.57
96,300279.SZ,300279,和晶科技,元器件,6.58,75.51
97,603031.SH,603031,安德利,百货,12.76,75.27
98,300716.SZ,300716,国立科技,塑料,11.39,74.42
99,603666.SH,603666,亿嘉和,专用机械,55.66,74.22
100,002079.SZ,002079,苏州固锝,半导体,8.42,73.32
101,000961.SZ,000961,中南建设,建筑施工,9.1,72.92
102,002297.SZ,002297,博云新材,矿物制品,8.76,72.27
103,600367.SH,600367,红星发展,化工原料,9.0,72.1
104,603322.SH,603322,超讯通信,通信设备,22.74,71.98
105,000301.SZ,000301,东方盛虹,化纤,5.66,71.77
106,603819.SH,603819,神力股份,电气设备,18.83,71.73
107,000062.SZ,000062,深圳华强,批发业,14.97,71.58
108,300555.SZ,300555,路通视信,通信设备,13.33,71.04
109,002929.SZ,002929,润建股份,通信设备,30.98,70.98
110,300565.SZ,300565,科信技术,通信设备,16.11,70.08
111,300333.SZ,300333,兆日科技,元器件,13.04,69.63
112,601155.SH,601155,新城控股,区域地产,39.08,69.1
113,603288.SH,603288,海天味业,食品,104.0,69.04
114,000426.SZ,000426,兴业矿业,铅锌,5.71,68.76
115,600378.SH,600378,天科股份,化工原料,14.14,68.53
116,603679.SH,603679,华体科技,电气设备,48.2,67.96
117,000791.SZ,000791,甘肃电投,水力发电,4.56,67.7
118,603348.SH,603348,文灿股份,汽车配件,20.39,67.64
119,600853.SH,600853,龙建股份,建筑施工,4.32,67.49
120,603027.SH,603027,千禾味业,食品,19.0,67.24
121,600497.SH,600497,驰宏锌锗,铅锌,5.26,67.21
122,300678.SZ,300678,中科信息,软件服务,23.15,66.97
123,002058.SZ,002058,威尔泰,电器仪表,13.88,66.84
124,300478.SZ,300478,杭州高新,橡胶,15.69,66.65
125,600525.SH,600525,长园集团,电气设备,6.82,66.43
126,002455.SZ,002455,百川股份,化工原料,6.64,66.01
127,000593.SZ,000593,大通燃气,供气供热,7.56,65.11
128,002919.SZ,002919,名臣健康,日用化工,32.23,64.85
129,300322.SZ,300322,硕贝德,通信设备,14.07,64.79
130,300191.SZ,300191,潜能恒信,石油开采,19.48,64.76
131,002916.SZ,002916,深南电路,元器件,86.35,64.51
132,601633.SH,601633,长城汽车,汽车整车,8.81,64.28
133,600289.SH,600289,*ST信通,软件服务,2.83,63.81
134,300736.SZ,300736,百邦科技,通信设备,20.34,63.8
135,600863.SH,600863,内蒙华电,火力发电,3.08,63.44
136,300513.SZ,300513,恒实科技,软件服务,26.5,62.38
137,300387.SZ,300387,富邦股份,化工原料,10.7,62.26
138,603079.SH,603079,圣达生物,食品,27.97,62.11
139,000505.SZ,000505,京粮控股,食品,7.47,62.08
140,002731.SZ,002731,萃华珠宝,服饰,19.33,61.57
141,002927.SZ,002927,泰永长征,电气设备,33.35,61.55
142,603060.SH,603060,国检集团,建筑施工,28.6,61.04
143,600389.SH,600389,江山股份,农药化肥,20.87,60.87
144,603505.SH,603505,金石资源,矿物制品,20.07,60.49
145,603006.SH,603006,联明股份,汽车配件,14.42,60.33
146,002715.SZ,002715,登云股份,汽车配件,17.61,60.21
147,002515.SZ,002515,金字火腿,食品,6.19,60.0
148,300385.SZ,300385,雪浪环境,环境保护,19.99,59.8
149,603655.SH,603655,朗博科技,汽车配件,18.13,59.56
150,300504.SZ,300504,天邑股份,通信设备,25.85,59.26
151,002607.SZ,002607,中公教育,文教休闲,12.87,58.87
152,000758.SZ,000758,中色股份,铅锌,5.99,58.83
153,600011.SH,600011,华能国际,火力发电,6.64,58.74
154,600635.SH,600635,大众公用,供气供热,7.19,58.37
155,300698.SZ,300698,万马科技,通信设备,20.73,58.21
156,300209.SZ,300209,天泽信息,软件服务,13.78,57.87
157,300629.SZ,300629,新劲刚,矿物制品,20.39,57.47
158,300331.SZ,300331,苏大维格,元器件,20.52,57.24
159,000993.SZ,000993,闽东电力,水力发电,9.09,57.1
160,603305.SH,603305,旭升股份,汽车配件,24.49,57.07
161,000876.SZ,000876,新希望,饲料,19.12,56.86
162,000657.SZ,000657,中钨高新,小金属,7.81,56.56
163,600538.SH,600538,国发股份,医药商业,5.53,56.48
164,603901.SH,603901,永创智能,专用机械,8.7,56.17
165,300760.SZ,300760,迈瑞医疗,医疗保健,157.0,56.13
166,603866.SH,603866,桃李面包,食品,41.18,56.12
167,600108.SH,600108,亚盛集团,农业综合,4.05,56.08
168,600234.SH,600234,*ST山水,文教休闲,7.66,56.03
169,603789.SH,603789,星光农机,农用机械,14.4,55.85
170,603609.SH,603609,禾丰牧业,饲料,13.07,55.72
171,300595.SZ,300595,欧普康视,医疗保健,36.3,55.44
172,002240.SZ,002240,威华股份,家居用品,9.38,55.35
173,002860.SZ,002860,星帅尔,电气设备,20.39,55.24
174,300001.SZ,300001,特锐德,电气设备,19.62,55.07
175,002369.SZ,002369,卓翼科技,通信设备,8.69,55.06
176,600506.SH,600506,香梨股份,种植业,13.3,54.74
177,002217.SZ,002217,合力泰,元器件,5.93,54.6
178,002443.SZ,002443,金洲管道,钢加工,7.06,54.57
179,000668.SZ,000668,荣丰控股,区域地产,17.5,54.47
180,002468.SZ,002468,申通快递,仓储物流,24.96,53.87
181,600736.SH,600736,苏州高新,园区开发,8.61,53.29
182,002428.SZ,002428,云南锗业,小金属,8.47,53.24
183,000063.SZ,000063,中兴通讯,通信设备,31.47,53.0
184,002475.SZ,002475,立讯精密,元器件,22.72,52.81
185,002093.SZ,002093,国脉科技,电信运营,10.58,52.22
186,002597.SZ,002597,金禾实业,化工原料,19.04,52.03
187,002056.SZ,002056,横店东磁,元器件,8.52,51.86
188,002479.SZ,002479,富春环保,火力发电,5.85,51.79
189,600498.SH,600498,烽火通信,通信设备,28.7,51.78
190,300042.SZ,300042,朗科科技,电脑设备,15.71,51.48
191,002497.SZ,002497,雅化集团,化工原料,7.18,51.46
192,002593.SZ,002593,日上集团,汽车配件,5.15,50.96
193,002188.SZ,002188,*ST巴士,广告包装,3.56,50.93
194,600741.SH,600741,华域汽车,汽车配件,21.12,50.72
195,603650.SH,603650,彤程新材,化工原料,28.68,50.29
196,603607.SH,603607,京华激光,造纸,20.27,49.68
197,600050.SH,600050,中国联通,电信运营,6.18,49.28
198,601028.SH,601028,玉龙股份,钢加工,5.2,49.21
199,002701.SZ,002701,奥瑞金,广告包装,4.64,49.21
200,002946.SZ,002946,新乳业,乳制品,15.27,49.17
201,300401.SZ,300401,花园生物,食品,17.56,49.1
202,000852.SZ,000852,石化机械,化工机械,8.71,49.1
203,002557.SZ,002557,洽洽食品,食品,22.7,48.94
204,603386.SH,603386,广东骏亚,元器件,16.1,48.84
205,002636.SZ,002636,金安国纪,元器件,8.65,48.58
206,300658.SZ,300658,延江股份,纺织,13.3,48.53
207,603977.SH,603977,国泰集团,化工原料,10.48,48.2
208,300543.SZ,300543,朗科智能,电气设备,20.39,48.15
209,002231.SZ,002231,奥维通信,通信设备,9.33,48.1
210,603283.SH,603283,赛腾股份,专用机械,20.7,47.8
211,600195.SH,600195,中牧股份,饲料,13.22,47.66
212,603088.SH,603088,宁波精达,专用机械,15.05,47.56
213,300697.SZ,300697,电工合金,铜,13.93,47.14
214,601188.SH,601188,龙江交通,路桥,3.24,47.13
215,002049.SZ,002049,紫光国微,元器件,44.8,47.1
216,300484.SZ,300484,蓝海华腾,电气设备,11.43,47.06
217,600206.SH,600206,有研新材,半导体,13.83,46.84
218,300414.SZ,300414,中光防雷,元器件,11.65,46.65
219,600132.SH,600132,重庆啤酒,啤酒,45.2,46.52
220,300657.SZ,300657,弘信电子,元器件,21.54,46.51
221,600815.SH,600815,*ST厦工,工程机械,3.19,46.41
222,300292.SZ,300292,吴通控股,软件服务,7.64,46.27
223,002167.SZ,002167,东方锆业,小金属,7.81,46.11
224,600281.SH,600281,太化股份,化工原料,5.24,46.07
225,002481.SZ,002481,双塔食品,食品,8.9,46.04
226,300692.SZ,300692,中环环保,环境保护,12.91,45.89
227,002852.SZ,002852,道道全,食品,15.84,45.8
228,300650.SZ,300650,太龙照明,电气设备,15.1,45.76
229,600886.SH,600886,国投电力,水力发电,8.06,45.67
230,002889.SZ,002889,东方嘉盛,仓储物流,24.7,45.61
231,002942.SZ,002942,新农股份,农药化肥,28.46,45.19
232,300709.SZ,300709,精研科技,元器件,47.49,45.14
233,300508.SZ,300508,维宏股份,软件服务,37.75,45.08
234,002570.SZ,002570,贝因美,乳制品,6.35,45.05
235,600767.SH,600767,ST运盛,医疗保健,4.78,44.97
236,600540.SH,600540,新赛股份,种植业,5.62,44.88
237,300046.SZ,300046,台基股份,半导体,21.0,44.81
238,000420.SZ,000420,吉林化纤,化纤,2.94,44.7
239,603043.SH,603043,广州酒家,食品,30.25,44.68
240,002832.SZ,002832,比音勒芬,服饰,45.82,44.62
241,600679.SH,600679,上海凤凰,文教休闲,14.2,44.59
242,300009.SZ,300009,安科生物,生物制药,16.45,44.48
243,603515.SH,603515,欧普照明,电气设备,33.48,44.45
244,000601.SZ,000601,韶能股份,水力发电,4.5,44.38
245,601162.SH,601162,天风证券,证券,9.62,44.2
246,600900.SH,600900,长江电力,水力发电,17.91,44.18
247,600009.SH,600009,上海机场,机场,74.13,44.15
248,600095.SH,600095,哈高科,区域地产,5.79,44.15
249,000883.SZ,000883,湖北能源,火力发电,4.4,44.1
250,600612.SH,600612,老凤祥,服饰,43.88,43.91
251,300632.SZ,300632,光莆股份,半导体,15.36,43.91
252,600694.SH,600694,大商股份,百货,28.7,43.9
253,000032.SZ,000032,深桑达A,元器件,9.5,43.88
254,300580.SZ,300580,贝斯特,汽车配件,16.15,43.59
255,300689.SZ,300689,澄天伟业,元器件,31.5,43.56
256,002697.SZ,002697,红旗连锁,超市连锁,6.18,43.56
257,603566.SH,603566,普莱柯,生物制药,12.94,43.48
258,000736.SZ,000736,中交地产,全国地产,10.16,43.4
259,600845.SH,600845,宝信软件,软件服务,33.46,43.32
260,002306.SZ,002306,*ST云网,酒店餐饮,3.08,43.27
261,603218.SH,603218,日月股份,工程机械,18.9,43.19
262,600155.SH,600155,华创阳安,证券,15.18,43.18
263,300526.SZ,300526,中潜股份,专用机械,14.29,43.15
264,603709.SH,603709,中源家居,家居用品,33.8,43.12
265,601869.SH,601869,长飞光纤,通信设备,37.9,42.95
266,600597.SH,600597,光明乳业,乳制品,10.51,42.89
267,300226.SZ,300226,上海钢联,互联网,71.44,42.31
268,603833.SH,603833,欧派家居,家居用品,112.49,42.28
269,002290.SZ,002290,*ST中科,家用电器,5.26,42.17
270,002459.SZ,002459,天业通联,工程机械,12.42,42.16
271,600996.SH,600996,贵广网络,影视音像,9.39,42.04
272,300498.SZ,300498,温氏股份,农业综合,38.87,41.99
273,000553.SZ,000553,安道麦A,农药化肥,11.32,41.84
274,600811.SH,600811,东方集团,综合类,3.87,41.82
275,601319.SH,601319,中国人保,保险,8.96,41.76
276,300394.SZ,300394,天孚通信,通信设备,27.5,41.71
277,300737.SZ,300737,科顺股份,其他建材,9.72,41.57
278,300025.SZ,300025,华星创业,通信设备,6.53,41.54
279,300644.SZ,300644,南京聚隆,塑料,28.88,41.29
280,002633.SZ,002633,申科股份,机械基件,9.2,40.94
281,002519.SZ,002519,银河电子,通信设备,5.14,40.9
282,002554.SZ,002554,惠博普,石油开采,3.66,40.8
283,300245.SZ,300245,天玑科技,软件服务,11.42,40.66
284,000975.SZ,000975,银泰资源,铅锌,13.69,40.44
285,002194.SZ,002194,*ST凡谷,通信设备,16.0,40.25
286,603810.SH,603810,丰山集团,农药化肥,39.98,40.17
287,002578.SZ,002578,闽发铝业,铝,3.82,39.83
288,603908.SH,603908,牧高笛,纺织,26.82,39.69
289,002574.SZ,002574,明牌珠宝,服饰,5.9,39.59
290,600593.SH,600593,大连圣亚,旅游服务,32.49,39.51
291,002287.SZ,002287,奇正藏药,中成药,29.21,39.35
292,002951.SZ,002951,金时科技,广告包装,24.28,39.25
293,603516.SH,603516,淳中科技,通信设备,23.7,39.22
294,002935.SZ,002935,天奥电子,元器件,51.71,39.05
