,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,600022.SH,600022,山东钢铁,普钢,1.35,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金"
1,002445.SZ,002445,*ST中南,影视音像,1.7,True,True,北京中融鼎新投资管理有限公司-中融鼎新-鼎融嘉盈6号投资基金
2,601929.SH,601929,吉视传媒,影视音像,2.24,True,True,中央汇金资产管理有限责任公司
3,600231.SH,600231,凌钢股份,普钢,2.36,True,False,"宁波宁聚资产管理中心(有限合伙)-宁聚量化精选证券投资基金
宁波宁聚资产管理中心(有限合伙)-宁聚满天星2期对冲基金
宁波宁聚资产管理中心(有限合伙)-宁聚量化稳盈优享私募证券投资基金"
4,300111.SZ,300111,向日葵,半导体,2.49,True,True,
5,600275.SH,600275,ST昌鱼,农业综合,2.55,True,True,
6,600808.SH,600808,马钢股份,普钢,2.74,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
福建滚雪球投资管理有限公司-嘉耀滚雪球1号证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
7,600220.SH,600220,江苏阳光,纺织,2.75,True,True,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
8,601588.SH,601588,北辰实业,区域地产,2.82,True,True,"香港中央结算有限公司(陆股通)
基本养老保险基金一二零四组合"
9,000592.SZ,000592,平潭发展,林业,2.83,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
深圳平安大华汇通财富-平安银行-中融国际信托-中融-盈源11号证券投资集合资金信托计划"
10,000753.SZ,000753,漳州发展,汽车服务,2.86,True,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
11,002431.SZ,002431,棕榈股份,建筑工程,2.98,True,True,中央汇金资产管理有限责任公司
12,600715.SH,600715,文投控股,影视音像,3.01,True,False,"中国民生信托有限公司-中国民生信托-至信516号证券投资集合资金信托计划
上海丰煜投资有限公司-丰煜-稳盈证券投资基金1号"
13,003816.SZ,003816,中国广核,新型电力,3.03,True,True,
14,600870.SH,600870,ST厦华,家用电器,3.2,True,True,
15,002069.SZ,002069,獐子岛,渔业,3.28,True,True,北京吉融元通资产管理有限公司-和岛一号证券投资基金
16,002154.SZ,002154,报喜鸟,服饰,3.35,True,True,中央汇金资产管理有限责任公司
17,002314.SZ,002314,南山控股,区域地产,3.37,True,False,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
18,300008.SZ,300008,天海防务,船舶,3.45,True,False,
19,600665.SH,600665,天地源,全国地产,3.54,True,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
20,600282.SH,600282,南钢股份,普钢,3.58,True,False,"香港中央结算有限公司(陆股通)
基本养老保险基金一零零三组合
财通基金-广发证券-四川三新创业投资有限责任公司"
21,002517.SZ,002517,恺英网络,互联网,3.68,True,True,"深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)"
22,603993.SH,603993,洛阳钼业,小金属,3.78,True,True,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
建信基金-工商银行-陕西省国际信托-陕国投·金玉6号定向投资集合资金信托计划
中国国有企业结构调整基金股份有限公司
民生加银基金-宁波银行-嘉兴民琉投资合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
全国社保基金一零八组合"
23,600959.SH,600959,江苏有线,影视音像,3.85,True,False,江苏紫金文化产业二期创业投资基金(有限合伙)
24,601011.SH,601011,宝泰隆,焦炭加工,4.01,True,True,创金合信基金-包商银行-中建投信托-中建投信托·鹏华定增1号集合资金信托计划
25,000717.SZ,000717,韶钢松山,普钢,4.05,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
26,300148.SZ,300148,天舟文化,出版业,4.05,True,False,国金证券-浦发银行-国金天舟文化1号集合资产管理计划
27,002392.SZ,002392,北京利尔,其他建材,4.1,True,True,
28,000797.SZ,000797,中国武夷,全国地产,4.11,True,True,"华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
中国对外经济贸易信托有限公司-淡水泉精选1期
平安信托有限责任公司-投资精英之淡水泉"
29,600657.SH,600657,信达地产,全国地产,4.12,True,False,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
30,600503.SH,600503,华丽家族,区域地产,4.12,True,True,
31,300005.SZ,300005,探路者,服饰,4.2,True,False,
32,600811.SH,600811,东方集团,综合类,4.26,True,True,"昆仑信托有限责任公司-昆仑信托·东方集团定增一号集合资金信托计划
深圳市大华信安资产管理企业(有限合伙)-大华承运私募证券投资基金
中央汇金资产管理有限责任公司
中融金谷投资(北京)有限公司-中融金谷价值精选二号私募证券投资基金"
33,600576.SH,600576,祥源文化,影视音像,4.3,True,True,
34,000807.SZ,000807,云铝股份,铝,4.32,True,True,"全国社保基金四一二组合
华泰资产管理有限公司-策略投资产品
香港中央结算有限公司(陆股通)
基本养老保险基金九零二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国沪深300增强证券投资基金"
35,002228.SZ,002228,合兴包装,广告包装,4.35,True,True,兴证证券资管-浦发银行-兴证资管鑫众15号集合资产管理计划
36,600302.SH,600302,标准股份,纺织机械,4.46,True,True,
37,600807.SH,600807,ST天业,区域地产,4.54,True,True,国通信托有限责任公司
38,600711.SH,600711,盛屯矿业,小金属,4.58,True,True,香港中央结算有限公司(陆股通)
39,600248.SH,600248,延长化建,建筑工程,4.63,True,True,"武汉毕派克时代创业投资基金合伙企业(有限合伙)
武汉中派克恒业创业投资基金合伙企业(有限合伙)"
40,601777.SH,601777,力帆股份,摩托车,4.68,True,True,
41,600824.SH,600824,益民集团,百货,4.7,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
42,000793.SZ,000793,华闻集团,出版业,4.73,True,True,"四川信托有限公司-四川信托·星光3号单一资金信托
国广环球资产管理有限公司
前海开源基金-浦发银行-渤海国际信托-渤海信托·煦沁聚和1号集合资金信托计划
长信基金-浦发银行-长信-浦发-粤信2号资产管理计划
四川信托有限公司-四川信托·星光5号单一资金信托
方正东亚信托有限责任公司-腾翼投资1号单一资金信托
前海开源基金-浦发银行-前海开源聚和资产管理计划
云南国际信托有限公司-峻茂15号单一资金信托"
43,600165.SH,600165,新日恒力,钢加工,4.79,True,True,"国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划"
44,300163.SZ,300163,先锋新材,其他建材,4.82,True,True,
45,300182.SZ,300182,捷成股份,软件服务,4.86,True,True,"中融基金-北京银行-中融国际信托-中融-融琨88号单一资金信托
全国社保基金一一八组合
香港中央结算有限公司(陆股通)
基本养老保险基金三零三组合"
46,600235.SH,600235,民丰特纸,造纸,4.89,True,True,
47,000607.SZ,000607,华媒控股,广告包装,4.9,True,True,
48,600873.SH,600873,梅花生物,食品,4.92,True,True,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金"
49,600193.SH,600193,ST创兴,装修装饰,4.95,True,True,
50,000959.SZ,000959,首钢股份,普钢,4.99,True,True,"北京纳木纳尼资产管理有限公司
香港中央结算有限公司(陆股通)"
51,002026.SZ,002026,山东威达,机械基件,5.07,True,False,中央汇金资产管理有限责任公司
52,300641.SZ,300641,正丹股份,化工原料,5.14,True,True,
53,600488.SH,600488,天药股份,化学制药,5.19,True,False,"中央汇金资产管理有限责任公司
广州德福投资咨询合伙企业(有限合伙)-广州德福股权投资基金合伙企业(有限合伙)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
54,002183.SZ,002183,怡亚通,仓储物流,5.24,True,False,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-金鹰穗通26号资产管理计划"
55,601398.SH,601398,工商银行,银行,5.26,True,True,"中央汇金投资有限责任公司
全国社会保障基金理事会
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
56,600730.SH,600730,中国高科,综合类,5.27,True,False,
57,300261.SZ,300261,雅本化学,农药化肥,5.29,True,False,"金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司"
