,ts_code,symbol,name,industry,COL_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600238.SH,600238,海南椰岛,红黄酒,59.15605095541399,88.96,,0.0
1,603025.SH,603025,大豪科技,IT设备,54.525386313465795,387.19,香港中央结算有限公司(陆股通),1.0
2,600559.SH,600559,老白干酒,白酒,35.46592489568845,262.19,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划
北京航天产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划",5.0
3,600702.SH,600702,舍得酒业,白酒,32.92234332425066,646.89,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
云南卓晔投资管理有限公司-卓晔1号基金",3.0
4,600616.SH,600616,金枫酒业,红黄酒,29.04109589041095,63.02,,0.0
5,600779.SH,600779,水井坊,白酒,26.61306333134803,622.83,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
招商银行股份有限公司-泓德睿泽混合型证券投资基金
天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金
招商银行股份有限公司-泓德瑞兴三年持有期混合型证券投资基金
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)",8.0
6,000995.SZ,000995,皇台酒业,白酒,25.96205962059621,41.23,甘肃西部资产管理股份有限公司,1.0
7,600655.SH,600655,豫园股份,百货,23.14974182444063,229.72,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
8,002304.SZ,002304,洋河股份,白酒,20.331491712707184,2717.09,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)",5.0
9,600197.SH,600197,伊力特,白酒,18.698870276587453,143.06,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
中国银行股份有限公司-易方达均衡成长股票型证券投资基金
香港中央结算有限公司(陆股通)",4.0
