,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,600855.SH,航天长峰,专用机械,10.0,17.71,37.65,
2,600127.SH,金健米业,农业综合,9.9511,6.74,35.28,"湖南发展资产管理集团有限公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
5,600107.SH,美尔雅,服饰,10.0118,9.34,30.04,
6,002768.SZ,国恩股份,塑料,9.9976,45.0,29.99,
7,600191.SH,华资实业,食品,9.9494,6.52,29.97,
9,600983.SH,惠而浦,家用电器,10.0,5.72,29.94,
13,000639.SZ,西王食品,食品,10.0,5.72,26.13,
17,603867.SH,新化股份,化工原料,10.0,32.34,25.08,
25,002571.SZ,德力股份,玻璃,10.0746,5.9,20.14,
27,000678.SZ,襄阳轴承,机械基件,10.0787,6.99,20.1,
29,600313.SH,农发种业,种植业,10.1408,3.91,20.08,现代种业发展基金有限公司
30,603555.SH,贵人鸟,服饰,9.973,4.08,20.06,
32,002227.SZ,奥特迅,电气设备,10.0341,16.12,20.06,
33,002205.SZ,国统股份,其他建材,10.0148,14.83,20.06,
41,000505.SZ,京粮控股,食品,10.0156,7.03,20.02,鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)
48,300116.SZ,坚瑞沃能,电气设备,9.8901,2.0,19.71,
51,300661.SZ,圣邦股份,元器件,9.3898,263.87,19.39,"中国工商银行股份有限公司-诺安成长混合型证券投资基金
全国社保基金四零六组合
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安成长混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)"
53,600410.SH,华胜天成,软件服务,9.7046,13.0,18.8,
55,300106.SZ,西部牧业,农业综合,10.0295,7.46,18.16,
62,002953.SZ,日丰股份,电气设备,9.9975,43.35,17.2,
64,603557.SH,起步股份,服饰,9.9742,12.79,17.0,
74,300765.SZ,新诺威,食品,9.9911,49.43,16.28,
75,002529.SZ,海源复材,专用机械,9.9585,7.95,16.13,
84,601179.SH,中国西电,电气设备,10.0,5.17,15.62,
86,600361.SH,华联综超,超市连锁,10.101,4.36,15.61,
178,002706.SZ,良信电器,电气设备,10.0465,11.83,10.05,"首域投资管理(英国)有限公司-首域环球伞子基金:首域中国增长基金
中央汇金资产管理有限责任公司"
182,600366.SH,宁波韵升,电器仪表,10.0548,6.02,10.05,
193,603997.SH,继峰股份,汽车配件,10.0295,7.46,10.03,"中国工商银行股份有限公司-广发核心精选混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国银行股份有限公司-广发优企精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发行业领先混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)"
204,300265.SZ,通光线缆,电气设备,10.0231,14.27,10.02,
208,600685.SH,中船防务,船舶,10.0243,13.61,10.02,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
金鹰基金-工商银行-金鹰穗通9号资产管理计划
香港中央结算有限公司(陆股通)"
212,603458.SH,勘设股份,建筑工程,10.0174,19.0,10.02,
217,603018.SH,中设集团,建筑工程,10.0083,13.3,10.01,"上海迎水投资管理有限公司-迎水潜龙1号私募证券投资基金
国泰基金管理有限公司-社保基金四二一组合
中国工商银行股份有限公司-广发行业领先混合型证券投资基金
上海迎水投资管理有限公司-迎水巡洋6号私募证券投资基金
上海迎水投资管理有限公司-迎水潜龙1号私募证券投资基金
中国工商银行股份有限公司-广发行业领先混合型证券投资基金
中国银行股份有限公司-广发优企精选灵活配置混合型证券投资基金"
222,002852.SZ,道道全,食品,10.0078,14.07,10.01,
270,603728.SH,鸣志电器,电气设备,9.9822,12.34,9.98,
287,000987.SZ,越秀金控,多元金融,9.9515,9.06,9.95,
