,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,601000.SH,601000,唐山港,港口,2.23,True,True,"云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
1,300111.SZ,300111,向日葵,半导体,2.57,True,True,
2,600275.SH,600275,ST昌鱼,农业综合,2.72,True,True,
3,000571.SZ,000571,*ST大洲,综合类,2.85,True,False,富立财富投资管理有限公司-富立澜沧江十四号私募投资基金
4,002496.SZ,002496,*ST辉丰,农药化肥,2.98,True,True,
5,002305.SZ,002305,南国置业,区域地产,3.01,True,True,"东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划
东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划"
6,002431.SZ,002431,棕榈股份,建筑工程,3.02,True,True,中央汇金资产管理有限责任公司
7,300008.SZ,300008,天海防务,船舶,3.3,True,True,
8,600586.SH,600586,金晶科技,玻璃,3.38,True,True,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金
香港中央结算有限公司(陆股通)"
9,300459.SZ,300459,金科文化,互联网,3.41,True,True,"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金"
10,002517.SZ,002517,恺英网络,互联网,3.5,True,True,深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
11,000563.SZ,000563,陕国投A,多元金融,3.52,True,True,"华宝信托有限责任公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
12,600025.SH,600025,华能水电,水力发电,3.78,True,True,"香港中央结算有限公司(陆股通)
摩根士丹利投资管理公司-摩根士丹利中国A股基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
13,002314.SZ,002314,南山控股,区域地产,3.8,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
14,000056.SZ,000056,皇庭国际,房产服务,3.81,True,False,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
15,002652.SZ,002652,扬子新材,其他建材,3.84,True,False,
16,300148.SZ,300148,天舟文化,出版业,3.93,True,True,国金证券-浦发银行-国金天舟文化1号集合资产管理计划
17,600657.SH,600657,信达地产,全国地产,4.1,True,False,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
18,002701.SZ,002701,奥瑞金,广告包装,4.15,True,True,"中泰证券资管-招商银行-证券行业支持民企发展系列之中泰资管5号集合资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
19,002244.SZ,002244,滨江集团,区域地产,4.2,True,True,"华鑫国际信托有限公司-华鑫信托·慧智投资97号集合资金信托计划
香港中央结算有限公司(陆股通)
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资99号集合资金信托计划
北信瑞丰基金-招商银行-华鑫国际信托-华鑫信托·慧智投资98号集合资金信托计划
中央汇金资产管理有限责任公司
全国社保基金四一八组合
华鑫国际信托有限公司"
20,000599.SZ,000599,青岛双星,汽车配件,4.31,True,True,"招商财富-招商银行-国信金控1号专项资产管理计划
华能贵诚信托有限公司
济南国惠兴鲁股权投资基金合伙企业(有限合伙)"
21,600811.SH,600811,东方集团,综合类,4.35,True,True,"昆仑信托有限责任公司-昆仑信托·东方集团定增一号集合资金信托计划
深圳市大华信安资产管理企业(有限合伙)-大华承运私募证券投资基金
中央汇金资产管理有限责任公司
中融金谷投资(北京)有限公司-中融金谷价值精选二号私募证券投资基金"
22,601899.SH,601899,紫金矿业,黄金,4.37,True,True,"中非发展基金有限公司
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
23,002958.SZ,002958,青农商行,银行,4.39,True,True,
24,600503.SH,600503,华丽家族,区域地产,4.39,True,True,
25,000510.SZ,000510,新金路,化工原料,4.4,True,True,华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展
26,600369.SH,600369,西南证券,证券,4.5,True,True,"重庆市江北嘴中央商务区投资集团有限公司
招商财富-招商银行-渝富4号专项资产管理计划
重庆国际信托股份有限公司
中央汇金资产管理有限责任公司"
27,600635.SH,600635,大众公用,供气供热,4.54,True,True,中央汇金资产管理有限责任公司
28,000027.SZ,000027,深圳能源,火力发电,4.62,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中证500交易型开放式指数证券投资基金"
29,600711.SH,600711,盛屯矿业,小金属,4.67,True,False,香港中央结算有限公司(陆股通)
30,600207.SH,600207,安彩高科,供气供热,4.69,True,False,
31,000918.SZ,000918,嘉凯城,全国地产,4.78,True,True,香港中央结算有限公司(陆股通)
32,002340.SZ,002340,格林美,小金属,4.8,True,True,"中国对外经济贸易信托有限公司
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金"
33,300272.SZ,300272,开能健康,环境保护,4.8,True,False,上海市建国社会公益基金会
34,000416.SZ,000416,民生控股,多元金融,4.81,True,True,
35,300163.SZ,300163,先锋新材,其他建材,4.85,True,True,
36,000155.SZ,000155,川能动力,新型电力,4.91,True,True,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金"
37,600179.SH,600179,*ST安通,仓储物流,4.92,True,True,"北京宏图昌历投资基金管理中心(有限合伙)
平安信托有限责任公司-平安信托*汇安990号集合资金信托
国通信托有限责任公司-国通信托·聚赢88号证券投资单一资金信托
红塔红土基金-中信证券-万向信托-万向信托-星辰82号事务管理类单一资金信托
中航信托股份有限公司-中航信托·天翼系列债券投资集合资金信托计划"
38,600302.SH,600302,标准股份,纺织机械,4.95,True,True,
39,000012.SZ,000012,南玻A,玻璃,4.99,True,False,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
40,600807.SH,600807,ST天业,区域地产,5.02,True,True,国通信托有限责任公司
41,600235.SH,600235,民丰特纸,造纸,5.07,True,True,
42,600381.SH,600381,青海春天,医疗保健,5.2,True,False,
43,000507.SZ,000507,珠海港,港口,5.2,True,True,
44,000691.SZ,000691,亚太实业,区域地产,5.23,True,True,芜湖长元股权投资基金(有限合伙)
45,601222.SH,601222,林洋能源,电器仪表,5.3,True,False,"全国社保基金四一三组合
中国长城资产管理股份有限公司
基本养老保险基金一六零三一组合"
46,600165.SH,600165,新日恒力,钢加工,5.33,True,True,"国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划"
47,002183.SZ,002183,怡亚通,仓储物流,5.34,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-金鹰穗通26号资产管理计划"
48,002004.SZ,002004,华邦健康,化学制药,5.35,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
49,600125.SH,600125,铁龙物流,铁路,5.39,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一三零一组合"
50,002027.SZ,002027,分众传媒,影视音像,5.42,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金"
51,600676.SH,600676,交运股份,公共交通,5.63,True,True,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
52,600735.SH,600735,新华锦,商贸代理,5.64,True,False,
53,600649.SH,600649,城投控股,区域地产,5.66,True,True,"弘毅(上海)股权投资基金中心(有限合伙)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
