,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,000861.SZ,000861,海印股份,房产服务,3.22,True,True,香港中央结算有限公司(陆股通)
1,000959.SZ,000959,首钢股份,普钢,3.66,True,False,"北京纳木纳尼资产管理有限公司
香港中央结算有限公司(陆股通)"
2,000793.SZ,000793,华闻集团,出版业,3.74,True,False,"四川信托有限公司-四川信托·星光3号单一资金信托
国广环球资产管理有限公司
前海开源基金-浦发银行-渤海国际信托-渤海信托·煦沁聚和1号集合资金信托计划
长信基金-浦发银行-长信-浦发-粤信2号资产管理计划
四川信托有限公司-四川信托·星光5号单一资金信托
方正东亚信托有限责任公司-腾翼投资1号单一资金信托
前海开源基金-浦发银行-前海开源聚和资产管理计划
云南国际信托有限公司-峻茂15号单一资金信托"
3,600811.SH,600811,东方集团,综合类,4.09,True,False,"昆仑信托有限责任公司-昆仑信托·东方集团定增一号集合资金信托计划
深圳市大华信安资产管理企业(有限合伙)-大华承运私募证券投资基金
中央汇金资产管理有限责任公司
中融金谷投资(北京)有限公司-中融金谷价值精选二号私募证券投资基金"
4,600657.SH,600657,信达地产,全国地产,4.09,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
5,300163.SZ,300163,先锋新材,其他建材,4.19,True,False,
6,600239.SH,600239,云南城投,区域地产,4.45,True,False,
7,600209.SH,600209,ST罗顿,综合类,4.86,True,True,
8,600337.SH,600337,美克家居,家居用品,5.18,True,False,"国泰元鑫资管-赣州金融控股集团有限责任公司-国泰元鑫睿鑫一号单一资产管理计划
美克集团-中山证券-2018年非公开发行可交换公司债券担保及信托财产专户
美克集团-中山证券-19美克EB01担保及信托财产专户
民生加银基金-平安银行-四川信托-美克1号集合资金信托计划
美克集团-中山证券-19美克E2担保及信托财产专户
美克集团-中山证券-19美04EB担保及信托财产专户
中海信托股份有限公司-中海信托-美克家居员工持股计划集合资金信托计划
泰达宏利基金-民生银行-华鑫国际信托-华鑫信托·智选10号证券投资集合资金信托计划
新华基金-民生银行-四川信托-智隆优选1号集合资金信托计划
中海信托股份有限公司-中海信托-美克家居员工持股计划集合资金信托计划
美克集团-中山证券-19美04EB担保及信托财产专户
美克集团-中山证券-19美克E2担保及信托财产专户
民生加银基金-平安银行-四川信托-美克1号集合资金信托计划
美克集团-中山证券-19美克EB01担保及信托财产专户
美克集团-中山证券-19美克EB01担保及信托财产专户
民生加银基金-平安银行-四川信托-美克1号集合资金信托计划
美克集团-中山证券-19美克E2担保及信托财产专户
美克集团-中山证券-19美04EB担保及信托财产专户
泰达宏利基金-民生银行-华鑫国际信托-华鑫信托·智选10号证券投资集合资金信托计划
中海信托股份有限公司-中海信托-美克家居员工持股计划集合资金信托计划
新华基金-民生银行-四川信托-智隆优选1号集合资金信托计划"
9,601968.SH,601968,宝钢包装,广告包装,5.25,True,False,浙商证券资管-光大银行-浙商汇金灵活定增集合资产管理计划
10,000301.SZ,000301,东方盛虹,化纤,5.52,True,False,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
11,002004.SZ,002004,华邦健康,化学制药,5.53,True,False,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
12,600609.SH,600609,金杯汽车,汽车配件,5.83,True,False,北京桑海汇通资产管理中心(有限合伙)
13,002487.SZ,002487,大金重工,钢加工,5.85,True,True,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
全国社保基金一一八组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金"
14,600814.SH,600814,杭州解百,百货,6.03,True,False,香港中央结算有限公司(陆股通)
15,002539.SZ,002539,云图控股,农药化肥,6.5,True,False,"全国社保基金六零四组合
全国社保基金四零一组合"
16,600119.SH,600119,ST长投,仓储物流,6.97,True,True,
17,002707.SZ,002707,众信旅游,旅游服务,7.06,True,False,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
18,300225.SZ,300225,金力泰,染料涂料,7.06,True,False,"宁夏华锦资产管理有限公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
上海方圆达创投资合伙企业(有限合伙)-方圆-东方15号私募投资基金
中央汇金资产管理有限责任公司"
19,600723.SH,600723,首商股份,百货,7.25,True,False,"基本养老保险基金八零五组合
中国工商银行股份有限公司-广发睿阳三年定期开放混合型证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
20,300063.SZ,300063,天龙集团,互联网,7.44,True,True,
21,600532.SH,600532,宏达矿业,普钢,7.66,True,False,
22,002327.SZ,002327,富安娜,纺织,7.9,True,False,"大成基金管理有限公司-社保基金17011组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金
中国农业银行股份有限公司-大成睿享混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
大成基金管理有限公司-社保基金17011组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金
中国农业银行股份有限公司-大成睿享混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
大成基金管理有限公司-社保基金17011组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金
中国农业银行股份有限公司-大成睿享混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划"
23,000880.SZ,000880,潍柴重机,机械基件,8.13,True,True,北京神州牧投资基金管理有限公司-红炎神州牧基金
24,300095.SZ,300095,华伍股份,机械基件,8.43,True,False,华宝信托有限责任公司-大地32号单一资金信托
25,603818.SH,603818,曲美家居,家居用品,8.44,True,False,民生证券-招商银行-民生证券曲美家居1号集合资产管理计划
26,002425.SZ,002425,凯撒文化,互联网,8.47,True,True,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
广西铁路发展投资基金(有限合伙)
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金"
