,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605333.SH,605333,沪光股份,汽车配件,23.96,13.0,3.0,16.0,9.61,,0.0
1,300313.SZ,300313,天山生物,农业综合,23.16,9.0,3.0,15.0,42.65,"北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金",2.0
2,605123.SH,605123,派克新材,钢加工,85.15,8.0,3.0,11.0,22.99,,0.0
3,688056.SH,688056,N莱伯,电器仪表,44.5,1.0,1.0,9.0,6.88,,0.0
4,688017.SH,688017,绿的谐波,机械基件,77.84,4.0,3.0,9.0,21.44,,0.0
5,002996.SZ,002996,顺博合金,铝,17.73,5.0,3.0,8.0,9.4,,0.0
6,300337.SZ,300337,银邦股份,铝,9.6,5.0,3.0,7.0,68.0,,0.0
7,300100.SZ,300100,双林股份,汽车服务,11.48,4.0,2.0,7.0,43.75,中国建设银行股份有限公司-华夏兴和混合型证券投资基金,1.0
8,600983.SH,600983,惠而浦,家用电器,11.23,7.0,3.0,7.0,59.83,中央汇金资产管理有限责任公司,1.0
9,688513.SH,688513,N苑东,化学制药,73.3,1.0,1.0,6.0,18.15,,0.0
10,603155.SH,603155,新亚强,化工原料,45.41,2.0,2.0,5.0,17.66,,0.0
11,002315.SZ,002315,焦点科技,互联网,28.31,6.0,2.0,5.0,47.02,中央汇金资产管理有限责任公司,1.0
12,300491.SZ,300491,通合科技,电气设备,21.88,3.0,3.0,5.0,26.58,,0.0
13,688378.SH,688378,奥来德,专用机械,94.64,1.0,1.0,5.0,14.16,,0.0
14,300722.SZ,300722,新余国科,专用机械,29.0,2.0,2.0,4.0,10.56,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",4.0
15,002999.SZ,002999,天禾股份,农药化肥,9.53,1.0,1.0,4.0,5.92,,0.0
16,002997.SZ,002997,瑞鹄模具,汽车配件,17.97,1.0,1.0,4.0,8.25,,0.0
17,605006.SH,605006,山东玻纤,玻璃,5.53,1.0,1.0,4.0,5.53,,0.0
18,300301.SZ,300301,长方集团,半导体,4.81,3.0,2.0,4.0,30.01,,0.0
19,300178.SZ,300178,腾邦国际,旅游服务,5.86,2.0,2.0,3.0,34.23,"嘉实基金-农业银行-嘉实中证金融资产管理计划
基本养老保险基金九零三组合
建信基金-兴业银行-杭州民新万投投资合伙企业(有限合伙)",3.0
20,300116.SZ,300116,坚瑞沃能,电气设备,3.19,6.0,2.0,3.0,117.62,"深圳市招商平安资产管理有限责任公司
华润深国投信托有限公司-华润信托·招利13号单一资金信托
上海国泰君安君彤投资管理有限公司-君彤二期投资基金",3.0
21,300225.SZ,300225,金力泰,染料涂料,11.76,5.0,2.0,3.0,54.95,"宁夏华锦资产管理有限公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
中央汇金资产管理有限责任公司",3.0
22,600189.SH,600189,吉林森工,软饮料,7.23,4.0,1.0,3.0,35.6,"吉林省吉盛资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
23,002759.SZ,002759,天际股份,家用电器,8.09,2.0,2.0,2.0,32.53,,0.0
24,300110.SZ,300110,华仁药业,化学制药,6.28,1.0,1.0,2.0,73.95,"鹏华资产-浦发银行-鹏华资产方圆5号资产管理计划
鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划",2.0
25,300128.SZ,300128,锦富技术,元器件,4.73,1.0,1.0,2.0,50.97,"泰兴市智成产业投资基金(有限合伙)
上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金",2.0
26,002630.SZ,002630,华西能源,专用机械,2.78,2.0,2.0,2.0,27.01,"陕西省国际信托股份有限公司-陕国投·持盈27号证券投资集合资金信托计划
上海梵贝资产管理有限公司-上海梵贝祥景一号私募证券投资基金",2.0
27,300297.SZ,300297,蓝盾股份,软件服务,5.57,1.0,1.0,2.0,55.55,香港中央结算有限公司(陆股通),1.0
28,300283.SZ,300283,温州宏丰,电气设备,6.59,1.0,1.0,2.0,17.14,中央汇金资产管理有限责任公司,1.0
29,300242.SZ,300242,佳云科技,互联网,7.58,1.0,1.0,2.0,45.06,上银基金-浦发银行-上银基金财富43号资产管理计划,1.0
30,300247.SZ,300247,融捷健康,医疗保健,3.65,1.0,1.0,2.0,29.28,安徽高新毅达皖江产业发展创业投资基金(有限合伙),1.0
31,300071.SZ,300071,华谊嘉信,广告包装,3.58,2.0,1.0,2.0,22.88,杭州福石资产管理有限公司,1.0
32,300240.SZ,300240,飞力达,仓储物流,8.52,2.0,1.0,2.0,30.81,华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划,1.0
33,300089.SZ,300089,文化长城,文教休闲,5.95,1.0,1.0,2.0,16.75,,0.0
34,300237.SZ,300237,美晨生态,建筑工程,3.49,1.0,1.0,2.0,50.25,"九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划",2.0
35,300526.SZ,300526,中潜股份,专用机械,104.16,3.0,1.0,2.0,212.74,"北京泽盈投资有限公司-顺势2号私募证券投资基金
北京泽盈投资有限公司-顺势1号私募证券投资基金",2.0
36,300013.SZ,300013,新宁物流,仓储物流,9.05,1.0,1.0,2.0,37.85,上海禛瑛投资管理有限公司-禛瑛稳健2号私募投资基金,1.0
37,300022.SZ,300022,吉峰科技,农用机械,6.92,1.0,1.0,2.0,23.89,成都力鼎银科股权投资基金中心(有限合伙),1.0
38,300023.SZ,300023,宝德股份,专用机械,14.39,1.0,1.0,2.0,19.77,深圳昌宏盛瑞投资管理有限公司-女娲一号私募投资基金,1.0
39,300197.SZ,300197,铁汉生态,环境保护,3.95,1.0,1.0,2.0,70.04,"深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
中泰创展(珠海横琴)资产管理有限公司
香港中央结算有限公司(陆股通)",3.0
40,300367.SZ,300367,东方网力,IT设备,5.78,1.0,1.0,2.0,54.82,北方国际信托股份有限公司-北方信托盛世景新策略9号单一资金信托,1.0
