,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002046.SZ,轴研科技,机械基件,10.0166,13.29,90.11,"长城(天津)股权投资基金管理有限责任公司-长城国泰-定增1号契约型私募投资基金
中央汇金资产管理有限责任公司
长城(天津)股权投资基金管理有限责任公司-长城国泰-定增1号契约型私募投资基金
中央汇金资产管理有限责任公司"
1,300576.SZ,容大感光,染料涂料,9.9957,77.58,70.0,"浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)"
2,002662.SZ,京威股份,汽车配件,9.9462,4.09,69.99,香港中央结算有限公司(陆股通)
3,002397.SZ,梦洁股份,纺织,9.9612,8.5,69.98,"泰达宏利基金-工商银行-天津信托-天津信托·优选定增21号单一资金信托
金鹰基金-浦发银行-厦门信托-厦门信托-财富共赢24号单一资金信托
中央汇金资产管理有限责任公司
金鹰基金-浦发银行-厦门信托-厦门信托-财富共赢24号单一资金信托
泰达宏利基金-工商银行-天津信托-天津信托·优选定增21号单一资金信托"
4,000609.SZ,中迪投资,区域地产,10.0287,7.68,69.98,"深圳豪承投资管理合伙企业(有限合伙)-豪承一期私募投资基金
深圳豪承投资管理合伙企业(有限合伙)-豪承二期私募证券投资基金"
5,000564.SZ,供销大集,百货,9.8958,4.22,66.12,"上海并购股权投资基金合伙企业(有限合伙)
西部利得基金-交通银行-哈尔滨嘉悦投资有限公司
方正富邦基金-光大银行-陕西省国际信托-陕国投·盛唐70号定向投资集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海并购股权投资基金合伙企业(有限合伙)
西部利得基金-交通银行-哈尔滨嘉悦投资有限公司
方正富邦基金-光大银行-陕西省国际信托-陕国投·盛唐70号定向投资集合资金信托计划"
6,603696.SH,安记食品,食品,10.0126,17.47,65.27,"云南国际信托有限公司-安记食品员工持股计划集合资金信托计划
山西信托股份有限公司-山西信托·潮金创投4号证券投资集合资金信托
中国银行股份有限公司-招商盛合灵活配置混合型证券投资基金
云南国际信托有限公司-安记食品员工持股计划集合资金信托计划
山西信托股份有限公司-山西信托·潮金创投4号证券投资集合资金信托"
7,300740.SZ,御家汇,日用化工,10.0151,14.61,63.14,"前海股权投资基金(有限合伙)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金
前海股权投资基金(有限合伙)
国泰基金管理有限公司-社保基金四二一组合
中国国际金融香港资产管理有限公司-客户资金
国泰基金-浦发银行-国泰-禾盈1号资产管理计划"
8,002498.SZ,汉缆股份,电气设备,10.052,6.35,60.0,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
香港中央结算有限公司(陆股通)
基本养老保险基金九零三组合
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
9,000616.SZ,海航投资,全国地产,9.9291,3.1,50.05,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
