,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002610.SZ,002610,爱康科技,电气设备,2.67,1.0,2.0,4.0,117.12,中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金,1.0
1,000659.SZ,000659,珠海中富,广告包装,2.72,7.0,0.0,1.0,34.97,,0.0
2,600331.SH,600331,宏达股份,铅锌,2.8,1.0,2.0,2.0,56.9,,0.0
3,300185.SZ,300185,通裕重工,工程机械,2.82,0.0,2.0,3.0,82.29,中央汇金资产管理有限责任公司,1.0
4,000506.SZ,000506,中润资源,黄金,2.85,4.0,1.0,1.0,26.47,共青城蕴沣资产管理有限公司-蕴沣创世3号证券投资私募基金,1.0
5,601016.SH,601016,节能风电,新型电力,3.09,0.0,2.0,2.0,128.41,"全国社会保障基金理事会
香港中央结算有限公司(陆股通)
全国社会保障基金理事会转持二户
华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
华宝信托有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
6,002622.SZ,002622,融钰集团,综合类,3.13,7.0,0.0,2.0,26.29,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
7,600567.SH,600567,山鹰纸业,造纸,3.17,9.0,0.0,1.0,145.68,"新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划",3.0
8,300108.SZ,300108,吉药控股,中成药,3.22,7.0,0.0,2.0,14.28,"吉林省现代农业和新兴产业投资基金有限公司
上海国药股权投资基金合伙企业(有限合伙)
汇安基金-浦发银行-江海证券有限公司",3.0
9,600139.SH,600139,西部资源,综合类,3.31,3.0,1.0,1.0,21.91,,0.0
10,002141.SZ,002141,贤丰控股,元器件,3.36,9.0,0.0,1.0,21.39,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划",2.0
11,000718.SZ,000718,苏宁环球,区域地产,3.44,8.0,0.0,1.0,78.75,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)",2.0
12,600537.SH,600537,亿晶光电,半导体,3.45,2.0,1.0,1.0,40.58,中央汇金资产管理有限责任公司,1.0
13,002162.SZ,002162,悦心健康,医疗保健,3.47,5.0,0.0,1.0,29.6,中央汇金资产管理有限责任公司,1.0
14,600981.SH,600981,汇鸿集团,商贸代理,3.48,7.0,0.0,1.0,25.43,"兴证证券资管-工商银行-兴证资管鑫成61号集合资产管理计划
上海赛领并购投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成63号集合资产管理计划
上海国药圣礼股权投资基金合伙企业(有限合伙)
上海赛领博达股权投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成71号双红利轮动集合资产管理计划
全国社保基金五零一组合",7.0
